,id,rating,release_date_cert
720,59861,PG-13,2011-06-30 00:00:00+00:00
721,72559,PG-13,2013-03-29 00:00:00+00:00
722,76494,PG-13,2012-05-18 00:00:00+00:00
723,45610,R,2011-09-23 00:00:00+00:00
724,102651,PG,2014-05-30 00:00:00+00:00
725,82654,PG-13,2013-02-01 00:00:00+00:00
726,82532,R,2011-09-13 00:00:00+00:00
727,399035,PG-13,2018-01-12 00:00:00+00:00
728,49018,PG-13,2011-04-01 00:00:00+00:00
729,75674,R,2012-02-24 00:00:00+00:00
730,81796,PG-13,2012-04-13 00:00:00+00:00
731,80271,PG-13,2012-05-04 00:00:00+00:00
732,58428,R,2011-12-30 00:00:00+00:00
733,276905,PG,2016-01-15 00:00:00+00:00
734,51497,PG-13,2011-04-28 00:00:00+00:00
735,43959,PG,2011-04-08 00:00:00+00:00
736,59962,PG-13,2012-02-17 00:00:00+00:00
737,318846,R,2015-11-12 00:00:00+00:00
738,65086,PG-13,2012-02-03 00:00:00+00:00
739,49830,NR,2010-03-29 00:00:00+00:00
740,54054,PG-13,2012-01-27 00:00:00+00:00
741,59961,R,2012-02-10 00:00:00+00:00
742,59965,PG-13,2011-09-23 00:00:00+00:00
743,59965,PG-13,2011-09-23 00:00:00+00:00
744,59965,PG-13,2011-09-23 00:00:00+00:00
745,59965,PG-13,2011-09-23 00:00:00+00:00
746,154400,R,2014-09-12 00:00:00+00:00
747,75174,R,2011-12-11 00:00:00+00:00
748,75174,R,2011-12-11 00:00:00+00:00
749,73873,R,2011-09-02 00:00:00+00:00
750,77987,R,2013-07-19 00:00:00+00:00
751,51588,PG,2011-04-29 00:00:00+00:00
752,71552,R,2012-04-06 00:00:00+00:00
753,298312,PG-13,2015-09-11 00:00:00+00:00
754,298312,PG-13,2015-09-11 00:00:00+00:00
755,298312,PG-13,2015-09-11 00:00:00+00:00
756,59436,PG-13,2011-05-20 00:00:00+00:00
757,47964,R,2013-02-14 00:00:00+00:00
758,72570,PG-13,2012-02-10 00:00:00+00:00
759,329833,PG-13,2016-02-12 00:00:00+00:00
760,74777,R,2011-03-03 00:00:00+00:00
761,72331,R,2012-06-22 00:00:00+00:00
762,106845,R,2015-10-16 00:00:00+00:00
763,45649,R,2010-09-01 00:00:00+00:00
764,45649,R,2010-09-01 00:00:00+00:00
765,82525,R,2012-07-06 00:00:00+00:00
766,50839,R,2011-10-21 00:00:00+00:00
767,379149,R,2017-10-13 00:00:00+00:00
768,379149,R,2017-10-13 00:00:00+00:00
769,379149,R,2017-10-13 00:00:00+00:00
770,379149,R,2017-10-13 00:00:00+00:00
771,55301,G,2011-12-16 00:00:00+00:00
772,88794,R,2011-11-09 00:00:00+00:00
773,76757,PG-13,2015-02-27 00:00:00+00:00
774,274854,PG-13,2015-10-23 00:00:00+00:00
775,274854,PG-13,2015-10-23 00:00:00+00:00
776,376866,R,2016-10-13 00:00:00+00:00
777,376866,R,2016-10-13 00:00:00+00:00
778,376866,R,2016-10-13 00:00:00+00:00
779,407451,PG,2018-03-09 00:00:00+00:00
780,332979,R,2016-11-18 00:00:00+00:00
781,332979,R,2016-11-18 00:00:00+00:00
782,175574,PG,2013-11-01 00:00:00+00:00
783,67660,PG-13,2012-04-20 00:00:00+00:00
784,62206,R,2011-08-12 00:00:00+00:00
785,55779,R,2011-08-12 00:00:00+00:00
786,126962,,2012-10-31 00:00:00+00:00
787,68728,PG,2013-03-08 00:00:00+00:00
788,77174,PG,2012-08-17 00:00:00+00:00
789,115210,R,2012-10-05 00:00:00+00:00
790,115210,R,2012-10-05 00:00:00+00:00
791,115210,R,2012-10-05 00:00:00+00:00
792,57157,R,2011-12-16 00:00:00+00:00
793,47933,PG-13,2016-06-24 00:00:00+00:00
794,68818,R,2011-10-07 00:00:00+00:00
795,82684,PG,2012-10-26 00:00:00+00:00
796,72213,PG-13,2011-09-30 00:00:00+00:00
797,98568,R,2011-10-22 00:00:00+00:00
798,98568,R,2011-10-22 00:00:00+00:00
799,137113,PG-13,2014-06-06 00:00:00+00:00
800,312221,PG-13,2015-11-25 00:00:00+00:00
801,312221,PG-13,2015-11-25 00:00:00+00:00
802,312221,PG-13,2015-11-25 00:00:00+00:00
803,312221,PG-13,2015-11-25 00:00:00+00:00
804,312221,PG-13,2015-11-25 00:00:00+00:00
805,312221,PG-13,2015-11-25 00:00:00+00:00
806,50544,R,2011-07-21 00:00:00+00:00
807,65055,PG-13,2011-09-02 00:00:00+00:00
808,58233,PG,2011-10-21 00:00:00+00:00
809,57214,R,2012-03-02 00:00:00+00:00
810,49530,PG-13,2011-10-28 00:00:00+00:00
811,59968,R,2011-08-26 00:00:00+00:00
812,72105,R,2012-06-29 00:00:00+00:00
813,49010,NR,2011-05-06 00:00:00+00:00
814,57119,PG-13,2011-05-06 00:00:00+00:00
815,70877,PG-13,2011-09-27 00:00:00+00:00
816,70877,PG-13,2011-09-27 00:00:00+00:00
817,70877,PG-13,2011-09-27 00:00:00+00:00
818,70877,PG-13,2011-09-27 00:00:00+00:00
819,85435,,2011-10-14 00:00:00+00:00
820,77934,PG,2010-11-28 00:00:00+00:00
821,107315,R,2011-10-22 00:00:00+00:00
822,64678,PG-13,2011-06-17 00:00:00+00:00
823,44639,PG-13,2010-10-08 00:00:00+00:00
824,76493,R,2012-05-16 00:00:00+00:00
825,82702,PG,2014-06-13 00:00:00+00:00
826,57165,PG-13,2012-03-29 00:00:00+00:00
827,198185,PG,2014-05-16 00:00:00+00:00
828,87826,PG,2012-10-12 00:00:00+00:00
829,353491,PG-13,2017-08-04 00:00:00+00:00
830,60307,PG,2011-03-25 00:00:00+00:00
831,37686,PG-13,2011-06-09 00:00:00+00:00
832,59859,R,2013-08-16 00:00:00+00:00
833,98557,,2012-02-03 00:00:00+00:00
834,75900,PG-13,2011-10-09 00:00:00+00:00
835,293863,PG-13,2015-04-24 00:00:00+00:00
836,74643,PG-13,2011-10-14 00:00:00+00:00
837,74643,PG-13,2011-10-14 00:00:00+00:00
838,50647,R,2012-02-24 00:00:00+00:00
839,127493,R,2012-09-14 00:00:00+00:00
840,127493,R,2012-09-14 00:00:00+00:00
841,72387,R,2012-04-16 00:00:00+00:00
842,72387,R,2012-04-16 00:00:00+00:00
843,369524,R,2016-11-11 00:00:00+00:00
844,369524,R,2016-11-11 00:00:00+00:00
845,369524,R,2016-11-11 00:00:00+00:00
846,369524,R,2016-11-11 00:00:00+00:00
847,62835,PG-13,2011-08-26 00:00:00+00:00
848,306745,PG-13,2015-10-02 00:00:00+00:00
849,84892,PG-13,2012-09-10 00:00:00+00:00
850,150689,PG,2015-03-13 00:00:00+00:00
851,64807,PG-13,2013-12-25 00:00:00+00:00
852,82679,PG-13,2012-10-26 00:00:00+00:00
853,281957,R,2015-12-25 00:00:00+00:00
854,281957,R,2015-12-25 00:00:00+00:00
855,281957,R,2015-12-25 00:00:00+00:00
856,281957,R,2015-12-25 00:00:00+00:00
857,76706,,2010-12-04 00:00:00+00:00
858,68726,PG-13,2013-07-12 00:00:00+00:00
859,402529,R,2017-06-16 00:00:00+00:00
860,40264,PG-13,2010-08-18 00:00:00+00:00
861,82533,PG-13,2012-04-06 00:00:00+00:00
862,97614,R,2012-12-07 00:00:00+00:00
863,62764,PG,2012-03-30 00:00:00+00:00
864,57800,PG,2012-07-13 00:00:00+00:00
865,176124,PG-13,2013-04-19 00:00:00+00:00
866,176124,PG-13,2013-04-19 00:00:00+00:00
867,75656,PG-13,2013-05-31 00:00:00+00:00
868,75656,PG-13,2013-05-31 00:00:00+00:00
869,110146,PG-13,2013-03-22 00:00:00+00:00
870,188222,R,2015-06-03 00:00:00+00:00
871,70578,R,2011-10-14 00:00:00+00:00
872,64720,R,2011-01-24 00:00:00+00:00
873,356841,,2015-07-03 00:00:00+00:00
874,356841,,2015-07-03 00:00:00+00:00
875,333339,PG-13,2018-03-29 00:00:00+00:00
876,136799,PG,2016-11-04 00:00:00+00:00
877,136799,PG,2016-11-04 00:00:00+00:00
878,357834,,2015-08-07 00:00:00+00:00
879,86825,R,2013-01-20 00:00:00+00:00
880,73963,R,2011-09-09 00:00:00+00:00
881,73963,R,2011-09-09 00:00:00+00:00
882,93456,PG,2013-07-03 00:00:00+00:00
883,135446,,2010-10-31 00:00:00+00:00
884,135446,,2010-10-31 00:00:00+00:00
885,135446,,2010-10-31 00:00:00+00:00
886,397837,PG-13,2017-01-21 00:00:00+00:00
887,89857,R,2012-03-06 00:00:00+00:00
888,72113,R,2011-12-16 00:00:00+00:00
889,82687,PG-13,2012-12-19 00:00:00+00:00
890,244316,R,2015-08-04 00:00:00+00:00
891,42889,R,2010-09-24 00:00:00+00:00
892,218778,PG,2014-10-10 00:00:00+00:00
893,195051,,2013-05-14 00:00:00+00:00
894,195051,,2013-05-14 00:00:00+00:00
895,195051,,2013-05-14 00:00:00+00:00
896,195051,,2013-05-14 00:00:00+00:00
897,72359,PG-13,2013-05-09 00:00:00+00:00
898,223702,R,2016-11-07 00:00:00+00:00
899,112949,PG-13,2013-02-14 00:00:00+00:00
900,54518,G,2011-02-11 00:00:00+00:00
901,50698,R,2011-09-09 00:00:00+00:00
902,267192,PG-13,2016-06-10 00:00:00+00:00
903,267192,PG-13,2016-06-10 00:00:00+00:00
904,92591,PG-13,2012-04-27 00:00:00+00:00
905,92591,PG-13,2012-04-27 00:00:00+00:00
906,76726,PG-13,2012-02-02 00:00:00+00:00
907,190847,PG-13,2013-12-06 00:00:00+00:00
908,63574,PG-13,2012-01-13 00:00:00+00:00
909,384682,R,2016-12-09 00:00:00+00:00
910,94348,PG-13,2012-10-18 00:00:00+00:00
911,146198,R,2016-02-16 00:00:00+00:00
912,157386,R,2013-01-18 00:00:00+00:00
913,79120,,2011-09-22 00:00:00+00:00
914,79120,,2011-09-22 00:00:00+00:00
915,79120,,2011-09-22 00:00:00+00:00
916,481866,NR,2017-10-17 00:00:00+00:00
917,481866,NR,2017-10-17 00:00:00+00:00
918,481866,NR,2017-10-17 00:00:00+00:00
919,481866,NR,2017-10-17 00:00:00+00:00
920,481866,NR,2017-10-17 00:00:00+00:00
921,228550,,2011-03-27 00:00:00+00:00
922,98548,PG-13,2012-06-29 00:00:00+00:00
923,98548,PG-13,2012-06-29 00:00:00+00:00
924,60422,R,2011-11-18 00:00:00+00:00
925,83860,PG-13,2011-10-30 00:00:00+00:00
926,138832,R,2013-08-07 00:00:00+00:00
927,76025,NC-17,2011-10-07 00:00:00+00:00
928,91070,R,2011-06-18 00:00:00+00:00
929,204922,R,2014-10-31 00:00:00+00:00
930,73567,R,2012-07-27 00:00:00+00:00
931,147773,"PG-13,NR",2013-01-21 00:00:00+00:00
932,273477,R,2015-10-30 00:00:00+00:00
933,424694,PG-13,2018-11-02 00:00:00+00:00
934,231384,,2011-03-10 00:00:00+00:00
935,231384,,2011-03-10 00:00:00+00:00
936,231384,,2011-03-10 00:00:00+00:00
937,231384,,2011-03-10 00:00:00+00:00
938,89325,PG-13,2012-04-20 00:00:00+00:00
939,80274,PG-13,2013-10-28 00:00:00+00:00
940,104755,R,2013-04-19 00:00:00+00:00
941,96599,R,2012-03-11 00:00:00+00:00
942,96599,R,2012-03-11 00:00:00+00:00
943,96599,R,2012-03-11 00:00:00+00:00
944,96599,R,2012-03-11 00:00:00+00:00
945,96599,R,2012-03-11 00:00:00+00:00
946,96599,R,2012-03-11 00:00:00+00:00
947,58595,PG-13,2012-06-01 00:00:00+00:00
948,334130,,2013-11-03 00:00:00+00:00
949,290751,PG-13,2015-11-20 00:00:00+00:00
950,290751,PG-13,2015-11-20 00:00:00+00:00
951,209451,R,2014-06-20 00:00:00+00:00
952,144336,R,2014-03-28 00:00:00+00:00
953,84355,R,2012-06-14 00:00:00+00:00
954,70868,PG-13,2011-09-16 00:00:00+00:00
955,190955,R,2014-03-21 00:00:00+00:00
956,83666,PG-13,2012-05-25 00:00:00+00:00
957,75638,R,2012-07-12 00:00:00+00:00
958,86812,R,2011-01-22 00:00:00+00:00
959,134597,R,2012-09-21 00:00:00+00:00
960,188652,NR,2013-04-26 00:00:00+00:00
961,78381,R,2012-08-10 00:00:00+00:00
962,98369,PG-13,2012-04-13 00:00:00+00:00
963,60420,PG-13,2011-01-22 00:00:00+00:00
964,129139,R,2013-07-26 00:00:00+00:00
965,372343,R,2017-10-20 00:00:00+00:00
966,84199,PG-13,2012-10-19 00:00:00+00:00
967,60599,R,2012-09-14 00:00:00+00:00
968,64689,R,2012-11-30 00:00:00+00:00
969,322194,,2015-03-10 00:00:00+00:00
970,322194,,2015-03-10 00:00:00+00:00
971,76163,R,2012-08-17 00:00:00+00:00
972,92182,R,2011-01-21 00:00:00+00:00
973,100046,PG-13,2012-04-27 00:00:00+00:00
974,50357,PG-13,2011-09-02 00:00:00+00:00
975,309919,,2015-08-21 00:00:00+00:00
976,256924,R,2015-03-20 00:00:00+00:00
977,455240,,2011-12-07 00:00:00+00:00
978,455240,,2011-12-07 00:00:00+00:00
979,455240,,2011-12-07 00:00:00+00:00
980,455240,,2011-12-07 00:00:00+00:00
981,455240,,2011-12-07 00:00:00+00:00
982,455240,,2011-12-07 00:00:00+00:00
983,455240,,2011-12-07 00:00:00+00:00
984,455240,,2011-12-07 00:00:00+00:00
985,82690,PG,2012-11-02 00:00:00+00:00
986,197583,PG-13,2014-03-21 00:00:00+00:00
987,72571,R,2011-10-21 00:00:00+00:00
988,96724,R,2012-11-16 00:00:00+00:00
989,407874,R,2011-01-01 00:00:00+00:00
990,184341,R,2016-08-26 00:00:00+00:00
991,192141,R,2015-08-26 00:00:00+00:00
992,51017,PG-13,2011-04-22 00:00:00+00:00
993,74725,R,2011-03-12 00:00:00+00:00
994,166426,PG-13,2017-10-03 00:00:00+00:00
995,198663,PG-13,2014-09-19 00:00:00+00:00
996,97630,R,2012-12-19 00:00:00+00:00
997,77953,R,2012-08-10 00:00:00+00:00
998,77953,R,2012-08-10 00:00:00+00:00
999,171274,R,2015-01-09 00:00:00+00:00
1000,171274,R,2015-01-09 00:00:00+00:00
1001,252512,R,2014-09-28 00:00:00+00:00
1002,252512,R,2014-09-28 00:00:00+00:00
1003,94352,PG,2012-12-21 00:00:00+00:00
1004,244403,R,2014-10-17 00:00:00+00:00
1005,158895,R,2013-01-20 00:00:00+00:00
1006,307081,R,2015-07-24 00:00:00+00:00
1007,152601,R,2014-01-10 00:00:00+00:00
1008,152601,R,2014-01-10 00:00:00+00:00
1009,168672,R,2014-03-18 00:00:00+00:00
1010,168672,R,2014-03-18 00:00:00+00:00
1011,225565,R,2014-01-31 00:00:00+00:00
1012,85446,PG-13,2012-07-27 00:00:00+00:00
1013,339103,R,2018-09-25 00:00:00+00:00
1014,132232,PG-13,2013-01-18 00:00:00+00:00
1015,132232,PG-13,2013-01-18 00:00:00+00:00
1016,132232,PG-13,2013-01-18 00:00:00+00:00
1017,132232,PG-13,2013-01-18 00:00:00+00:00
1018,132232,PG-13,2013-01-18 00:00:00+00:00
1019,235260,PG-13,2014-02-28 00:00:00+00:00
1020,235260,PG-13,2014-02-28 00:00:00+00:00
1021,227306,PG-13,2014-12-25 00:00:00+00:00
1022,256962,PG-13,2015-04-23 00:00:00+00:00
1023,144340,PG-13,2013-03-22 00:00:00+00:00
1024,82700,PG-13,2013-05-31 00:00:00+00:00
1025,97367,R,2013-03-27 00:00:00+00:00
1026,218784,R,2016-02-09 00:00:00+00:00
1027,218784,R,2016-02-09 00:00:00+00:00
1028,129670,R,2013-11-15 00:00:00+00:00
1029,227783,PG,2014-01-17 00:00:00+00:00
1030,146216,PG-13,2013-07-19 00:00:00+00:00
1031,136466,NR,2012-10-05 00:00:00+00:00
1032,136466,NR,2012-10-05 00:00:00+00:00
1033,56761,,2011-02-07 00:00:00+00:00
1034,196867,PG,2014-12-19 00:00:00+00:00
1035,198184,R,2015-03-06 00:00:00+00:00
1036,86841,,2011-01-18 00:00:00+00:00
1037,222899,R,2014-02-14 00:00:00+00:00
1038,399796,PG-13,2018-07-24 00:00:00+00:00
1039,399796,PG-13,2018-07-24 00:00:00+00:00
1040,85207,NR,2013-02-26 00:00:00+00:00
1041,284536,R,2014-12-25 00:00:00+00:00
1042,284536,R,2014-12-25 00:00:00+00:00
1043,284536,R,2014-12-25 00:00:00+00:00
1044,284536,R,2014-12-25 00:00:00+00:00
1045,86304,NR,2013-01-04 00:00:00+00:00
1046,157843,,2016-03-01 00:00:00+00:00
1047,162903,R,2013-10-18 00:00:00+00:00
1048,101179,NR,2012-08-06 00:00:00+00:00
1049,101179,NR,2012-08-06 00:00:00+00:00
1050,101179,NR,2012-08-06 00:00:00+00:00
1051,101179,NR,2012-08-06 00:00:00+00:00
1052,214086,PG-13,2014-03-07 00:00:00+00:00
1053,157350,PG-13,2014-03-21 00:00:00+00:00
1054,83686,PG-13,2012-09-07 00:00:00+00:00
1055,234212,R,2015-03-28 00:00:00+00:00
1056,234212,R,2015-03-28 00:00:00+00:00
1057,100402,PG-13,2014-04-04 00:00:00+00:00
1058,121676,R,2013-02-22 00:00:00+00:00
1059,91926,NR,2011-10-15 00:00:00+00:00
1060,91926,NR,2011-10-15 00:00:00+00:00
1061,513667,,2017-10-14 00:00:00+00:00
1062,266294,R,2015-12-18 00:00:00+00:00
1063,68718,R,2012-12-25 00:00:00+00:00
1064,83899,R,2013-08-23 00:00:00+00:00
1065,76285,PG,2013-08-07 00:00:00+00:00
1066,114635,NR,2013-08-16 00:00:00+00:00
1067,77016,R,2012-09-21 00:00:00+00:00
1068,71679,R,2012-09-14 00:00:00+00:00
1069,79940,R,2012-03-02 00:00:00+00:00
1070,335984,R,2017-10-06 00:00:00+00:00
1071,335984,R,2017-10-06 00:00:00+00:00
1072,81836,R,2012-06-22 00:00:00+00:00
1073,291870,R,2016-01-22 00:00:00+00:00
1074,77950,PG,2013-07-19 00:00:00+00:00
1075,296524,PG-13,2016-09-30 00:00:00+00:00
1076,296524,PG-13,2016-09-30 00:00:00+00:00
1077,193603,,2012-10-13 00:00:00+00:00
1078,84332,R,2012-06-08 00:00:00+00:00
1079,139715,R,2012-04-27 00:00:00+00:00
1080,113947,R,2012-10-18 00:00:00+00:00
1081,323677,PG-13,2016-02-19 00:00:00+00:00
1082,323677,PG-13,2016-02-19 00:00:00+00:00
1083,84197,R,2013-04-19 00:00:00+00:00
1084,300153,R,2015-12-04 00:00:00+00:00
1085,300153,R,2015-12-04 00:00:00+00:00
1086,300153,R,2015-12-04 00:00:00+00:00
1087,87499,PG-13,2013-05-31 00:00:00+00:00
1088,82631,PG,2012-09-28 00:00:00+00:00
1089,82631,PG,2012-09-28 00:00:00+00:00
1090,102382,PG-13,2014-05-02 00:00:00+00:00
1091,205587,R,2014-10-10 00:00:00+00:00
1092,205587,R,2014-10-10 00:00:00+00:00
1093,139998,NR,2012-01-23 00:00:00+00:00
1094,43044,,2010-09-07 00:00:00+00:00
1095,127585,PG-13,2014-05-23 00:00:00+00:00
1096,257345,PG-13,2016-05-13 00:00:00+00:00
1097,376660,R,2016-11-18 00:00:00+00:00
1098,376660,R,2016-11-18 00:00:00+00:00
1099,72766,,2011-12-26 00:00:00+00:00
1100,287424,PG-13,2015-05-08 00:00:00+00:00
1101,287424,PG-13,2015-05-08 00:00:00+00:00
1102,298460,,2011-01-01 00:00:00+00:00
1103,298460,,2011-01-01 00:00:00+00:00
1104,117942,,2012-03-28 00:00:00+00:00
1105,314365,R,2015-11-06 00:00:00+00:00
1106,314365,R,2015-11-06 00:00:00+00:00
1107,314365,R,2015-11-06 00:00:00+00:00
1108,314365,R,2015-11-06 00:00:00+00:00
1109,119283,R,2013-01-25 00:00:00+00:00
1110,112456,PG-13,2012-06-01 00:00:00+00:00
1111,87502,R,2012-11-02 00:00:00+00:00
1112,158011,R,2013-03-14 00:00:00+00:00
1113,158011,R,2013-03-14 00:00:00+00:00
1114,270946,PG,2014-11-26 00:00:00+00:00
1115,77930,R,2012-06-29 00:00:00+00:00
1116,84174,R,2012-09-06 00:00:00+00:00
1117,76649,PG-13,2014-02-21 00:00:00+00:00
1118,192210,,2013-05-21 00:00:00+00:00
1119,152259,R,2013-03-01 00:00:00+00:00
1120,152259,R,2013-03-01 00:00:00+00:00
1121,152259,R,2013-03-01 00:00:00+00:00
1122,152259,R,2013-03-01 00:00:00+00:00
1123,288250,,2011-05-03 00:00:00+00:00
1124,84178,R,2012-01-21 00:00:00+00:00
1125,87567,R,2013-04-25 00:00:00+00:00
1126,86838,R,2012-10-12 00:00:00+00:00
1127,103731,PG-13,2013-05-10 00:00:00+00:00
1128,127867,R,2013-04-05 00:00:00+00:00
1129,133805,R,2013-10-18 00:00:00+00:00
1130,80215,NR,2012-05-18 00:00:00+00:00
1131,157422,R,2015-10-16 00:00:00+00:00
1132,151693,,2012-01-07 00:00:00+00:00
1133,151693,,2012-01-07 00:00:00+00:00
1134,198277,R,2014-07-11 00:00:00+00:00
1135,198277,R,2014-07-11 00:00:00+00:00
1136,226458,,2015-03-26 00:00:00+00:00
1137,242166,PG-13,2014-03-12 00:00:00+00:00
1138,242166,PG-13,2014-03-12 00:00:00+00:00
1139,340190,R,2015-05-22 00:00:00+00:00
1140,152599,R,2013-10-06 00:00:00+00:00
1141,101299,PG-13,2013-11-22 00:00:00+00:00
1142,131631,PG-13,2014-11-21 00:00:00+00:00
1143,131634,PG-13,2015-11-20 00:00:00+00:00
1144,131634,PG-13,2015-11-20 00:00:00+00:00
1145,225886,R,2014-07-18 00:00:00+00:00
1146,308467,NC-17,2013-03-01 00:00:00+00:00
1147,215908,,2013-09-09 00:00:00+00:00
1148,215908,,2013-09-09 00:00:00+00:00
1149,415842,R,2017-09-06 00:00:00+00:00
1150,345914,R,2017-06-30 00:00:00+00:00
1151,345914,R,2017-06-30 00:00:00+00:00
1152,158852,PG,2015-05-09 00:00:00+00:00
1153,158852,PG,2015-05-09 00:00:00+00:00
1154,354861,R,2017-12-22 00:00:00+00:00
1155,354861,R,2017-12-22 00:00:00+00:00
1156,354861,R,2017-12-22 00:00:00+00:00
1157,354861,R,2017-12-22 00:00:00+00:00
1158,130150,PG-13,2013-08-30 00:00:00+00:00
1159,438568,NR,2015-05-04 00:00:00+00:00
1160,438568,NR,2015-05-04 00:00:00+00:00
1161,84188,R,2012-01-21 00:00:00+00:00
1162,157849,R,2014-07-25 00:00:00+00:00
1163,274857,PG-13,2017-08-08 00:00:00+00:00
1164,239571,PG-13,2014-10-17 00:00:00+00:00
1165,301365,R,2016-06-24 00:00:00+00:00
1166,228066,PG-13,2015-11-25 00:00:00+00:00
1167,228066,PG-13,2015-11-25 00:00:00+00:00
1168,96721,R,2013-09-27 00:00:00+00:00
1169,96721,R,2013-09-27 00:00:00+00:00
1170,96721,R,2013-09-27 00:00:00+00:00
1171,105864,PG,2015-11-25 00:00:00+00:00
1172,105864,PG,2015-11-25 00:00:00+00:00
1173,134374,R,2013-04-26 00:00:00+00:00
1174,157841,G,2014-10-26 00:00:00+00:00
1175,76338,PG-13,2013-11-08 00:00:00+00:00
1176,274855,PG-13,2018-01-02 00:00:00+00:00
1177,274855,PG-13,2018-01-02 00:00:00+00:00
1178,114150,PG-13,2012-09-28 00:00:00+00:00
1179,109451,PG,2013-09-27 00:00:00+00:00
1180,440472,PG-13,2019-05-14 00:00:00+00:00
1181,84329,PG-13,2012-01-20 00:00:00+00:00
1182,325123,,2015-03-10 00:00:00+00:00
1183,93856,R,2012-05-25 00:00:00+00:00
1184,74510,R,2011-09-09 00:00:00+00:00
1185,429476,R,2018-09-28 00:00:00+00:00
1186,106747,R,2013-10-11 00:00:00+00:00
1187,195589,R,2014-03-08 00:00:00+00:00
1188,195589,R,2014-03-08 00:00:00+00:00
1189,308266,R,2016-08-19 00:00:00+00:00
1190,199373,R,2013-08-23 00:00:00+00:00
1191,293646,PG-13,2015-10-24 00:00:00+00:00
1192,228406,PG,2013-09-27 00:00:00+00:00
1193,228406,PG,2013-09-27 00:00:00+00:00
1194,136835,PG-13,2014-09-12 00:00:00+00:00
1195,207769,R,2013-11-06 00:00:00+00:00
1196,118340,PG-13,2014-08-01 00:00:00+00:00
1197,323967,,2015-03-13 00:00:00+00:00
1198,323967,,2015-03-13 00:00:00+00:00
1199,77931,PG,2013-07-31 00:00:00+00:00
1200,137347,R,2015-04-17 00:00:00+00:00
1201,82650,PG,2012-08-03 00:00:00+00:00
1202,109431,R,2013-02-09 00:00:00+00:00
1203,240913,,2013-11-29 00:00:00+00:00
1204,153795,R,2013-03-19 00:00:00+00:00
1205,76203,R,2013-10-30 00:00:00+00:00
1206,300673,PG-13,2016-01-29 00:00:00+00:00
1207,121677,R,2013-03-17 00:00:00+00:00
1208,340945,,2017-01-24 00:00:00+00:00
1209,146203,PG-13,2013-03-01 00:00:00+00:00
1210,311324,PG-13,2017-02-17 00:00:00+00:00
1211,311324,PG-13,2017-02-17 00:00:00+00:00
1212,89750,PG,2012-04-21 00:00:00+00:00
1213,400710,PG-13,2017-09-29 00:00:00+00:00
1214,86829,R,2013-12-10 00:00:00+00:00
1215,342502,R,2015-08-07 00:00:00+00:00
1216,263503,,2014-05-02 00:00:00+00:00
1217,109421,R,2013-02-08 00:00:00+00:00
1218,333352,R,2016-01-07 00:00:00+00:00
1219,127560,R,2014-04-11 00:00:00+00:00
1220,257088,PG-13,2015-12-25 00:00:00+00:00
1221,155084,R,2014-04-18 00:00:00+00:00
1222,253272,,2014-03-10 00:00:00+00:00
1223,253272,,2014-03-10 00:00:00+00:00
1224,253272,,2014-03-10 00:00:00+00:00
1225,196830,NR,2013-07-26 00:00:00+00:00
1226,196830,NR,2013-07-26 00:00:00+00:00
1227,196830,NR,2013-07-26 00:00:00+00:00
1228,196830,NR,2013-07-26 00:00:00+00:00
1229,321697,R,2015-09-05 00:00:00+00:00
1230,321697,R,2015-09-05 00:00:00+00:00
1231,146304,R,2013-11-15 00:00:00+00:00
1232,87825,PG-13,2012-09-21 00:00:00+00:00
1233,205596,PG-13,2014-12-19 00:00:00+00:00
1234,164286,NR,2014-02-14 00:00:00+00:00
1235,268531,PG,2017-08-29 00:00:00+00:00
1236,133694,R,2012-12-28 00:00:00+00:00
1237,215211,PG-13,2014-06-06 00:00:00+00:00
1238,100042,PG-13,2014-11-14 00:00:00+00:00
1239,228203,PG,2015-02-20 00:00:00+00:00
1240,125490,NR,2013-04-12 00:00:00+00:00
1241,102362,R,2013-03-08 00:00:00+00:00
1242,122081,R,2013-03-15 00:00:00+00:00
1243,226486,R,2014-07-03 00:00:00+00:00
1244,119450,PG-13,2014-07-11 00:00:00+00:00
1245,216282,PG-13,2014-08-08 00:00:00+00:00
1246,82990,R,2012-10-19 00:00:00+00:00
1247,91314,PG-13,2014-06-27 00:00:00+00:00
1248,325579,,2015-01-01 00:00:00+00:00
1249,256687,R,2014-04-20 00:00:00+00:00
1250,268171,PG-13,2014-03-07 00:00:00+00:00
1251,293970,PG-13,2015-03-13 00:00:00+00:00
1252,293970,PG-13,2015-03-13 00:00:00+00:00
1253,324786,R,2016-11-04 00:00:00+00:00
1254,324786,R,2016-11-04 00:00:00+00:00
1255,136921,,2010-04-01 00:00:00+00:00
1256,399360,PG-13,2018-08-17 00:00:00+00:00
1257,399360,PG-13,2018-08-17 00:00:00+00:00
1258,399360,PG-13,2018-08-17 00:00:00+00:00
1259,427900,PG-13,2017-09-08 00:00:00+00:00
1260,427900,PG-13,2017-09-08 00:00:00+00:00
1261,230015,PG,2013-04-06 00:00:00+00:00
1262,84175,PG-13,2012-06-29 00:00:00+00:00
1263,195590,PG-13,2017-02-24 00:00:00+00:00
1264,254128,PG-13,2015-05-29 00:00:00+00:00
1265,503616,PG-13,2018-12-21 00:00:00+00:00
1266,477331,,2017-09-03 00:00:00+00:00
1267,174751,R,2016-01-29 00:00:00+00:00
