,id,imdb_id,title,budget,release_date,revenue,runtime,original_language,original_title,vote_average,vote_count,poster_path,genres_id,genres_name,spoken_languages_name,production_companies_id,production_companies_name,production_companies_origin_country
0,59991,,Horowitz in Moscow,0,2000-04-04,0,85.0,en,Horowitz in Moscow,4.8,2,/i667LDDHG9j5gR3xzeVXQEfnEmw.jpg,"[10402, 99]","['Music', 'Documentary']","['English', 'Pусский']",[],[],[]
1,10559,tt0186151,Frequency,31000000,2000-04-28,68106245,118.0,en,Frequency,7.2,1007,/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg,"[80, 18, 878, 53]","['Crime', 'Drama', 'Science Fiction', 'Thriller']",['English'],[12],['New Line Cinema'],['US']
2,786,tt0181875,Almost Famous,60000000,2000-09-15,47383689,122.0,en,Almost Famous,7.5,1594,/tl1Yv7lWq3RUPq3Q1nT5oRFJsv8.jpg,"[18, 10402]","['Drama', 'Music']",['English'],"[5, 485, 7]","['Columbia Pictures', 'Vinyl Films', 'DreamWorks Pictures']","['US', 'US', 'US']"
3,705,tt0042192,All About Eve,1400000,1950-10-06,150438,139.0,en,All About Eve,8.2,864,/6numIZH6uR3NlJgY9m7nGH0jhs.jpg,[18],['Drama'],"['English', 'Français']",[25],['20th Century Fox'],['US']
4,8007,tt0159273,Behind Enemy Lines,40000000,2001-11-30,91753202,106.0,en,Behind Enemy Lines,6.2,850,/2IVvws0ZuvOX4V4P6sisl6oVlj0.jpg,"[28, 18, 53, 10752]","['Action', 'Drama', 'Thriller', 'War']","['Český', 'English', 'Español', '']","[1302, 25]","['Davis Entertainment', '20th Century Fox']","['US', 'US']"
5,36586,tt0187738,Blade II,54000000,2002-03-22,155010032,117.0,en,Blade II,6.4,3005,/vulF0iqX5z7AW1pdZ572zwsMRMB.jpg,"[14, 27, 28, 53]","['Fantasy', 'Horror', 'Action', 'Thriller']","['Český', 'Română', 'English']","[19551, 12, 421, 5611, 11321, 11322, 11323, 11324]","['Marvel Enterprises', 'New Line Cinema', 'Amen Ra Films', 'Milk & Honey', 'Imaginary Forces', 'Justin Pictures', 'Linovo Productions GmbH & Co. KG', 'Pacific Title and Art Studio']","['US', 'US', '', '', '', '', '', '']"
6,2501,tt0258463,The Bourne Identity,60000000,2002-06-14,214034224,119.0,en,The Bourne Identity,7.4,6295,/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,"[28, 18, 9648, 53]","['Action', 'Drama', 'Mystery', 'Thriller']","['English', 'Français', 'Deutsch', 'Nederlands', 'Italiano']","[33, 7384, 7385, 11345, 862]","['Universal Pictures', 'Hypnotic', 'Kalima Productions GmbH & Co. KG', 'Stillking Films', 'The Kennedy/Marshall Company']","['US', '', '', 'CZ', 'US']"
7,9573,tt0309377,Blood Work,50000000,2002-08-04,31794718,110.0,en,Blood Work,6.2,456,/rtpa9neoVD6IToCcAyPIAaFjb6y.jpg,"[80, 53]","['Crime', 'Thriller']","['English', 'Español']","[171, 174]","['Malpaso Productions', 'Warner Bros. Pictures']","['US', 'US']"
8,11049,tt0368667,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,4000000,2003-05-28,0,68.0,ja,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,7.7,193,/AsvPgdcSlHocAbMp3yGZXjPiKKF.jpg,"[878, 10402, 16, 12]","['Science Fiction', 'Music', 'Animation', 'Adventure']",['No Language'],"[5542, 3117]","['Toei Animation', 'Daft Life Ltd. Co.']","['JP', '']"
9,839,tt0067023,Duel,450000,1971-12-25,0,90.0,en,Duel,7.4,976,/tMXG6QQ4dcunbxkHlA7Pek9LZM7.jpg,"[28, 53, 10770]","['Action', 'Thriller', 'TV Movie']",['English'],[26727],['Universal Television'],['US']
10,386216,tt0393548,Objects in the Mirror Are Further than They Appear,0,2003-09-26,0,15.0,en,Objects in the Mirror Are Further than They Appear,5.0,1,/5mJ5B9yj65ZOhhIXH4KzX0xgVph.jpg,"[18, 53]","['Drama', 'Thriller']",['English'],[73994],['What Were We Thinking Films'],['']
11,9352,tt0356150,EuroTrip,25000000,2004-02-20,20796847,93.0,en,EuroTrip,6.5,1502,/9t1e0Mova7eyV3OpRC6nT4y6hHH.jpg,[35],['Comedy'],"['English', 'Français', 'Italiano', '日本語', 'Deutsch']","[2364, 53012, 7]","['The Montecito Picture Company', 'Blue Sea Productions', 'DreamWorks Pictures']","['US', '', 'US']"
12,7131,tt0338526,Van Helsing,160000000,2004-05-05,300257475,132.0,en,Van Helsing,6.2,3736,/5PamJJJH1lvMMWvDLLohEQuGbg6.jpg,"[27, 12, 28]","['Horror', 'Adventure', 'Action']","['English', 'Latin']","[33, 11345, 19643]","['Universal Pictures', 'Stillking Films', 'Sommers Company, The']","['US', 'CZ', '']"
13,140595,tt0308213,Elaine Stritch: At Liberty,300000,2004-05-29,0,140.0,en,Elaine Stritch: At Liberty,10.0,3,/9uoucM9yfmAYICtNMRHYxCVoWCO.jpg,"[35, 99, 10402, 10770]","['Comedy', 'Documentary', 'Music', 'TV Movie']",['English'],"[3086, 24487, 71837, 101186, 3268]","['Image Entertainment', 'Pennebaker Hegedus Films, Inc.', 'Second Act Productions', 'Iambic Productions', 'HBO']","['US', '', '', '', 'US']"
14,2502,tt0372183,The Bourne Supremacy,75000000,2004-07-23,288500217,108.0,en,The Bourne Supremacy,7.3,5100,/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg,"[28, 18, 53]","['Action', 'Drama', 'Thriller']","['English', 'Pусский', 'Deutsch', 'Italiano']","[33, 862, 7384, 11346, 11347]","['Universal Pictures', 'The Kennedy/Marshall Company', 'Hypnotic', 'Motion Picture THETA Produktionsgesellschaft', 'Ludlum Entertainment']","['US', 'US', '', '', '']"
15,27,tt0411705,9 Songs,1000000,2004-05-16,1574623,66.0,en,9 Songs,5.0,221,/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,"[18, 10402, 10749]","['Drama', 'Music', 'Romance']",['English'],[163],['Revolution Films'],['GB']
16,176,tt0387564,Saw,1200000,2004-10-01,103911669,103.0,en,Saw,7.4,5744,/pparEGTCxcTiImyVFoKD0LX11N8.jpg,"[27, 9648, 80]","['Horror', 'Mystery', 'Crime']",['English'],"[2061, 23019, 55405, 1632]","['Twisted Pictures', 'Evolution Entertainment', 'Saw Productions Inc.', 'Lionsgate']","['US', '', '', 'US']"
17,51055,tt0402492,Seoul Train,0,2004-11-12,0,54.0,en,Seoul Train,6.3,6,,[99],['Documentary'],[],[],[],[]
18,276306,tt0899282,My Little Pony: Dancing in the Clouds,0,2004-12-02,0,19.0,en,My Little Pony: Dancing in the Clouds,7.3,4,/vtqjr4lgNjjLhLDpnnpc2NECUGB.jpg,"[16, 14]","['Animation', 'Fantasy']",['English'],[29070],['SD Entertainment'],['US']
19,36648,tt0359013,Blade: Trinity,65000000,2004-12-08,128905366,123.0,en,Blade: Trinity,5.8,2445,/iVJXYToSIU0OGCuQNhuGDzxayFO.jpg,"[878, 28, 27, 53, 12, 14]","['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']","['Esperanto', 'English']","[19551, 12, 421, 8851, 11321, 42209]","['Marvel Enterprises', 'New Line Cinema', 'Amen Ra Films', 'Shawn Danielle Productions Ltd.', 'Imaginary Forces', 'Peter Frankfurt Productions']","['US', 'US', '', '', '', '']"
20,11774,tt0339291,Lemony Snicket's A Series of Unfortunate Events,140000000,2004-12-16,209073645,108.0,en,Lemony Snicket's A Series of Unfortunate Events,6.8,3537,/r7S57FpBsCljWc9fBUo2Iy5XGew.jpg,"[12, 35, 10751]","['Adventure', 'Comedy', 'Family']",['English'],"[4, 258, 2348, 11930, 49325, 7]","['Paramount', 'Scott Rudin Productions', 'Nickelodeon Movies', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG', 'Parkes+MacDonald Image Nation', 'DreamWorks Pictures']","['US', 'US', 'US', '', '', 'US']"
21,8978,tt0398712,Assault on Precinct 13,30000000,2005-01-19,35294470,109.0,en,Assault on Precinct 13,6.1,616,/cqdH1UH0RXKOjeRAwKc8MGMVOfy.jpg,[53],['Thriller'],"['English', 'Srpski']","[134, 729, 20449, 20450]","['Rogue Pictures', 'Why Not Productions', 'Liaison Films', 'Biscayne Pictures']","['', 'FR', 'FR', '']"
22,9721,tt0417395,7 Seconds,13000000,2005-06-28,0,96.0,en,7 Seconds,4.8,98,/VMEpy6MrnTN8rPeIQkyOxebmlW.jpg,"[28, 80, 53]","['Action', 'Crime', 'Thriller']",['English'],[2100],['Andrew Stevens Entertainment'],['']
23,257192,tt0893409,My Little Pony: Friends Are Never Far Away,0,2005-08-27,0,21.0,en,My Little Pony: Friends Are Never Far Away,6.5,4,,"[12, 16]","['Adventure', 'Animation']",['English'],[29070],['SD Entertainment'],['US']
24,376807,tt0493069,The Tribe,0,2005-09-25,0,18.0,en,The Tribe,5.0,3,/r3cjtD3btFfeQozyMZlE1ZuhBL5.jpg,[99],['Documentary'],['English'],[],[],[]
25,25396,tt0840350,My Little Pony: A Very Minty Christmas,0,2005-10-25,0,44.0,en,My Little Pony: A Very Minty Christmas,5.1,7,/jaWZYoknYXnGfklomIUz94rZZgT.jpg,"[16, 14]","['Animation', 'Fantasy']",['English'],[29070],['SD Entertainment'],['US']
26,8999,tt0398017,Derailed,22000000,2005-11-11,57479076,108.0,en,Derailed,6.2,601,/bcCoOkwEBHUS5Y7Rm1u1oTLUHdb.jpg,"[18, 53]","['Drama', 'Thriller']","['English', 'Français']","[435, 14, 23635]","['Di Bonaventura Pictures', 'Miramax', 'Patalex V Productions Limited']","['US', 'US', '']"
27,470088,tt0112664,Choices of the Heart: The Margaret Sanger Story,0,1995-03-08,0,92.0,en,Choices of the Heart: The Margaret Sanger Story,4.0,1,/c3qownNone1NiLDMGHeODibJiNt.jpg,"[18, 10770]","['Drama', 'TV Movie']",['English'],[101066],['Hearst Entertainment & Syndication'],['']
28,19789,tt0490668,My Little Pony: The Princess Promenade,0,2006-02-07,0,50.0,en,My Little Pony: The Princess Promenade,6.1,8,/fkWv7OGHTZgLc6nUfPZIiLUzJ0r.jpg,"[16, 10751, 14]","['Animation', 'Family', 'Fantasy']",['English'],[29070],['SD Entertainment'],['US']
29,293800,tt0758763,Deadly Lessons,0,2006-03-24,0,137.0,en,Deadly Lessons,3.6,4,/3VNlYsFItz8PGVJirSTZuWzoSjj.jpg,[],[],['English'],[20241],['Crystal Sky Pictures'],['']
30,34209,tt0471009,Just Like the Son,0,2006-04-29,0,86.0,en,Just Like the Son,7.0,1,,[18],['Drama'],['English'],[],[],[]
31,9767,tt0452594,The Break-Up,52000000,2006-06-01,204999686,106.0,en,The Break-Up,5.7,1771,/yN3b4ElUOMA2lNcwAzr9TEBpmy.jpg,"[10749, 35]","['Romance', 'Comedy']",['English'],"[33, 748, 2796]","['Universal Pictures', 'Mosaic Media Group', 'Wild West Picture Show Productions']","['US', '', 'US']"
32,256439,tt0893497,My Little Pony: The Runaway Rainbow,0,2006-09-12,0,46.0,en,My Little Pony: The Runaway Rainbow,7.2,6,/dnEqkXi0oUo9jlQCUzhCN0Vxyx7.jpg,"[16, 12, 14]","['Animation', 'Adventure', 'Fantasy']",['English'],[29070],['SD Entertainment'],['US']
33,473729,tt0877358,The Other Gods,0,2006-10-06,0,6.0,en,The Other Gods,6.3,3,/5Fo9k3pJgtS7y2eU6Xm28MKcwOg.jpg,"[16, 27]","['Animation', 'Horror']",[],"[98687, 109971]","['Subterranea Entertainment', 'Mad Dog Movies']","['', 'US']"
34,39320,tt6979748,The Art of Nature: Jellies,0,2006-10-19,0,95.0,en,The Art of Nature: Jellies,7.0,1,/eAlJqai5m2vXKdRftB29ddvcKJV.jpg,[],[],[],[],[],[]
35,313903,tt0956790,The Magic Flute,0,2006-12-30,0,112.0,en,The Magic Flute,8.0,2,/xmzGB5g56VZj4GKwmHZmCL6XgGR.jpg,"[10402, 35, 14]","['Music', 'Comedy', 'Fantasy']",['English'],"[15005, 10492]","['The Metropolitan Opera', 'Thirteen']","['US', 'US']"
36,337550,tt0814106,Flatland,0,2007-01-01,0,36.0,en,Flatland,6.4,9,/tnJnSSjGiKVBTRbhuJh5wI6Ozy2.jpg,"[16, 878]","['Animation', 'Science Fiction']",['English'],[83243],['Flat World Productions'],['']
37,407001,tt2076340,Star Warriors,0,2007-01-01,0,84.0,en,Star Warriors,8.0,1,,[99],['Documentary'],['English'],[11453],['Prometheus Entertainment'],['US']
38,268396,tt1996322,Midnight Heat,10,2007-01-01,0,98.0,en,Midnight Heat,7.8,3,,[],[],[],[],[],[]
39,223004,tt0476985,Aberration,0,2007-01-01,0,85.0,en,Aberration,3.3,5,,[27],['Horror'],['English'],"[17840, 27271]","['Ruthless Pictures', '30 Something Productions']","['', 'US']"
40,310911,tt0939617,HairKutt,25000,2007-04-10,0,1.0,en,HairKutt,10.0,3,/4oRi0h0JN2uNTSG4bCkuQGNFmDL.jpg,[99],['Documentary'],['English'],[96838],['Reel Life Films'],['']
41,2503,tt0440963,The Bourne Ultimatum,70000000,2007-08-03,442824138,115.0,en,The Bourne Ultimatum,7.4,5193,/d4DuphCHCjVUyffExnK5nLbn39K.jpg,"[28, 18, 9648, 53]","['Action', 'Drama', 'Mystery', 'Thriller']","['English', 'Français', 'العربية', 'Pусский', 'Español']","[33, 862, 11347, 11348, 11349, 125334, 682, 264]","['Universal Pictures', 'The Kennedy/Marshall Company', 'Ludlum Entertainment', 'Motion Picture BETA Produktionsgesellschaft', 'Bourne Again', 'KanZaman Services', 'Peninsula Films', 'Studio Babelsberg']","['US', 'US', '', '', '', '', '', 'DE']"
42,20720,tt1082588,Gabriel Iglesias: Hot and Fluffy,0,2007-08-04,0,60.0,en,Gabriel Iglesias: Hot and Fluffy,7.4,43,/hYYiubXgtEmWvsaKVp3ssAzUr9l.jpg,[35],['Comedy'],"['Español', 'English']",[2922],['Levity Productions'],['']
43,74727,tt0971204,Long Pigs,250000,2010-05-18,0,81.0,en,Long Pigs,5.3,12,/yNW47Z12tVspxu54VsoQlS4XOyQ.jpg,"[80, 27]","['Crime', 'Horror']",['English'],[],[],[]
44,29833,tt0914799,Brain Dead,0,2007-10-31,0,95.0,en,Brain Dead,5.1,20,,[27],['Horror'],['English'],[23718],['Prodigy Entertainment'],['']
45,251206,tt3106646,God of Wonders,0,2008-01-01,0,85.0,en,God of Wonders,7.1,4,,[99],['Documentary'],['English'],[84501],['Eternal Productions'],['']
46,30124,tt1056441,Tru Loved,0,2008-02-27,0,102.0,en,Tru Loved,5.0,15,,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",['English'],[5020],['BrownBag Productions (II)'],['']
47,91443,tt0988035,Chronic Town,0,2008-04-03,0,0.0,en,Chronic Town,6.0,1,/trLUlHdOiu6aFBRmk6kDaxatXp.jpg,"[18, 28, 53]","['Drama', 'Action', 'Thriller']",[],[],[],[]
48,13078,tt0796302,The Babysitters,0,2007-09-11,44852,88.0,en,The Babysitters,5.2,168,/nsrNUqGXI95unRKZEu8BJ584xWn.jpg,[18],['Drama'],['English'],"[6724, 2813, 77919, 77920]","['Upload Films', 'Forensic Films', 'O.D.D. Entertainment', 'Rebel Films']","['', '', '', '']"
49,253442,tt1294160,Exile,0,2008-05-24,0,82.0,en,Exile,3.0,1,,"[28, 10749, 878]","['Action', 'Romance', 'Science Fiction']",['English'],[],[],[]
50,406044,tt1384803,The End Of The World As We Knew It,2000,2008-06-14,0,60.0,en,The End Of The World As We Knew It,10.0,1,,"[10402, 99]","['Music', 'Documentary']",['English'],[86594],['Wendt Productions'],['']
51,11253,tt0411477,Hellboy II: The Golden Army,85000000,2008-07-11,160388063,120.0,en,Hellboy II: The Golden Army,6.7,3399,/fGQAO4RgUzspO7L4u5KXirIn34s.jpg,"[14, 27]","['Fantasy', 'Horror']",['English'],"[33, 552, 21498, 2735, 7295, 840]","['Universal Pictures', 'Dark Horse Entertainment', 'Internationale Filmproduktion Eagle', 'Mid Atlantic Films', 'Relativity Media', 'Lawrence Gordon Productions']","['US', 'US', 'DE', '', 'US', '']"
52,52459,tt0134628,Dr. Seuss on the Loose,0,1973-10-15,0,25.0,en,Dr. Seuss on the Loose,7.4,8,,"[16, 10751, 10770]","['Animation', 'Family', 'TV Movie']",['English'],[8402],['DePatie-Freleng Enterprises (DFE)'],['']
53,50673,tt0910915,Life in Flight,2000000,2008-09-12,0,78.0,en,Life in Flight,6.7,3,,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",['English'],[],[],[]
54,44120,tt1352357,The Boy Next Door,0,2008-11-14,0,14.0,en,The Boy Next Door,6.2,11,,[18],['Drama'],['English'],[93427],['Sunfire Images'],['']
55,274175,tt0449570,Buddha Wild: Monk in a Hut,25000,2008-04-16,275000,60.0,en,Buddha Wild: Monk in a Hut,10.0,1,/hFjaXX9jaa7PxLkejfqlDVh0h3J.jpg,"[12, 35, 99, 10751]","['Adventure', 'Comedy', 'Documentary', 'Family']","['English', '', 'ภาษาไทย']",[89005],['Carpe Diem Films'],['US']
56,24328,tt1330219,Tokyo Mater,0,2008-12-12,0,6.0,en,Tokyo Mater,6.0,58,/3vaNFvoJhySsBLsjlToMgjnMwj8.jpg,"[16, 35]","['Animation', 'Comedy']","['Español', 'English']",[3],['Pixar'],['US']
57,10199,tt0420238,The Tale of Despereaux,60000000,2008-12-18,86947965,93.0,en,The Tale of Despereaux,5.9,572,/yADB4GsH2AvSHPsBVGjj8wByonk.jpg,"[12, 16, 10751]","['Adventure', 'Animation', 'Family']",['English'],[1163],['Larger Than Life Productions'],['US']
58,10199,tt0420238,The Tale of Despereaux,60000000,2008-12-18,86947965,93.0,en,The Tale of Despereaux,5.9,572,/yADB4GsH2AvSHPsBVGjj8wByonk.jpg,"[12, 16, 10751]","['Adventure', 'Animation', 'Family']",['English'],[1163],['Larger Than Life Productions'],['US']
59,160484,tt1427844,Chased,25000,2009-01-01,0,16.0,en,Chased,4.5,1,,[18],['Drama'],['English'],[77274],['The Branden Blinn Media Group'],['US']
60,52804,tt1326224,Graphic Sexual Horror,0,2009-01-18,0,84.0,en,Graphic Sexual Horror,7.6,18,/37ROPOX1hIR0Ogr29xFyIdTXQks.jpg,[99],['Documentary'],['English'],[52390],['NC-17 Productions'],['']
61,24886,tt1230126,Minor Details,0,2009-02-05,0,86.0,en,Minor Details,5.6,15,/c9xkBqj0YjmG4FtV7psJBz8ehcl.jpg,"[12, 10751, 9648]","['Adventure', 'Family', 'Mystery']",['English'],"[9074, 107517]","['Mainstay Productions', 'BOTA Productions']","['US', 'US']"
62,68335,tt0865560,Now & Later,0,2009-02-18,0,99.0,en,Now & Later,5.1,19,/8kVBr6XJglohrIwoqrUNKBvyTC5.jpg,[18],['Drama'],['English'],"[7317, 7318]","['Cinema Libre Studio', 'Imago-Creata']","['', '']"
63,37665,tt0960097,Wake,0,2009-02-25,0,97.0,en,Wake,4.9,24,,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",['English'],[],[],[]
64,21634,tt1073510,Prayers for Bobby,0,2009-02-27,0,90.0,en,Prayers for Bobby,7.9,311,/1viFwXluAettogGDsTrSUUg29lZ.jpg,"[18, 36, 10770]","['Drama', 'History', 'TV Movie']",['English'],"[4062, 115546, 455]","['Once Upon a Time Films', 'Sladek Taaffe Productions', 'Permut Presentations']","['', '', '']"
65,21634,tt1073510,Prayers for Bobby,0,2009-02-27,0,90.0,en,Prayers for Bobby,7.9,311,/1viFwXluAettogGDsTrSUUg29lZ.jpg,"[18, 36, 10770]","['Drama', 'History', 'TV Movie']",['English'],"[4062, 115546, 455]","['Once Upon a Time Films', 'Sladek Taaffe Productions', 'Permut Presentations']","['', '', '']"
66,16538,tt1155056,"I Love You, Man",41000000,2009-03-20,91980359,105.0,en,"I Love You, Man",6.5,1067,/ewGJfCkBkLV4naw1WKqO301bHh2.jpg,[35],['Comedy'],['English'],"[2364, 2609, 3194]","['The Montecito Picture Company', 'De Line Pictures', 'Bernard Gayle Productions']","['US', 'US', '']"
67,56811,tt1277936,Cropsey,0,2009-04-25,35456,84.0,en,Cropsey,6.0,111,/mcmJj11lX8v518rvzYb22LlCjAz.jpg,"[9648, 99, 27, 80]","['Mystery', 'Documentary', 'Horror', 'Crime']",['English'],"[23912, 129602, 51071, 3768]","['Antidote Films (I)', 'Afterhours Productions', 'Ghost Robot', 'Off Hollywood Pictures']","['', '', '', '']"
68,550477,tt1344416,On the Bus,0,2009-03-21,0,6.0,en,On the Bus,4.0,2,/3kBT34wPG2YsJpVB0ebUaAw7veJ.jpg,[18],['Drama'],['English'],[34211],['VFS Productions'],['CA']
69,39958,tt1070887,The War Boys,0,2009-05-30,0,93.0,en,The War Boys,6.6,35,/qM97lJJHN9Wxma25GUrIOSK1w2p.jpg,[18],['Drama'],['English'],[26251],['The Group Entertainment'],['US']
70,457793,tt1621957,Smash: Motorized Mayhem,0,2009-06-10,0,70.0,en,Smash: Motorized Mayhem,6.0,3,/kqvvQSSXkZtnIHpFEtDcBlvFID9.jpg,[99],['Documentary'],[],[],[],[]
71,62576,tt1220633,Pastor Brown,0,2009-06-26,0,0.0,en,Pastor Brown,6.3,4,/fUCD6zby6u8QuwIBhoQoLVhMMvn.jpg,[18],['Drama'],['English'],[94326],['Rock Capital Films'],['']
72,44700,tt0850648,American Cowslip,0,2009-07-24,0,107.0,en,American Cowslip,4.3,6,,[35],['Comedy'],['English'],"[90745, 111683, 111684, 109145]","['Buffalo Speedway Film Company', 'Cowslip Film Partners', 'Zetta Pictures', 'Firefly Films']","['US', '', '', 'US']"
73,62615,tt1389116,Scouts Honor,0,2009-08-15,0,90.0,en,Scouts Honor,2.8,2,,"[35, 10751]","['Comedy', 'Family']",['English'],[],[],[]
74,23116,tt1394268,Loose Change 9/11: An American Coup,0,2009-09-22,0,99.0,en,Loose Change 9/11: An American Coup,6.8,45,/76ZLA1VIVny7iJB2sshfgUIqDdy.jpg,[99],['Documentary'],"['English', 'Français', 'Español']","[5831, 5832, 5833, 5834, 5835, 5836]","['Collective Minds Media Company', 'Microcinema International', 'Morningstar Entertainment', 'Brown & Stretic', 'The Frankfurt Group', 'Frankfurt Kurnit Klein & Selz']","['', '', '', '', '', '']"
75,33275,tt1097015,Red Hook,0,2009-10-03,0,85.0,en,Red Hook,3.4,8,/75C3kmEnxYS249x8Gd58IZBrCrN.jpg,"[35, 18, 27, 53]","['Comedy', 'Drama', 'Horror', 'Thriller']",['English'],"[5275, 58425, 111011]","['Red Sand Media Partners', 'Moodude Films', 'The Harmony Entertainment Group']","['US', 'US', 'US']"
76,57505,tt1664723,My Little Pony: Twinkle Wish Adventure,0,2009-10-13,0,44.0,en,My Little Pony: Twinkle Wish Adventure,5.0,3,/2M2swKeuYGpL9NxbgL8b3RxRj7j.jpg,"[10751, 16]","['Family', 'Animation']",['English'],[],[],[]
77,353155,tt1833073,STRONGHOLD: In the Grip of Wrestling,0,2009-10-18,0,124.0,en,STRONGHOLD: In the Grip of Wrestling,6.0,1,/tkOjoOlKMc7CEThlYNUqmKTvFID.jpg,[99],['Documentary'],['English'],[60176],['Rook Communications'],['US']
78,250622,tt1047102,National Lampoon Presents: Endless Bummer,0,2009-10-20,0,87.0,en,National Lampoon Presents: Endless Bummer,4.0,12,/hBwQZXJwGV55qoicfS0sybIYjnY.jpg,[35],['Comedy'],['English'],"[3432, 6763, 9035, 61645]","['National Lampoon Productions', 'National Lampoon', 'Lighthouse Entertainment', 'Vans Warped Tour']","['', '', 'US', '']"
79,61233,tt1212023,Dark Fields,0,2009-10-25,0,110.0,en,Dark Fields,3.6,9,/hY40zfXl2IlWD8g0wVsPTnve28q.jpg,[27],['Horror'],['English'],[],[],[]
80,31992,tt1410020,Freeway Killer,0,2009-11-04,0,88.0,en,Freeway Killer,5.5,11,/fobg2eRCcGsCaiSe90w0wGScAS1.jpg,"[27, 53, 18, 80]","['Horror', 'Thriller', 'Drama', 'Crime']",['English'],[110489],['Fresh Planet'],['']
81,41144,tt1270286,To Save A Life,0,2009-11-05,0,120.0,en,To Save A Life,6.6,37,/9oPVZVOO6IiFg7gvbCy47XFWn9p.jpg,[18],['Drama'],['English'],"[130890, 130891, 130892]","['New Song Pictures', 'Outreach Films', 'Accelerated Entertainment']","['', '', '']"
82,36550,tt1079968,Jack and the Beanstalk,0,2009-11-06,0,94.0,en,Jack and the Beanstalk,5.2,44,/ypaD2MdZb0iokRg2EyHJ7au2SnZ.jpg,"[12, 35, 10751, 14]","['Adventure', 'Comedy', 'Family', 'Fantasy']",['English'],[],[],[]
83,36419,tt0838247,After.Life,4500000,2009-11-07,3606395,104.0,en,After.Life,5.8,547,/iTJUqvnF2Q9BRt8MqpIR4Dud8d2.jpg,"[18, 27, 9648, 53]","['Drama', 'Horror', 'Mystery', 'Thriller']",['English'],"[12410, 6020]","['Lleju Productions', 'Harbor Light Entertainment']","['', 'US']"
84,32124,tt1241316,Dare,0,2009-11-13,18088,91.0,en,Dare,6.1,44,/aNVGaSM1MC4YOEEuvkXx5U6sBVu.jpg,"[18, 10749, 35]","['Drama', 'Romance', 'Comedy']",['English'],"[3788, 921]","['Gigantic Pictures', 'Next Wednesday Productions']","['US', '']"
85,203810,tt1637641,Meltdown,0,2009-11-14,0,90.0,en,Meltdown,5.5,5,,[28],['Action'],['English'],[15172],['Cinema Vision Pictures'],['']
86,32005,tt0965375,Breaking Point,2500000,2009-12-04,0,93.0,en,Breaking Point,5.6,8,/liLliLIy4cP4XvIrdEITr0nHmo9.jpg,"[28, 12, 18, 53]","['Action', 'Adventure', 'Drama', 'Thriller']",['English'],[82407],['Evolving Productions'],['']
87,467804,tt1631355,Lines of Glory,1,2009-12-05,1,21.0,en,Lines of Glory,10.0,1,,[35],['Comedy'],['English'],"[65638, 92819]","['Whiplash Films', 'JackandZack Films']","['', '']"
88,19995,tt0499549,Avatar,237000000,2009-12-10,2787965087,162.0,en,Avatar,7.4,21369,/btnl50ZDJDSCal2NLQIYWw0XxvH.jpg,"[28, 12, 14, 878]","['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['English', 'Español']","[444, 574, 25, 290]","['Dune Entertainment', 'Lightstorm Entertainment', '20th Century Fox', 'Ingenious Media']","['US', 'US', 'US', 'GB']"
89,433335,,Servants of Mercy,0,2010-01-01,0,14.0,en,Servants of Mercy,8.0,1,,[],[],[],[],[],[]
90,100689,tt1548021,Swine,15000,2010-01-01,0,12.0,en,Swine,6.0,1,,"[28, 878]","['Action', 'Science Fiction']",['English'],[],[],[]
91,59982,tt1486186,Meeting Spencer,0,2010-01-01,0,0.0,en,Meeting Spencer,6.0,1,,[35],['Comedy'],['English'],[],[],[]
92,141991,,My Eyes Won't Dry 3 - Tubular Addiction,0,2010-01-01,0,0.0,en,My Eyes Won't Dry 3 - Tubular Addiction,8.5,1,,[],[],[],[],[],[]
93,144907,tt1705787,Tetherball: The Movie,0,2010-01-01,0,0.0,en,Tetherball: The Movie,5.0,1,,[35],['Comedy'],['English'],[88745],['NitroBlitz Productions'],['']
94,113347,tt1663970,A Drummer's Dream,0,2010-01-01,0,84.0,en,A Drummer's Dream,8.3,3,,"[10402, 99]","['Music', 'Documentary']",[],[],[],[]
95,132281,tt1071783,The Dead Sleep,0,2010-01-01,0,94.0,en,The Dead Sleep,5.0,1,/ybouWOJmSQ1a0yLQQ16qfomaQtA.jpg,[53],['Thriller'],[],[],[],[]
96,44224,tt1468703,Bear,10000000,2010-01-01,0,90.0,en,Bear,3.9,11,/8xJjU8rQx2M2alAyGSRIxGzy3gx.jpg,"[27, 28, 53]","['Horror', 'Action', 'Thriller']",['English'],"[98124, 12182, 22217]","['Rebel Entertainment', 'Rebel Film BV', 'Wiseacre Films']","['', '', '']"
