,id,imdb_id,title,budget,release_date,revenue,runtime,original_language,original_title,vote_average,vote_count,poster_path,genres_id,genres_name,spoken_languages_name,production_companies_id,production_companies_name,production_companies_origin_country
840,352864,tt1636750,DemiUrge Emesis,0,2010-04-22,0,2.0,en,DemiUrge Emesis,6.0,2,/79e3vANKwbqzCnoQADxZ7QDZ6pk.jpg,"[16, 27]","['Animation', 'Horror']",['English'],[],[],[]
841,165344,tt1511489,The Sentimental Engine Slayer,0,2010-04-22,0,97.0,en,The Sentimental Engine Slayer,6.0,3,,[],[],[],[],[],[]
842,103894,tt1644577,Thieves by Law,0,2010-04-22,0,90.0,en,Thieves By Law,7.5,4,/iY1gWMjq6Y5l970c74SD8RTmH78.jpg,[],[],[],[],[],[]
843,75090,tt1412442,Beware the Gonzo,0,2010-04-22,0,94.0,en,Beware the Gonzo,6.1,17,/koFw4OzMCDFLzJWj1n2BYxPkLO6.jpg,[35],['Comedy'],['English'],[20744],['Corner Store Entertainment'],['US']
844,511015,tt1608246,Therapissed,2000,2010-04-22,0,75.0,en,Therapissed,10.0,1,/kU0fP4Z2QPBQecOqzWY1uRfkpkH.jpg,[35],['Comedy'],[],[63049],['Driving With Our Eyes Shut'],['']
845,169554,tt1414353,American Mystic,0,2010-04-22,0,81.0,en,American Mystic,5.7,3,,[],[],[],[],[],[]
846,46198,tt1447793,My Girlfriend's Boyfriend,1400000,2010-04-22,0,84.0,en,My Girlfriend's Boyfriend,6.0,79,/yfCb0JPoLkgSCxRT5PGhCCJqIc6.jpg,[35],['Comedy'],['English'],[8928],['fiftyfilms'],['']
847,82938,tt1325743,Five Star Day,0,2010-04-22,0,97.0,en,Five Star Day,5.0,9,/dUBOGmTvNCJZzIYw0HyD0W0wiFG.jpg,"[18, 10749]","['Drama', 'Romance']",['English'],"[8304, 8305, 8306]","['Five Star Day', 'Lucid Entertainment', 'VirtuEntertainment']","['', '', '']"
848,71700,tt1580426,Repeaters,0,2010-01-01,0,89.0,en,Repeaters,5.8,99,/9nQuL87o5AcUayeZM3cOXw1VbIv.jpg,"[18, 28, 80]","['Drama', 'Action', 'Crime']","['English', 'Italiano']","[1676, 22562, 22921]","['Rampart Films', 'Raven West Films', 'Resonance Film & Video']","['', 'CA', '']"
849,241836,,Blackfield: Live in NYC,0,2010-04-23,0,0.0,en,Blackfield: Live in NYC,6.5,3,/nBNupjjHctVSxthtmsKuSh1aua9.jpg,[10402],['Music'],['English'],[],[],[]
850,50493,tt1468313,Brilliantlove,650000,2010-11-12,0,97.0,en,Brilliantlove,5.3,9,/csjOCJ7RSWCg04IpkTtV6hw808Z.jpg,"[10749, 18]","['Romance', 'Drama']",['English'],[77484],['Pinball Films'],['']
851,38180,tt1601188,DC Showcase: The Spectre,0,2010-04-23,0,12.0,en,DC Showcase: The Spectre,6.6,57,/7OHgySg45yFQNND9Ta6G3DoZ2VJ.jpg,"[16, 80, 9648, 14]","['Animation', 'Crime', 'Mystery', 'Fantasy']",['English'],"[429, 2785, 8410, 9993]","['DC Comics', 'Warner Bros. Animation', 'Moi Animation', 'DC Entertainment']","['US', 'US', '', 'US']"
852,40048,tt0326965,In My Sleep,0,2010-04-23,0,90.0,en,In My Sleep,5.4,22,/nSxTj76cWNhlGobRY8kCIsrkgnV.jpg,"[53, 9648, 18]","['Thriller', 'Mystery', 'Drama']",['English'],[],[],[]
853,50493,tt1468313,Brilliantlove,650000,2010-11-12,0,97.0,en,Brilliantlove,5.3,9,/csjOCJ7RSWCg04IpkTtV6hw808Z.jpg,"[10749, 18]","['Romance', 'Drama']",['English'],[77484],['Pinball Films'],['']
854,34806,tt1212436,The Back-Up Plan,35000000,2010-04-23,77477008,106.0,en,The Back-Up Plan,6.0,956,/th815Swm18HLz4cdfVdJR5YzH9S.jpg,"[35, 10749]","['Comedy', 'Romance']",['English'],"[1423, 5490]","['Escape Artists', 'CBS Films']","['US', 'US']"
855,91911,tt1510907,Behind the Burly Q,250000,2010-04-23,23859,97.0,en,Behind the Burly Q,5.1,4,/cxXXSclIG5bmkzFKuhbnY1Xfehf.jpg,[99],['Documentary'],['English'],[38568],['Mistress Inc.'],['']
856,456989,tt10447060,Urbanites - You Can't Rewind The Years,0,2010-04-23,0,60.0,en,Urbanites - You Can't Rewind The Years,10.0,1,/liHk2jMBnOFubtePt2V2q0K9IMj.jpg,[99],['Documentary'],[],[90186],['Snaproll Studios'],['']
857,81515,tt1649433,Vidal Sassoon: The Movie,0,2010-04-23,0,90.0,en,Vidal Sassoon: The Movie,6.1,4,/2KutNgcYW2s4ng6C8LYwi3mblMj.jpg,[99],['Documentary'],['English'],[],[],[]
858,45013,tt1283887,Burning Palms,5800000,2010-04-23,0,112.0,en,Burning Palms,5.6,30,/6uNS6wOGGUgaUNtXMz32usyAmhH.jpg,"[35, 18, 10751]","['Comedy', 'Drama', 'Family']",['English'],[11279],['Films In Motion'],['']
859,85821,tt1608285,Littlerock,0,2010-04-23,0,83.0,en,Littlerock,6.8,5,,[18],['Drama'],"['English', '日本語']",[15077],['Small Form Films'],['']
860,410674,tt1640108,Bastard,0,2010-04-23,0,7.0,en,Bastard,5.0,2,,[],[],['English'],"[85183, 85184]","['Chris Ward Julie Snyder Productions', 'Roman Way Pictures']","['', '']"
861,34813,tt0480255,The Losers,25000000,2010-04-23,23580000,97.0,en,The Losers,6.2,1013,/pE4XSgQlj3DFUmUxHx97KqV02PX.jpg,"[28, 12, 80, 9648, 53]","['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",['English'],"[1786, 429, 433, 174]","['Dark Castle Entertainment', 'DC Comics', 'Weed Road Pictures', 'Warner Bros. Pictures']","['US', 'US', 'US', 'US']"
862,81021,tt1483020,Spork,0,2010-04-24,0,86.0,en,Spork,6.4,15,,"[35, 10402]","['Comedy', 'Music']",['English'],[],[],[]
863,136043,tt1493034,"No Woman, No Cry",0,2010-04-24,0,60.0,en,"No Woman, No Cry",7.0,1,,[99],['Documentary'],['English'],[],[],[]
864,520325,,Watching Paint Dry,0,2010-04-24,0,18.0,en,Watching Paint Dry,3.0,1,/8wEmDhIj72RUfHEWnDZv26upAma.jpg,[],[],[],[],[],[]
865,299951,tt1455635,Hector Corp,0,2010-04-24,0,11.0,en,Hector Corp,8.0,1,,[],[],[],[],[],[]
866,44027,tt1233219,"My Son, My Son, What Have Ye Done",0,2009-09-06,0,91.0,en,"My Son, My Son, What Have Ye Done",6.2,103,/9TlrPuliZn4WtqPnSp2mu68ybL7.jpg,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']",['English'],"[11610, 5958, 7372]","['Absurda', 'Defilm', 'Paper Street Films']","['', '', 'US']"
867,43099,tt1514425,Mothman,0,2010-04-24,0,86.0,en,Mothman,3.5,15,/vzYRrKVWdhwTE2l0OZTqElfuj62.jpg,"[27, 878]","['Horror', 'Science Fiction']",[],[],[],[]
868,520324,,OneTwoThree,0,2010-04-24,0,12.0,en,OneTwoThree,7.0,1,/8wEmDhIj72RUfHEWnDZv26upAma.jpg,[],[],[],[],[],[]
869,71726,tt1373406,Snowmen,0,2010-04-24,54800,85.0,en,Snowmen,4.9,9,/20dwJ3OiZ7pRiw0Zk40VUjHOy3W.jpg,"[35, 18, 10751]","['Comedy', 'Drama', 'Family']",['English'],[],[],[]
870,432608,tt1587386,Who We Are,0,2010-04-24,0,17.0,en,Who We Are,5.0,2,,"[10749, 18]","['Romance', 'Drama']",[],[],[],[]
871,82079,tt1296893,Sons of Perdition,0,2010-04-24,0,85.0,en,Sons of Perdition,6.6,9,,[99],['Documentary'],['English'],[],[],[]
872,38533,tt8532410,Patent Absurdity,0,2010-04-24,0,90.0,en,Patent Absurdity,5.3,2,,[99],['Documentary'],['English'],[],[],[]
873,82622,tt1407055,Violet Tendencies,0,2010-04-24,0,99.0,en,Violet Tendencies,5.2,10,/9yGr3wXAXJ43D8ztPGeqEHFrLCO.jpg,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",['English'],[],[],[]
874,43920,tt1422020,Dog Pound,0,2010-04-24,430041,91.0,en,Dog Pound,7.5,205,/uyV9XhPpOE5MsvpTAd9FU585oIx.jpg,[18],['Drama'],['English'],"[309, 806, 1784, 7641, 819, 310, 104, 91015]","['Angoa-Agicoa', 'Téléfilm Canada', 'Partizan', 'Grana Productions', 'Mars Films', ""Centre national du cinéma et de l'image animée"", 'Canal+', 'Kourtrajmé']","['', 'CA', 'FR', '', 'FR', 'FR', 'FR', 'FR']"
875,55895,tt1502714,Monogamy,1000000,2010-04-24,0,94.0,en,Monogamy,3.6,7,,"[18, 10749]","['Drama', 'Romance']",['English'],[],[],[]
876,85219,tt1249428,Amexica,1000000,2010-04-25,0,0.0,en,Amexica,5.0,2,,[],[],"['Español', 'English']",[],[],[]
877,64832,tt1453403,Shadows & Lies,0,2010-04-25,0,100.0,en,Shadows & Lies,4.2,10,/ipKr4yxzHCqIsP8Q0NRGOKbAxF.jpg,"[18, 28, 10749]","['Drama', 'Action', 'Romance']",['English'],[],[],[]
878,65036,tt1526585,Deadly Honeymoon,1000000,2010-04-25,0,89.0,en,Deadly Honeymoon,4.7,14,/fdpkVWcLEjT93edNOnSn9nCiTsn.jpg,"[80, 10770]","['Crime', 'TV Movie']",['English'],"[6679, 7274]","['MarVista Entertainment', 'Island Film Group']","['US', '']"
879,266693,tt1764249,Currently Untitled,0,2010-04-25,0,42.0,en,Currently Untitled,1.0,1,,[],[],[],[],[],[]
880,47479,tt1262986,The Last Play at Shea,0,2010-04-25,0,90.0,en,The Last Play at Shea,4.7,3,,"[99, 10402]","['Documentary', 'Music']",[],[],[],[]
881,210536,tt1567135,The Empty Playground,0,2010-04-25,0,6.0,en,The Empty Playground,7.0,1,,[18],['Drama'],[],[15812],['Leeds Street Productions'],['']
882,71184,tt1547035,When Love Is Not Enough: The Lois Wilson Story,0,2010-04-25,0,96.0,en,When Love Is Not Enough: The Lois Wilson Story,5.2,6,/jlBlWguLtgywmi4FTpkrRQPyLIW.jpg,"[18, 10770]","['Drama', 'TV Movie']",['English'],[9027],['Hallmark Hall of Fame Productions'],['US']
883,180292,tt1644924,My Lai,0,2010-04-26,0,90.0,en,My Lai,8.1,4,,[],[],[],[],[],[]
884,36604,tt0479204,Perfect Life,0,2010-04-27,0,98.0,en,Perfect Life,4.3,5,,"[27, 53]","['Horror', 'Thriller']",[],[],[],[]
885,54731,tt1617299,Run Ricky Run,0,2010-04-27,0,53.0,en,Run Ricky Run,6.6,9,/bI2TPqrpiSGgsDFoiP6P2Tmq2Pf.jpg,[99],['Documentary'],[],[],[],[]
886,203897,,Face Behind the Clown,0,2010-04-27,0,15.0,en,Face Behind the Clown,6.0,1,,[],[],['English'],[],[],[]
887,34480,tt1073105,The Descent: Part 2,6000200,2009-10-14,7048886,94.0,en,The Descent: Part 2,5.9,601,/dOURlcw2MO0xys0Dl2NiAcUxlWA.jpg,"[12, 27, 53]","['Adventure', 'Horror', 'Thriller']",['English'],[3573],['Celador Films'],['']
888,37414,tt0954947,The Killer Inside Me,13000000,2010-02-19,0,109.0,en,The Killer Inside Me,5.9,360,/lBzdn1llN54FuxnogyMJA299yEJ.jpg,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']",['English'],"[163, 3572]","['Revolution Films', 'Indion Entertainment Group']","['GB', '']"
889,295682,tt1670375,Bright Falls,0,2010-04-27,0,7.0,en,Bright Falls,9.0,1,,"[9648, 53]","['Mystery', 'Thriller']",['English'],[12435],['Little Minx Films'],['']
890,40023,tt3368930,Core,0,2010-04-28,0,88.0,en,Core,5.4,4,,[99],['Documentary'],['English'],[42894],['SparkShop'],['']
891,45014,tt1282041,Anton Chekhov's The Duel,0,2010-04-28,0,95.0,en,Anton Chekhov's The Duel,7.1,7,,[18],['Drama'],"['English', 'Español']",[],[],[]
892,198959,tt1493296,Woman on Fire Looks for Water,0,2009-09-12,0,99.0,en,Woman on Fire Looks for Water,8.0,4,,[],[],"['普通话', '한국어/조선말', '广州话 / 廣州話']",[],[],[]
893,94628,tt1639080,Locked Away,0,2010-04-29,0,93.0,en,Locked Away,4.8,4,,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']",['English'],[5553],['Shadowlands Productions'],['']
894,38409,tt1395183,Erasing David,0,2009-01-01,0,0.0,en,Erasing David,5.7,7,/nreEOvIsUL1x3Mwfrl6TCqFvvXg.jpg,[99],['Documentary'],[],[],[],[]
895,5178,tt0808285,The Good Heart,3800000,2009-09-11,0,95.0,en,The Good Heart,6.2,37,/qGs06cDcZdZ0VELasGAVFc5MOSa.jpg,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']","['English', 'Italiano']","[155, 3307, 2813, 14757, 11371, 856, 11237, 14938]","['Nimbus Film', 'Ex Nihilo', 'Forensic Films', 'Nordisk Film ShortCut', 'Palomar Pictures', 'Wild Bunch', 'ZDF/Arte', 'Zik Zak Filmworks']","['DK', 'FR', '', 'DK', 'US', 'FR', 'DE', 'IS']"
896,38542,tt1379177,The Disappearance of Alice Creed,800000,2009-09-12,867714,100.0,en,The Disappearance of Alice Creed,6.5,332,/iJT7eXt09OffD4WBOvV7eGgL3Lt.jpg,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']",['English'],"[5705, 2268]","['CinemaNX', 'Isle of Man Film']","['', 'GB']"
897,23437,tt1179056,A Nightmare on Elm Street,35000000,2010-04-30,115664037,95.0,en,A Nightmare on Elm Street,5.5,1714,/nsmW28GcNabCUZfP5YtUEe8Li0f.jpg,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']",['English'],"[12, 2481]","['New Line Cinema', 'Platinum Dunes']","['US', 'US']"
898,345871,tt1416343,Texas Frightmare Massacre,0,2010-04-30,0,89.0,en,Texas Frightmare Massacre,10.0,1,/gC9YbxSAKdp2QXDFq0lDQafM4wl.jpg,"[27, 35]","['Horror', 'Comedy']",[],[],[],[]
899,25941,tt1289406,Harry Brown,7300000,2009-11-11,10329747,103.0,en,Harry Brown,6.8,592,/zthprdjuK7vN4ABBGQXo8RF7qYB.jpg,"[53, 80, 18, 28]","['Thriller', 'Crime', 'Drama', 'Action']",['English'],"[5374, 2395, 2452]","['Marv Films', 'HanWay Films', 'UK Film Council']","['GB', 'GB', 'GB']"
900,97117,tt1232830,Cole,0,2009-09-15,0,95.0,en,Cole,6.7,3,,"[18, 10749]","['Drama', 'Romance']",['English'],[],[],[]
901,330093,tt1712014,Bridge,0,2010-05-01,0,3.0,en,Bridge,6.0,1,/7NC6Sq9hM0b2fe4wnamyBCiEkf9.jpg,[],[],[],[],[],[]
902,44647,tt1258154,Rock Slyde,0,2010-05-01,0,86.0,en,Rock Slyde,6.0,14,/zynysYtWZrmEQdEmcAl6piZM4FS.jpg,[35],['Comedy'],['English'],[],[],[]
903,37950,tt1438254,Charlie St. Cloud,44000000,2010-05-01,48190704,99.0,en,Charlie St. Cloud,6.9,1631,/1BNEw9dZJA9bK3bSaAF3OFqDfjT.jpg,"[18, 10749]","['Drama', 'Romance']",['English'],"[2527, 33, 7295]","['Marc Platt Productions', 'Universal Pictures', 'Relativity Media']","['US', 'US', 'US']"
904,70448,tt1307858,All About Evil,0,2010-05-01,0,98.0,en,All About Evil,5.6,31,/l7UpV8hc0ZmiWFoHxbb5BG5jf5U.jpg,[27],['Horror'],['English'],[],[],[]
905,85566,tt1403987,Rage,0,2010-05-01,0,85.0,en,Rage,5.0,5,,"[18, 27, 878]","['Drama', 'Horror', 'Science Fiction']",[],[],[],[]
906,52942,,Don't Tread On Me,0,2010-05-01,0,89.0,en,Don't Tread On Me,6.5,1,,[99],['Documentary'],[],[],[],[]
907,291281,tt3384176,Jessica Sinclaire Presents: Confessions of a Lonely Wife,0,2010-05-01,0,,en,Jessica Sinclaire Presents: Confessions of a Lonely Wife,1.0,1,,[],[],[],[],[],[]
908,41360,tt1270291,Hunter Prey,425000,2010-05-01,0,90.0,en,Hunter Prey,5.6,59,/5kv2w3ZjXQx5MEMdn3cBfRuLAca.jpg,"[878, 53]","['Science Fiction', 'Thriller']",['English'],"[10806, 21593]","['NBV Productions', 'Montauk Films']","['', '']"
909,42554,tt1480649,Accused at 17,0,2009-12-05,0,90.0,en,Accused at 17,6.3,13,/mBs0WdXB1QZRjzEJtZS2D76CtQw.jpg,"[18, 53]","['Drama', 'Thriller']",['English'],[3431],['Lifetime'],['US']
910,129731,tt2170086,Thought of You,0,2010-05-01,0,3.0,en,Thought of You,7.0,7,,[],[],['English'],[],[],[]
911,81224,tt1504354,Breaking the Press,0,2010-05-01,0,95.0,en,Breaking the Press,4.3,3,/bm5jHJudnjc8sKFeaVMKzoPXIhs.jpg,"[18, 10751]","['Drama', 'Family']",['English'],[],[],[]
912,255400,tt2076189,Dov Davidoff: Filthy Operation,0,2010-05-01,0,60.0,en,Dov Davidoff: Filthy Operation,8.0,1,,[35],['Comedy'],['English'],[],[],[]
913,42171,tt1424003,The Infidel,0,2010-05-01,0,105.0,en,The Infidel,6.1,68,/LxwGYJQUFcxzIFOVT4pmxCVjia.jpg,"[35, 18]","['Comedy', 'Drama']",['English'],"[25953, 64890, 64891]","['The Salt Company International', 'Slingshot Productions', 'Ombadsman']","['', '', '']"
914,106186,,Night Parade,0,2010-05-02,0,3.0,en,Night Parade,4.3,2,,"[14, 16, 12]","['Fantasy', 'Animation', 'Adventure']",['No Language'],[],[],[]
915,190776,tt8137362,Blood of Havana,0,2010-05-02,0,3.0,en,Blood of Havana,5.2,6,,"[99, 35]","['Documentary', 'Comedy']",['English'],[],[],[]
916,145645,tt1502948,The Man Who Collected Food,500000,2010-05-02,0,79.0,en,The Man Who Collected Food,8.0,1,,"[35, 27]","['Comedy', 'Horror']",['English'],[],[],[]
917,295069,tt1580427,Saturday Night,0,2010-05-02,0,90.0,en,Saturday Night,8.2,15,/5oW5EQxuCNUGP1pukv35mevDfXG.jpg,"[35, 99]","['Comedy', 'Documentary']",['English'],[],[],[]
918,37496,tt1696187,Street Fighter: Legacy,0,2010-05-02,0,3.0,en,Street Fighter: Legacy,6.9,8,/xuY9hDbaqGaIjubD9T0gxbaG2P2.jpg,[28],['Action'],"['English', '日本語']","[7220, 23526]","['CAPCOM', 'Streetlight Films']","['JP', '']"
919,264399,tt1882055,Crater Face,0,2010-05-02,0,5.0,en,Crater Face,8.0,1,,"[878, 10749, 16, 28]","['Science Fiction', 'Romance', 'Animation', 'Action']",[],[],[],[]
920,206749,tt0994917,Adventure Scouts,0,2010-05-02,0,83.0,en,Adventure Scouts,6.5,2,/kVXy03rGP1mdlz4Y8nFS6UG1Fbu.jpg,"[35, 28, 12]","['Comedy', 'Action', 'Adventure']",[],[],[],[]
921,52271,tt1381406,Freestyle,0,2010-05-03,0,90.0,en,Freestyle,4.3,6,/rLiZeQsRQyXf3YrTpuCdDuzCdFO.jpg,"[18, 10749]","['Drama', 'Romance']",[],[],[],[]
922,251124,tt1754022,Klown Kamp Massacre,0,2010-05-03,0,84.0,en,Klown Kamp Massacre,5.5,4,,[27],['Horror'],['English'],[52454],"[""I Can't Believe It's Not Hollywood! Entertainment""]",['']
923,260169,tt1647363,Heartless: The Story of the Tin Man,0,2010-05-03,0,22.0,en,Heartless: The Story of the Tin Man,7.4,5,,[],[],['English'],[7107],['Whitestone Motion Pictures'],['']
924,63348,tt1663680,The Encounter,0,2010-05-03,0,85.0,en,The Encounter,6.0,32,/zYvV9lWYLLJvFby7VR8GJQg4qG6.jpg,"[18, 10751]","['Drama', 'Family']",['English'],[],[],[]
925,76100,tt1860190,Carole King & James Taylor: Live at the Troubadour,0,2010-05-04,0,75.0,en,Carole King & James Taylor: Live at the Troubadour,7.5,2,/d5UqELxRiySjeqj5AdGmvcIAy0X.jpg,[10402],['Music'],[],[],[],[]
926,54737,tt1617301,The 16th Man,0,2010-05-04,0,53.0,en,The 16th Man,6.6,8,/hQPwbCjWEDuzf7PCQwnaHDbJroT.jpg,[99],['Documentary'],[],[],[],[]
927,28238,tt1449175,Hamlet,0,2009-12-26,0,185.0,en,Hamlet,7.8,46,/ykluFIkzQocbsZO1F4au8HV8naQ.jpg,[18],['Drama'],['English'],"[11376, 67756, 4762]","['NHK Enterprises', 'Illuminations', 'BBC Wales']","['JP', 'GB', 'GB']"
928,37932,tt1381767,Flicka 2,0,2010-05-04,0,96.0,en,Flicka 2,6.5,68,/9fon68TdGTlcgVmHe0arPLnEvc6.jpg,"[12, 18]","['Adventure', 'Drama']",['English'],[25],['20th Century Fox'],['US']
929,58608,tt1639407,One Night Only at The Village Vanguard,0,2010-05-04,0,90.0,en,One Night Only at The Village Vanguard,5.3,2,/7EYdSW8kjc8zfGKLbnJeXg7Sdur.jpg,[10402],['Music'],['English'],[108128],['The Jack My Dog Corporation'],['US']
930,37757,tt1510985,Never Sleep Again: The Elm Street Legacy,0,2010-05-04,0,240.0,en,Never Sleep Again: The Elm Street Legacy,8.1,79,/5LWLSvhlWicT6bSouwEyL0xoj26.jpg,[99],['Documentary'],['English'],[],[],[]
931,40240,tt1431133,Perfect Combination,0,2010-05-04,0,92.0,en,Perfect Combination,10.0,1,,"[35, 10749]","['Comedy', 'Romance']",['English'],[120065],['Tri Destined Independent'],['']
932,39050,tt1616512,Meadowoods,0,2010-05-04,0,88.0,en,Meadowoods,4.9,7,/w2L687NizcJEItaof0upQgMrg51.jpg,"[27, 53]","['Horror', 'Thriller']",[],[78578],['Monterey Media'],['US']
933,83756,tt1922562,Broad Street Bullies,0,2010-05-04,0,58.0,en,Broad Street Bullies,4.9,4,/h8R0PzbpDiadYuYKTCfOARHFAdg.jpg,"[99, 10770]","['Documentary', 'TV Movie']",['English'],[6751],['HBO Sports'],['']
934,37160,tt1041778,Let the Game Begin,0,2010-05-05,0,111.0,en,Let the Game Begin,4.8,4,,"[35, 10749]","['Comedy', 'Romance']",[],"[21364, 23714, 15655]","['Blue Marlin Productions', 'Twisted Light Productions', 'Paradox Pictures']","['', 'US', 'US']"
935,170967,tt1653696,The House of Suh,0,2010-05-05,0,90.0,en,The House of Suh,7.0,2,,"[80, 99]","['Crime', 'Documentary']",['English'],"[75341, 75342]","['Dizzy Giant', 'Grayscale Films']","['', '']"
936,37234,tt1393020,Sex & Drugs & Rock & Roll,2000000,2010-01-08,0,115.0,en,Sex & Drugs & Rock & Roll,6.6,27,/yWnSTPFtl66kmo8yQLDnIPLv73Z.jpg,[18],['Drama'],['English'],"[2422, 2452]","['Prescience Film Fund', 'UK Film Council']","['', 'GB']"
937,46584,tt1295072,The Trotsky,6400000,2010-05-05,0,120.0,en,The Trotsky,6.5,56,/dSZRDk2xpVdf0BHVqKnSeVUIxLH.jpg,[35],['Comedy'],"['עִבְרִית', 'Français', 'Pусский', 'English', 'Deutsch']",[807],['The Harold Greenberg Fund'],['']
938,70110,tt1518861,Turbulent Skies,82,2010-05-05,0,82.0,en,Turbulent Skies,3.8,22,/zDH4Kt4KqS9MFXZaq8Ciqssmaq2.jpg,"[18, 28, 53]","['Drama', 'Action', 'Thriller']","['English', 'Deutsch']",[7507],['DRO Entertainment'],['']
939,71102,tt1349651,Vampegeddon,0,2010-05-05,0,75.0,en,Vampegeddon,1.8,4,,[27],['Horror'],[],[],[],[]
940,73197,tt1754589,The Anniversary at Shallow Creek,0,2011-04-05,0,90.0,en,The Anniversary at Shallow Creek,5.7,3,/7l4BK86dWsHUE7ESf1yDSGKPo6T.jpg,"[27, 28, 53]","['Horror', 'Action', 'Thriller']",[],[],[],[]
941,339993,tt1426389,War Machine,0,2010-05-06,0,87.0,en,War Machine,1.0,1,,"[12, 28]","['Adventure', 'Action']",[],[36786],['iDiC Entertainment'],['']
942,164681,tt1743248,The Manifesto: The Globalist Agenda and You,0,2010-05-06,0,101.0,en,The Manifesto: The Globalist Agenda and You,1.0,1,,"[53, 80]","['Thriller', 'Crime']",['English'],[],[],[]
943,379245,,Love. Bacardi. Boston.,0,2010-05-06,0,31.0,en,Love. Bacardi. Boston.,9.8,2,/44Ochm3ehx8AIy4ZHIrhZ18E7Fn.jpg,[18],['Drama'],[],[],[],[]
944,428478,tt1578831,Unrequited Love,0,2010-05-06,0,4.0,en,Unrequited Love,6.0,1,,"[14, 18]","['Fantasy', 'Drama']",[],[],[],[]
945,108369,tt1669790,Housewives from Another World,0,2010-05-06,0,0.0,en,Housewives from Another World,6.1,8,,"[35, 878]","['Comedy', 'Science Fiction']",['English'],[4681],['Retromedia Entertainment'],['US']
946,43945,,Scooter - Live In Hamburg,0,2010-05-07,0,105.0,en,Scooter - Live In Hamburg,5.8,3,/1eQSCi0zZzoWgWKms2mNrXPbQKB.jpg,[10402],['Music'],['English'],[],[],[]
947,39042,tt0984210,Multiple Sarcasms,0,2010-05-07,0,97.0,en,Multiple Sarcasms,6.5,5,/wcRurhx052RPItkOGbS1KqXdujS.jpg,"[18, 10749]","['Drama', 'Romance']","['English', 'Magyar']",[52577],['Multiple Avenue Releasing'],['']
948,37668,tt1662534,Mega Man,0,2010-05-07,0,93.0,en,Mega Man,5.0,6,/u4C5JZNNJHVXbMfu6EfLU3nBLZT.jpg,"[28, 18, 878]","['Action', 'Drama', 'Science Fiction']",['English'],[],[],[]
949,10138,tt1228705,Iron Man 2,200000000,2010-04-28,623933331,124.0,en,Iron Man 2,6.8,14446,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']","['English', 'Pусский', 'Français']","[420, 4]","['Marvel Studios', 'Paramount']","['US', 'US']"
950,120126,tt1399114,The Vinyl Frontier,0,2010-05-08,0,82.0,en,The Vinyl Frontier,5.8,2,,[99],['Documentary'],['English'],[],[],[]
951,192319,tt1791587,Revolution of Everyday Life,0,2010-05-08,0,76.0,en,Revolution of Everyday Life,3.0,1,,[],[],['English'],[],[],[]
952,52635,tt1579306,A Soldier's Love Story,0,2010-05-08,0,88.0,en,Meet my Mom,6.3,12,/d1wYIvdBePWQfmIZFwx2rRAtwXR.jpg,"[10749, 10770]","['Romance', 'TV Movie']",['English'],"[3282, 92382, 4056]","['Larry Levinson Productions', 'LG Films', 'Hallmark Entertainment']","['US', '', 'US']"
953,44999,tt1540814,Casino Jack and the United States of Money,0,2010-05-09,0,118.0,en,Casino Jack and the United States of Money,7.3,24,/kSarQiNOJjz2B5oksAjq4CdaEYr.jpg,[99],['Documentary'],['English'],"[1030, 2740, 6735]","['Magnolia Pictures', 'Jigsaw Productions', 'Participant Media']","['US', 'US', 'US']"
954,52918,tt1522857,The Oath,0,2010-05-09,0,90.0,en,The Oath,7.6,17,/tBe3AFoj2usO9mSHNNTpp1t33aR.jpg,[99],['Documentary'],['العربية'],[],[],[]
955,43263,tt1315216,Jesse Stone: No Remorse,0,2010-05-09,0,87.0,en,Jesse Stone: No Remorse,6.9,38,/qHSDaOMh8cRVbyXxh5TSZpm7hzv.jpg,"[18, 53, 80, 9648]","['Drama', 'Thriller', 'Crime', 'Mystery']","['Français', 'English']","[11073, 3025, 12014]","['Sony Pictures Television', 'Brandman Productions', 'TWS Productions II']","['US', '', '']"
956,101576,tt1660362,Gravity was everywhere back then,0,2010-05-10,0,75.0,en,Gravity was everywhere back then,5.0,1,,[878],['Science Fiction'],[],[],[],[]
957,46665,tt1232838,Triple Dog,0,2010-05-10,0,92.0,en,Triple Dog,5.9,75,/cOJJJhC7S6bwzA8Lwq9GAVcte9x.jpg,"[18, 53]","['Drama', 'Thriller']",['English'],[],[],[]
958,211429,tt1588475,Shuffle,0,2010-05-10,0,17.0,en,Shuffle,7.0,1,,"[18, 53]","['Drama', 'Thriller']",[],[],[],[]
959,49847,tt1535617,The Possession of David O'Reilly,0,2010-01-01,0,87.0,en,The Possession of David O'Reilly,4.9,16,,"[27, 53]","['Horror', 'Thriller']",['English'],[11605],['Authentic Films'],['']
