tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year
tt1817771,Freaks of Nature,Freaks of Nature,2015,92.0,"Comedy,Horror,Sci-Fi",5.9,9670,83,2015-10-30,Freaks of Nature,33000000,70958,70958,2015
tt1821549,Nebraska,Nebraska,2013,115.0,"Adventure,Comedy,Drama",7.7,105304,91,2013-11-15,Nebraska,12000000,17654912,24761360,2013
tt1821658,The Nut Job,The Nut Job,2014,85.0,"Adventure,Animation,Comedy",5.7,24587,72,2014-01-17,The Nut Job,30000000,64251538,122529966,2014
tt1821694,RED 2,RED 2,2013,116.0,"Action,Comedy,Crime",6.6,148846,28,2013-07-19,RED 2,84000000,53262560,141507355,2013
tt1822311,Sparrows Dance,Sparrows Dance,2012,81.0,"Comedy,Drama,Romance",6.8,550,49,2013-08-23,Sparrows Dance,175000,2602,2602,2013
tt1822382,Reagan,Reagan,2011,105.0,"Biography,Documentary",7.4,732,30,2019-12-31,Reagan,25000000,0,0,2019
tt1823664,Annie,Annie,2014,118.0,"Comedy,Drama,Family",5.3,31241,89,2014-12-19,Annie,65000000,85911262,139829625,2014
tt1823672,Chappie,Chappie,2015,120.0,"Action,Crime,Drama",6.8,213733,11,2015-03-06,Chappie,49000000,31569268,105002056,2015
tt1825683,Black Panther,Black Panther,2018,134.0,"Action,Adventure,Sci-Fi",7.3,516148,42,2018-02-16,Black Panther,200000000,700059566,1348258224,2018
tt1826590,About Last Night,About Last Night,2014,100.0,"Comedy,Romance",6.1,21078,58,2014-02-14,About Last Night,13000000,48637684,50445860,2014
tt1826727,Life of the Party,Life of the Party,2017,84.0,"Comedy,Drama",7.6,47,88,2018-05-11,Life of the Party,30000000,53059911,65759911,2018
tt5619332,Life of the Party,Life of the Party,2018,105.0,Comedy,5.5,25756,88,2018-05-11,Life of the Party,30000000,53059911,65759911,2018
tt1827354,Airborne,Airborne,2012,81.0,"Comedy,Crime,Horror",3.9,2248,85,2012-09-14,Airborne,1200000,0,0,2012
tt1828325,The Gambler,The Gambler,2015,105.0,Drama,7.0,10,25,2014-12-10,The Gambler,25000000,33680992,38718031,2014
tt2039393,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller",6.0,59995,25,2014-12-10,The Gambler,25000000,33680992,38718031,2014
tt2843832,The Gambler,The Gambler,2013,52.0,Documentary,7.6,14,25,2014-12-10,The Gambler,25000000,33680992,38718031,2014
tt9447594,The Gambler,The Gambler,2019,121.0,"Action,Sci-Fi,Thriller",6.1,10,25,2014-12-10,The Gambler,25000000,33680992,38718031,2014
tt1832382,A Separation,Jodaeiye Nader az Simin,2011,123.0,"Drama,Thriller",8.3,197684,59,2011-12-30,Jodaeiye Nader az Simin,800000,7098492,24426169,2011
tt1832471,Space Pirate Captain Harlock,Space Pirate Captain Harlock,2010,100.0,"Animation,Sci-Fi",7.1,324,11,2013-12-31,Space Pirate Captain Harlock,30000000,0,310985,2013
tt1836212,All Superheroes Must Die,All Superheroes Must Die,2011,78.0,"Sci-Fi,Thriller",4.0,1977,56,2013-01-04,All Superheroes Must Die,20000,0,0,2013
tt1837636,Queen of the Desert,Queen of the Desert,2015,128.0,"Adventure,Biography,Drama",5.7,8529,22,2017-04-14,Queen of the Desert,36000000,0,1578543,2017
tt1837703,The Fifth Estate,The Fifth Estate,2013,128.0,"Biography,Drama,Thriller",6.2,36392,50,2013-10-18,The Fifth Estate,26000000,3254172,6154172,2013
tt1838722,Truth or Die,Truth or Dare,2012,96.0,"Horror,Mystery",5.6,8123,91,2018-04-13,Truth or Dare,3500000,41411015,95127344,2018
tt2125681,Truth or Dare,Truth or Dare,2013,85.0,"Horror,Romance,Thriller",6.0,14,91,2018-04-13,Truth or Dare,3500000,41411015,95127344,2018
tt2762738,Truth or Dare,Truth or Dare,2013,84.0,"Horror,Thriller",4.8,554,91,2018-04-13,Truth or Dare,3500000,41411015,95127344,2018
tt6772950,Truth or Dare,Truth or Dare,2018,100.0,"Horror,Thriller",5.2,33621,91,2018-04-13,Truth or Dare,3500000,41411015,95127344,2018
tt1839425,True Bromance,True Bromance,2011,96.0,Comedy,5.9,39,97,2011-12-31,True Bromance,2000000,0,0,2011
tt1839642,The Face of Love,The Face of Love,2013,92.0,"Drama,Mystery,Romance",6.2,4710,29,2014-03-07,The Face of Love,4000000,385069,1158877,2014
tt1840309,Divergent,Divergent,2014,139.0,"Action,Adventure,Mystery",6.7,399703,95,2014-03-21,Divergent,85000000,150947895,276014965,2014
tt1840417,The Words,The Words,2012,102.0,"Drama,Mystery,Romance",7.1,70308,46,2012-09-07,The Words,6000000,11494838,16369708,2012
tt1841642,Demonic,Demonic,2015,83.0,"Horror,Thriller",5.3,12025,56,2017-10-10,Demonic,3000000,0,4668109,2017
tt8816388,Demonic,Demonic,2018,28.0,Documentary,5.7,7,56,2017-10-10,Demonic,3000000,0,4668109,2017
tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,136.0,"Action,Adventure,Sci-Fi",7.8,666252,16,2014-04-04,Captain America: The Winter Soldier,170000000,259746958,714401889,2014
tt1844203,Inescapable,Inescapable,2012,93.0,"Action,Drama,Mystery",5.2,2410,53,2013-02-22,Inescapable,4000000,4327,4327,2013
tt1848832,Crawl,Crawl,2011,80.0,"Crime,Thriller",4.7,1095,16,2019-07-12,Crawl,17000000,0,0,2019
tt2181875,Crawl,Crawl,2012,95.0,Drama,6.0,43,16,2019-07-12,Crawl,17000000,0,0,2019
tt1848834,Crossroads,Crossroads,2015,87.0,"Action,Crime,Drama",7.8,8,86,2015-06-23,Crossroads,500000,0,0,2015
tt1850457,Sisters,Sisters,2015,118.0,Comedy,6.0,58994,57,2015-12-18,Sisters,30000000,87044645,106030660,2015
tt1852001,Elza,Le bonheur d'Elza,2011,78.0,Drama,6.8,40,46,2015-05-05,Le bonheur d'Elza,900000,0,0,2015
tt1853728,Django Unchained,Django Unchained,2012,165.0,"Drama,Western",8.4,1211405,69,2012-12-25,Django Unchained,100000000,162805434,449948323,2012
tt1853739,You're Next,You're Next,2011,95.0,"Action,Comedy,Horror",6.6,79451,17,2013-08-23,You're Next,1000000,18494006,26887177,2013
tt1854564,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013,106.0,"Adventure,Family,Fantasy",5.8,102313,64,2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,2013
tt1854582,No Vacancy,The Helpers,2012,81.0,Horror,4.3,1762,63,2012-12-31,The Helpers,4000000,0,0,2012
tt1855199,End of Watch,End of Watch,2012,109.0,"Action,Crime,Drama",7.6,211308,29,2012-09-21,End of Watch,15000000,41003371,57586606,2012
tt1855325,Resident Evil: Retribution,Resident Evil: Retribution,2012,95.0,"Action,Horror,Sci-Fi",5.4,125191,4,2012-09-14,Resident Evil: Retribution,65000000,42345531,240647629,2012
tt1855401,Tim and Eric's Billion Dollar Movie,Tim and Eric's Billion Dollar Movie,2012,93.0,Comedy,5.4,9004,44,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000,201436,223652,2012
tt1856101,Blade Runner 2049,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241,80,2017-10-06,Blade Runner 2049,185000000,92054159,259357408,2017
tt1859650,To Rome with Love,To Rome with Love,2012,112.0,"Comedy,Music,Romance",6.3,79381,58,2012-06-22,To Rome with Love,21500000,16684352,74326015,2012
tt1860213,Dirty Grandpa,Dirty Grandpa,2016,102.0,Comedy,5.9,101393,62,2016-01-22,Dirty Grandpa,11500000,35593113,105078449,2016
tt1860353,Turbo,Turbo,2013,96.0,"Adventure,Animation,Comedy",6.4,74639,31,2013-07-17,Turbo,135000000,83028130,286896578,2013
tt1860357,Deepwater Horizon,Deepwater Horizon,2016,107.0,"Action,Drama,History",7.1,133303,47,2016-09-30,Deepwater Horizon,156000000,61433527,122603824,2016
tt1861343,Hayride,Hayride,2012,93.0,"Crime,Drama,Horror",3.4,622,13,2012-12-31,Hayride,60000,0,0,2012
tt1862079,Safety Not Guaranteed,Safety Not Guaranteed,2012,86.0,"Comedy,Drama,Romance",7.0,111907,77,2012-06-08,Safety Not Guaranteed,750000,4010957,4422318,2012
tt1865346,Detention of the Dead,Detention of the Dead,2012,87.0,"Action,Adventure,Comedy",4.6,2414,66,2013-06-28,Detention of the Dead,500000,1778,1778,2013
tt1866249,The Sessions,The Sessions,2012,95.0,"Biography,Comedy,Drama",7.2,39731,33,2012-10-19,The Sessions,1000000,6002451,11495204,2012
tt1867035,Race,Race,2011,150.0,Drama,3.9,73,90,2016-02-19,Race,5000000,19115191,23745772,2016
tt3499096,Race,Race,2016,134.0,"Biography,Drama,Sport",7.1,30777,90,2016-02-19,Race,5000000,19115191,23745772,2016
tt1869425,Filly Brown,Filly Brown,2012,80.0,"Drama,Music",5.7,1003,52,2013-04-19,Filly Brown,1250000,2850357,2940411,2013
tt1869538,Life,Life,2010,75.0,Documentary,7.8,5,66,2017-03-24,Life,58000000,30234022,100929666,2017
tt2948840,Life,Life,2015,111.0,"Biography,Drama",6.1,6604,66,2017-03-24,Life,58000000,30234022,100929666,2017
tt5442430,Life,Life,2017,104.0,"Horror,Sci-Fi,Thriller",6.6,182840,66,2017-03-24,Life,58000000,30234022,100929666,2017
tt1869716,The East,The East,2013,116.0,"Adventure,Drama,Thriller",6.8,46804,99,2013-05-31,The East,6500000,2274649,3027956,2013
tt1870529,Won't Back Down,Won't Back Down,2012,121.0,Drama,6.4,5915,49,2012-09-28,Won't Back Down,19000000,5310554,5745503,2012
tt3779570,Won't Back Down,Won't Back Down,2014,114.0,Sport,7.9,77,49,2012-09-28,Won't Back Down,19000000,5310554,5745503,2012
tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,142.0,"Action,Adventure,Sci-Fi",6.6,388363,56,2014-05-02,The Amazing Spider-Man 2,200000000,202853933,708996336,2014
tt1872194,The Judge,The Judge,2014,141.0,"Crime,Drama",7.4,162952,41,2014-10-10,The Judge,50000000,47119388,76119388,2014
tt6246092,The Judge,The Judge,2017,76.0,Documentary,7.3,84,41,2014-10-10,The Judge,50000000,47119388,76119388,2014
tt1874789,Supporting Characters,Supporting Characters,2012,87.0,Comedy,6.4,821,11,2013-01-25,Supporting Characters,60000,4917,4917,2013
tt1876451,Sparkle,Sparkle,2012,116.0,"Drama,Music",5.7,5643,96,2012-08-17,Sparkle,10000000,24397469,24660323,2012
tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",8.0,620079,55,2014-05-23,X-Men: Days of Future Past,200000000,233921534,747862775,2014
tt1878841,The Darkness,The Darkness,2016,92.0,"Horror,Thriller",4.4,12435,98,2016-05-13,The Darkness,4000000,10753574,10898293,2016
tt1878870,The Edge of Seventeen,The Edge of Seventeen,2016,104.0,"Comedy,Drama",7.3,87602,86,2016-11-18,The Edge of Seventeen,9000000,14431633,19096003,2016
tt1880418,Newlyweds,Newlyweds,2011,95.0,"Comedy,Drama",6.4,1436,73,2012-01-13,Newlyweds,9000,4584,4584,2012
tt1881002,Maggie,Maggie,2015,95.0,"Drama,Horror",5.6,38671,47,2015-05-08,Maggie,4500000,187112,1027760,2015
tt9000062,Maggie,Maggie,2018,88.0,Drama,6.4,16,47,2015-05-08,Maggie,4500000,187112,1027760,2015
tt1883370,The Looking Glass,The Looking Glass,2011,80.0,Fantasy,5.5,36,58,2015-10-23,The Looking Glass,300000,1711,1711,2015
tt2912776,The Looking Glass,The Looking Glass,2015,110.0,"Drama,Music",5.8,156,58,2015-10-23,The Looking Glass,300000,1711,1711,2015
tt1884318,Girls Gone Dead,Girls Gone Dead,2012,104.0,"Comedy,Horror",3.5,2230,74,2012-07-17,Girls Gone Dead,500000,0,0,2012
tt1895587,Spotlight,Spotlight,2015,129.0,"Crime,Drama",8.1,365110,34,2015-11-06,Spotlight,20000000,45055776,92088460,2015
tt7785302,Spotlight,Spotlight,2015,99.0,Drama,8.0,12,34,2015-11-06,Spotlight,20000000,45055776,92088460,2015
tt1899353,The Raid: Redemption,Serbuan maut,2011,101.0,"Action,Thriller",7.6,175968,96,2012-03-23,Serbuan maut,1100000,4105123,9297407,2012
tt1904996,Parker,Parker,2013,118.0,"Action,Crime,Thriller",6.2,105529,18,2013-01-25,Parker,35000000,17616641,48543388,2013
tt1907639,Hardflip,Hardflip,2012,112.0,"Action,Drama",5.6,673,81,2012-06-01,Hardflip,1000000,96734,96734,2012
tt1907668,Flight,Flight,2012,138.0,"Drama,Thriller",7.3,303009,23,2012-11-02,Flight,31000000,93772375,160558438,2012
tt1911600,Miss Bala,Miss Bala,2011,113.0,"Crime,Drama,Thriller",6.5,8092,81,2019-02-01,Miss Bala,15000000,14998027,15362298,2019
tt5941692,Miss Bala,Miss Bala,2019,104.0,"Action,Crime,Drama",5.5,3738,81,2019-02-01,Miss Bala,15000000,14998027,15362298,2019
tt1911644,The Call,The Call,2013,94.0,"Crime,Drama,Horror",6.7,103780,14,2013-03-15,The Call,12800000,51872378,69821476,2013
tt4741754,The Call,The Call,2014,109.0,Thriller,6.6,5,14,2013-03-15,The Call,12800000,51872378,69821476,2013
tt1911658,Penguins of Madagascar,Penguins of Madagascar,2014,92.0,"Adventure,Animation,Comedy",6.7,72551,37,2014-11-26,Penguins of Madagascar,132000000,83350911,366942531,2014
tt1915581,Magic Mike,Magic Mike,2012,110.0,"Comedy,Drama",6.1,123955,88,2012-06-29,Magic Mike,7000000,113721571,170549753,2012
tt1920849,Bachelorette,Bachelorette,2012,87.0,"Comedy,Romance",5.3,43131,35,2012-09-07,Bachelorette,3000000,446770,12577401,2012
tt1921064,Pompeii,Pompeii,2014,105.0,"Action,Adventure,Drama",5.5,100467,97,2014-02-21,Pompeii,80000000,23169033,108469033,2014
tt1921149,Trash,Trash,2014,114.0,"Adventure,Crime,Drama",7.2,18690,46,2015-10-09,Trash,12000000,17484,6553186,2015
tt1922612,Glee: The 3D Concert Movie,Glee: The 3D Concert Movie,2011,84.0,"Documentary,Music",5.4,5449,90,2011-08-12,Glee: The 3D Concert Movie,9000000,11862398,17462398,2011
tt1922679,Open Road,Open Road,2013,85.0,"Action,Drama,Thriller",5.5,1619,59,2013-05-21,Open Road,3000000,0,47469,2013
tt1922685,Phantom,Phantom,2013,98.0,"Drama,History,Thriller",5.9,12786,43,2013-03-01,Phantom,18000000,1034589,1199510,2013
tt3088580,Phantom,Phantom,2013,76.0,Drama,7.7,1165,43,2013-03-01,Phantom,18000000,1034589,1199510,2013
tt3469244,Phantom,Phantom,2015,136.0,"Action,Drama,Thriller",5.8,7739,43,2013-03-01,Phantom,18000000,1034589,1199510,2013
tt7598276,Phantom,Phantom,2018,106.0,"Crime,Horror,Thriller",8.2,37,43,2013-03-01,Phantom,18000000,1034589,1199510,2013
tt1922777,Sinister,Sinister,2012,110.0,"Horror,Mystery,Thriller",6.8,198345,69,2012-10-12,Sinister,3000000,48086903,87727807,2012
tt1930294,Black Rock,Black Rock,2012,83.0,"Horror,Thriller",4.8,7596,13,2013-05-14,Black Rock,1000000,0,0,2013
tt1931435,The Big Wedding,The Big Wedding,2013,89.0,"Comedy,Drama,Romance",5.6,44221,87,2013-04-26,The Big Wedding,32500000,21819348,48425971,2013
tt1931533,Seven Psychopaths,Seven Psychopaths,2012,110.0,"Comedy,Crime",7.2,223493,36,2012-10-12,Seven Psychopaths,13500000,15024049,33035736,2012
tt1934172,Heroes of Dirt,Heroes of Dirt,2015,98.0,"Action,Drama,Sport",6.7,81,50,2015-09-04,Heroes of Dirt,175000,0,0,2015
tt1935179,Mud,Mud,2012,130.0,Drama,7.4,156786,98,2013-04-26,Mud,10000000,21590086,31556959,2013
tt1935902,The Brass Teapot,The Brass Teapot,2012,101.0,"Comedy,Fantasy,Thriller",6.4,13746,44,2013-04-05,The Brass Teapot,900000,6997,413733,2013
tt1939659,Carrie,Carrie,2013,100.0,"Drama,Horror",5.9,125424,26,2013-10-18,Carrie,30000000,35266619,82409520,2013
tt1942884,Indie Game: The Movie,Indie Game: The Movie,2012,103.0,"Documentary,Drama",7.7,19538,92,2012-05-18,Indie Game: The Movie,100000,0,0,2012
tt1943014,The Wicked Within,The Wicked Within,2015,84.0,Horror,4.5,1123,88,2013-12-31,The Wicked Within,1200000,0,0,2013
tt1943765,Morgan,Morgan,2012,89.0,"Drama,Romance",6.8,1232,5,2016-09-02,Morgan,8000000,3915251,7298786,2016
tt4520364,Morgan,Morgan,2016,92.0,"Action,Horror,Sci-Fi",5.8,35487,5,2016-09-02,Morgan,8000000,3915251,7298786,2016
tt1945037,Begin Again,Begin Again,2013,68.0,"Drama,Family",7.0,57,91,2014-06-27,Begin Again,8000000,16170632,68838736,2014
tt1980929,Begin Again,Begin Again,2013,104.0,"Comedy,Drama,Music",7.4,129884,91,2014-06-27,Begin Again,8000000,16170632,68838736,2014
tt1945044,Exeter,Exeter,2015,91.0,"Horror,Mystery,Thriller",4.5,5156,49,2015-09-01,Exeter,25000,0,489792,2015
tt1946381,Red Sky,Red Sky,2014,100.0,"Action,Thriller",4.1,1337,27,2015-03-10,Red Sky,25000000,0,91116,2015
tt3396636,Red Sky,Red Sky,2013,56.0,Thriller,4.9,17,27,2015-03-10,Red Sky,25000000,0,91116,2015
tt1946502,UglyDolls,UglyDolls,2019,87.0,"Adventure,Animation,Comedy",4.5,1176,6,2019-05-03,UglyDolls,45000000,19894664,24644664,2019
tt1950135,Drunk Wedding,Drunk Wedding,2015,81.0,Comedy,4.6,729,15,2015-05-22,Drunk Wedding,600000,3301,3301,2015
tt1951181,The Immigrant,The Immigrant,2013,120.0,"Drama,Romance",6.6,26618,72,2014-05-16,The Immigrant,16000000,2013456,7585011,2014
tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455,38,2013-11-22,The Hunger Games: Catching Fire,130000000,424668047,864868047,2013
tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,2014,123.0,"Action,Adventure,Sci-Fi",6.6,379050,62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,2014
tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",6.6,252384,39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,2015
tt1956620,Sex Tape,Sex Tape,2014,94.0,"Comedy,Romance",5.1,100520,54,2014-07-18,Sex Tape,40000000,38543473,126069509,2014
tt1958007,Roadside,Roadside,2013,90.0,"Drama,Horror,Mystery",3.8,361,79,2015-04-14,Roadside,500000,0,0,2015
tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",5.8,229326,51,2014-03-28,Noah,130000000,101200044,352831065,2014
tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",6.5,12,51,2014-03-28,Noah,130000000,101200044,352831065,2014
tt1961175,American Assassin,American Assassin,2017,112.0,"Action,Thriller",6.2,57793,28,2017-09-15,American Assassin,63000000,36249674,68310140,2017
tt1961562,The House,The House,2011,109.0,"Drama,Mystery,Thriller",4.6,50,86,2017-06-30,The House,40000000,25584504,31192425,2017
tt4481514,The House,The House,2017,88.0,"Comedy,Crime",5.6,33365,86,2017-06-30,The House,40000000,25584504,31192425,2017
tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",6.4,161343,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,2015
tt7728220,Tomorrowland,Tomorrowland,2017,70.0,Documentary,6.3,7,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,2015
tt1966359,Father Figures,Father Figures,2017,113.0,"Adventure,Comedy,Drama",5.5,14373,56,2017-12-22,Father Figures,25000000,17501244,21038441,2017
tt2925960,Father Figures,Father Figures,2013,58.0,Documentary,6.8,102,56,2017-12-22,Father Figures,25000000,17501244,21038441,2017
tt1967545,Labor Day,Labor Day,2013,111.0,"Drama,Romance",6.9,39242,19,2014-01-31,Labor Day,18000000,13371528,14189810,2014
tt1967669,Tag,Tag,2015,91.0,Drama,4.6,158,50,2018-06-15,Tag,28000000,54730625,77026186,2018
tt2854926,Tag,Tag,2018,100.0,Comedy,6.5,85186,50,2018-06-15,Tag,28000000,54730625,77026186,2018
tt1971352,Compliance,Compliance,2012,90.0,"Biography,Crime,Drama",6.4,28703,68,2012-08-17,Compliance,270000,319285,830700,2012
tt1972571,A Most Wanted Man,A Most Wanted Man,2014,122.0,"Crime,Drama,Thriller",6.8,67914,76,2014-07-25,A Most Wanted Man,15000000,17237855,36068890,2014
tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",6.8,169054,11,2017-05-12,King Arthur: Legend of the Sword,175000000,39175066,139630336,2017
tt1972779,The Best of Me,The Best of Me,2014,118.0,"Drama,Romance",6.7,59750,42,2014-10-17,The Best of Me,26000000,26766213,41059418,2014
tt1974419,The Neon Demon,The Neon Demon,2016,117.0,"Horror,Thriller",6.2,72359,68,2016-06-24,The Neon Demon,7500000,1333124,3559803,2016
tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi",6.0,47492,24,2015-11-25,Victor Frankenstein,40000000,5775076,31124367,2015
tt1976608,Sholem Aleichem: Laughing in the Darkness,Sholem Aleichem: Laughing in the Darkness,2011,93.0,Documentary,6.8,157,39,2011-07-08,Sholem Aleichem: Laughing in the Darkness,500000,1131261,1131261,2011
tt1979320,Rush,Rush,2013,123.0,"Action,Biography,Drama",8.1,393437,71,2013-09-20,Rush,38000000,26947624,98230839,2013
tt1987632,Rush,Rush,2011,87.0,"Comedy,Romance",7.9,8,71,2013-09-20,Rush,38000000,26947624,98230839,2013
tt2256514,Rush,Rush,2012,110.0,"Crime,Thriller",3.8,780,71,2013-09-20,Rush,38000000,26947624,98230839,2013
tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",6.7,91465,73,2015-11-25,The Good Dinosaur,187500000,123087120,333771037,2015
tt1980209,Pain & Gain,Pain & Gain,2013,129.0,"Action,Comedy,Crime",6.4,187820,33,2013-04-26,Pain & Gain,26000000,49875291,81275291,2013
tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2013,105.0,"Action,Adventure,Comedy",7.1,15372,82,2015-07-31,The Young and Prodigious T.S. Spivet,33000000,176847,357687,2015
tt1981115,Thor: The Dark World,Thor: The Dark World,2013,112.0,"Action,Adventure,Fantasy",6.9,540996,66,2013-11-08,Thor: The Dark World,150000000,206362140,644602516,2013
tt1981128,Geostorm,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller",5.3,78287,99,2017-10-20,Geostorm,100000000,33700160,220796009,2017
tt1981677,Pitch Perfect,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",7.2,256565,75,2012-09-28,Pitch Perfect,17000000,65001093,116044347,2012
tt1981703,The Harvest/La Cosecha,The Harvest/La Cosecha,2011,80.0,Documentary,7.1,63,22,2011-07-29,The Harvest/La Cosecha,560000,3709,3709,2011
tt1985966,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013,95.0,"Adventure,Animation,Comedy",6.4,81010,13,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,2013
tt1987680,The Upside,The Upside,2017,126.0,"Comedy,Drama",6.7,24169,85,2019-01-11,The Upside,37500000,108235497,119024536,2019
tt1989646,Theresa Is a Mother,Theresa Is a Mother,2012,105.0,"Comedy,Drama,Music",6.8,53,40,2015-09-29,Theresa Is a Mother,200000,0,0,2015
tt1990314,Robot & Frank,Robot & Frank,2012,89.0,"Comedy,Crime,Drama",7.1,59229,26,2012-08-17,Robot & Frank,2500000,3317468,4934356,2012
tt1991199,Teeth and Blood,Teeth and Blood,2015,96.0,"Action,Horror",4.0,34,63,2015-03-10,Teeth and Blood,300000,0,0,2015
tt1991245,Chernobyl Diaries,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",5.0,60304,18,2012-05-25,Chernobyl Diaries,1000000,18119640,42411721,2012
tt1999192,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,2011,89.0,"Comedy,Documentary",7.4,5081,75,2011-09-09,Kevin Hart: Laugh at My Pain,750000,7706436,7712436,2011
tt1999890,Hell Fest,Hell Fest,2018,89.0,Horror,5.5,8662,20,2018-09-28,Hell Fest,5500000,11107431,18119231,2018
tt2002718,Machete Kills,Machete Kills,2013,107.0,"Action,Crime,Sci-Fi",5.6,69968,58,2013-10-11,Machete Kills,20000000,8008161,18273009,2013
tt2004420,Neighbors,Neighbors,2014,97.0,Comedy,6.3,266020,64,2014-05-09,Neighbors,18000000,150086800,270944428,2014
tt9392532,Neighbors,Neighbors,2018,90.0,"Comedy,Drama",7.6,18,64,2014-05-09,Neighbors,18000000,150086800,270944428,2014
tt2005151,War Dogs,War Dogs,2016,114.0,"Comedy,Crime,Drama",7.1,154029,45,2016-08-19,War Dogs,50000000,43034523,86234503,2016
tt2005374,The Frozen Ground,The Frozen Ground,2013,105.0,"Crime,Drama,Mystery",6.4,51915,22,2013-08-23,The Frozen Ground,19200000,0,5617460,2013
tt2006295,The 33,The 33,2015,127.0,"Biography,Drama,History",6.9,32263,78,2015-11-13,The 33,25000000,12227722,28400715,2015
tt2009606,Believe,Believe,2013,96.0,"Drama,Sport",5.7,695,13,2016-12-02,Believe,3500000,890303,890303,2016
tt4700756,Believe,Believe,2016,119.0,Drama,5.0,338,13,2016-12-02,Believe,3500000,890303,890303,2016
tt2011159,No Good Deed,No Good Deed,2014,84.0,"Action,Crime,Drama",5.6,16045,44,2014-09-12,No Good Deed,13200000,52543632,54323210,2014
tt2011276,Banshee Chapter,Banshee Chapter,2013,87.0,"Horror,Sci-Fi,Thriller",5.5,8219,30,2014-01-10,Banshee Chapter,950000,0,78122,2014
tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",8.1,948394,14,2014-08-01,Guardians of the Galaxy,170000000,333172112,770867516,2014
tt2016335,Walter,Walter,2015,94.0,"Comedy,Drama",5.4,1747,96,2015-03-13,Walter,700000,0,0,2015
tt9680064,Walter,Walter,2019,90.0,Comedy,6.4,35,96,2015-03-13,Walter,700000,0,0,2015
tt2017020,The Smurfs 2,The Smurfs 2,2013,105.0,"Adventure,Animation,Comedy",5.4,34229,33,2013-07-31,The Smurfs 2,110000000,71017784,348547523,2013
tt2017486,Closer to the Moon,Closer to the Moon,2014,112.0,"Comedy,Crime,Drama",7.0,3585,10,2014-04-17,Closer to the Moon,1500000,0,5396,2014
tt2020110,The Kick,The Kick,2011,94.0,"Action,Sport",5.7,780,25,2011-12-31,The Kick,3500000,0,40622,2011
tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",6.3,19571,17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,2012
tt2024432,Identity Thief,Identity Thief,2013,111.0,"Adventure,Comedy,Crime",5.7,115624,32,2013-02-08,Identity Thief,35000000,134506920,175361578,2013
tt2024469,Non-Stop,Non-Stop,2014,106.0,"Action,Mystery,Thriller",7.0,234717,2,2014-02-28,Non-Stop,50000000,91742160,222383055,2014
tt2024506,Straight A's,Straight A's,2013,91.0,"Comedy,Drama",5.7,4197,87,2013-03-19,Straight A's,2000000,0,0,2013
tt2024544,12 Years a Slave,12 Years a Slave,2013,134.0,"Biography,Drama,History",8.1,577301,18,2013-10-18,12 Years a Slave,20000000,56671993,181025343,2013
