tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year
tt1285016,The Social Network,The Social Network,2010,120.0,"Biography,Drama",7.7,568578,91,2010-10-01,The Social Network,40000000,96962694,224922135,2010
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",4.3,12642,17,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,2010
tt1288558,Evil Dead,Evil Dead,2013,91.0,"Fantasy,Horror,Thriller",6.5,146399,77,2013-04-05,Evil Dead,17000000,54239856,97778356,2013
tt1289401,Ghostbusters,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy",5.2,186788,4,2016-07-15,Ghostbusters,144000000,128350574,229008658,2016
tt1289419,N-Secure,N-Secure,2010,105.0,"Crime,Drama,Thriller",3.6,587,54,2010-10-15,N-Secure,1600000,2595644,2595644,2010
tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101.0,"Action,Adventure,Comedy",5.8,192220,68,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,2014
tt1291584,Warrior,Warrior,2011,140.0,"Drama,Sport",8.2,403755,74,2011-09-09,Warrior,25000000,13657115,24215385,2011
tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,107.0,"Action,Adventure,Thriller",5.2,77976,15,2017-01-20,xXx: Return of Xander Cage,85000000,44898413,345033359,2017
tt1294226,The Last Song,The Last Song,2010,107.0,"Drama,Music,Romance",6.0,74914,15,2010-03-31,The Last Song,20000000,62950384,92678948,2010
tt1296373,The FP,The FP,2011,82.0,Comedy,5.6,1541,12,2012-03-16,The FP,60000,0,0,2012
tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",5.7,115757,27,2012-07-27,The Watch,55000000,34353000,67130045,2012
tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",6.6,447624,2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,2011
tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",7.2,228465,74,2011-05-26,Kung Fu Panda 2,150000000,165249063,664837547,2011
tt1302067,Yogi Bear,Yogi Bear,2010,80.0,"Adventure,Animation,Comedy",4.6,18934,62,2010-12-17,Yogi Bear,80000000,100246011,204774690,2010
tt1303803,Standing Ovation,Standing Ovation,2010,105.0,Musical,3.3,658,11,2010-07-16,Standing Ovation,5600000,531806,531806,2010
tt1305583,Our Family Wedding,Our Family Wedding,2010,103.0,"Comedy,Romance",4.9,6417,95,2010-03-12,Our Family Wedding,14000000,20255281,21410546,2010
tt1305591,Mars Needs Moms,Mars Needs Moms,2011,88.0,"Adventure,Animation,Family",5.4,19823,94,2011-03-11,Mars Needs Moms,150000000,21392758,39549758,2011
tt1306980,50/50,50/50,2011,100.0,"Comedy,Drama,Romance",7.7,300475,73,2011-09-30,50/50,8000000,35016118,41334735,2011
tt1734060,50/50,50/50,2010,77.0,Documentary,7.5,11,73,2011-09-30,50/50,8000000,35016118,41334735,2011
tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",6.7,102047,48,2012-06-22,Seeking a Friend for the End of the World,10000000,7078738,11766959,2012
tt1308729,Bullet to the Head,Bullet to the Head,2012,92.0,"Action,Crime,Thriller",5.7,44816,42,2013-02-01,Bullet to the Head,55000000,9489829,22597969,2013
tt1313092,Animal Kingdom,Animal Kingdom,2010,113.0,"Crime,Drama",7.3,51576,71,2010-08-13,Animal Kingdom,4200000,1044039,8078683,2010
tt1314190,3 Backyards,3 Backyards,2010,88.0,Drama,5.0,611,51,2011-03-11,3 Backyards,300000,39475,39475,2011
tt1314655,Devil,Devil,2010,80.0,"Horror,Mystery,Thriller",6.2,122080,71,2010-09-17,Devil,10000000,33679655,63354114,2010
tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"Biography,Drama,War",5.8,4326,21,2011-05-06,There Be Dragons,36000000,1069334,4020990,2011
tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",7.6,473020,31,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,470986200,2011
tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010,100.0,"Comedy,Drama,Fantasy",5.4,1361,36,2010-10-08,It's a Wonderful Afterlife,10000000,0,1642939,2010
tt1320244,The Last Exorcism,The Last Exorcism,2010,87.0,"Drama,Horror,Thriller",5.6,45815,15,2010-08-27,The Last Exorcism,1800000,41034350,70165900,2010
tt1320253,The Expendables,The Expendables,2010,103.0,"Action,Adventure,Thriller",6.5,307897,34,2010-08-13,The Expendables,82000000,103068524,268268174,2010
tt1320261,Gulliver's Travels,Gulliver's Travels,2010,85.0,"Adventure,Comedy,Family",4.9,61178,13,2010-12-25,Gulliver's Travels,112000000,42779261,232017848,2010
tt1320291,The Reef,The Reef,2010,94.0,"Adventure,Drama,Horror",5.8,15194,33,2010-12-31,The Reef,10000000,0,15037867,2010
tt1321509,Death at a Funeral,Death at a Funeral,2010,92.0,Comedy,5.7,42042,64,2010-04-16,Death at a Funeral,21000000,42739347,48977233,2010
tt1321860,The Beaver,The Beaver,2011,91.0,Drama,6.7,45173,79,2011-05-06,The Beaver,21000000,970816,5046038,2011
tt1321869,The Lovers,The Lovers,2013,109.0,"Action,Adventure,Romance",4.6,2867,56,2015-03-13,The Lovers,35000000,0,53899,2015
tt5770620,The Lovers,The Lovers,2017,97.0,"Comedy,Drama,Romance",6.1,2751,56,2015-03-13,The Lovers,35000000,0,53899,2015
tt1321870,Gangster Squad,Gangster Squad,2013,113.0,"Action,Crime,Drama",6.7,195560,4,2013-01-11,Gangster Squad,60000000,46000903,104100903,2013
tt1322269,August: Osage County,August: Osage County,2013,121.0,"Comedy,Drama",7.2,79383,15,2013-12-25,August: Osage County,25000000,37738810,50738810,2013
tt1322312,Going the Distance,Going the Distance,2010,102.0,"Comedy,Romance",6.3,54421,11,2010-09-03,Going the Distance,32000000,17804299,43603990,2010
tt1323045,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",6.2,62311,56,2013-11-22,Frozen,150000000,400738009,1272469910,2013
tt2294629,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998,56,2013-11-22,Frozen,150000000,400738009,1272469910,2013
tt1323594,Despicable Me,Despicable Me,2010,95.0,"Animation,Comedy,Family",7.7,464511,50,2010-07-09,Despicable Me,69000000,251513985,543464573,2010
tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,124.0,"Adventure,Drama,Fantasy",5.0,211733,53,2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,706102828,2010
tt1327194,The Lucky One,The Lucky One,2012,101.0,"Drama,Romance",6.5,94359,87,2012-04-20,The Lucky One,25000000,60457138,96633833,2012
tt1327601,Something Wicked,Something Wicked,2014,95.0,"Drama,Horror,Mystery",4.8,1243,68,2015-03-17,Something Wicked,3000000,0,0,2015
tt1327709,Cyrus,Cyrus,2010,87.0,"Crime,Horror,Mystery",4.7,944,27,2010-06-18,Cyrus,7000000,7468936,10062896,2010
tt1336617,Cyrus,Cyrus,2010,91.0,"Comedy,Drama,Romance",6.3,32457,27,2010-06-18,Cyrus,7000000,7468936,10062896,2010
tt1328873,Death Calls,Death Calls,2010,90.0,"Action,Adventure,Mystery",4.6,33,67,2010-12-31,Death Calls,290000,0,0,2010
tt1333125,Movie 43,Movie 43,2013,94.0,Comedy,4.3,92980,39,2013-01-25,Movie 43,10000000,8840453,31164747,2013
tt1334260,Never Let Me Go,Never Let Me Go,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084,29,2010-09-15,Never Let Me Go,15000000,2434652,11173718,2010
tt1334512,Arthur,Arthur,2011,110.0,"Comedy,Romance",5.7,49013,67,2011-04-08,Arthur,40000000,33035397,47787943,2011
tt1334553,The Perfect Host,The Perfect Host,2010,93.0,"Comedy,Crime,Thriller",6.8,23378,84,2011-07-01,The Perfect Host,1000000,48764,51587,2011
tt1335975,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",6.3,135754,12,2013-12-25,47 Ronin,175000000,38362475,151716815,2013
tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",5.9,69910,29,2012-06-15,Rock of Ages,70000000,38518613,61031932,2012
tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011,122.0,"Drama,Mystery,Thriller",7.1,174890,72,2011-12-09,Tinker Tailor Soldier Spy,21000000,24149393,81452811,2011
tt1341167,Four Lions,Four Lions,2010,97.0,"Comedy,Crime,Drama",7.3,66209,79,2010-11-05,Four Lions,3750000,310007,2436111,2010
tt1342096,Butterfly,Butterfly,2010,90.0,"Horror,Thriller",4.7,53,98,2010-12-31,Butterfly,250000,0,0,2010
tt9121568,Butterfly,Butterfly,2018,80.0,"Documentary,Sport",7.8,16,98,2010-12-31,Butterfly,250000,0,0,2010
tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"Drama,Romance",7.3,433165,70,2013-05-10,The Great Gatsby,190000000,144840419,351040419,2013
tt1343727,Dredd,Dredd,2012,95.0,"Action,Crime,Sci-Fi",7.1,234616,15,2012-09-21,Dredd,45000000,13414714,41467606,2012
tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,"Action,Thriller",8.4,1387769,11,2012-07-20,The Dark Knight Rises,275000000,448139099,1084439099,2012
tt1349485,The Knife of Don Juan,La navaja de Don Juan,2013,99.0,"Comedy,Drama",7.0,32,79,2015-09-18,La navaja de Don Juan,1200000,4254,4254,2015
tt1350546,Redemption,Redemption,2011,97.0,"Adventure,Drama,Romance",4.5,98,97,2013-06-28,Redemption,23000000,36686,13593473,2013
tt3279418,Redemption,Redemption,2013,106.0,"Drama,Mystery,Thriller",8.4,5,97,2013-06-28,Redemption,23000000,36686,13593473,2013
tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"Adventure,Fantasy",6.3,123127,66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,2013
tt1355630,If I Stay,If I Stay,2014,107.0,"Drama,Fantasy,Music",6.8,107625,73,2014-08-22,If I Stay,11000000,50474843,78356170,2014
tt1355631,The Infiltrator,The Infiltrator,2016,127.0,"Biography,Crime,Drama",7.0,61547,32,2016-07-13,The Infiltrator,47500000,15436808,20718104,2016
tt1355644,Passengers,Passengers,2016,116.0,"Drama,Romance,Sci-Fi",7.0,311083,28,2016-12-21,Passengers,110000000,100014699,302239672,2016
tt1355683,Black Mass,Black Mass,2015,123.0,"Biography,Crime,Drama",6.9,155847,59,2015-09-18,Black Mass,53000000,62575678,98837872,2015
tt1360826,Rust,Rust,2010,95.0,Drama,5.6,404,93,2010-10-05,Rust,250000,0,0,2010
tt3490320,Rust,Rust,2015,75.0,"Horror,Thriller",6.1,22,93,2010-10-05,Rust,250000,0,0,2010
tt1361313,The Extra Man,The Extra Man,2010,108.0,Comedy,5.9,4580,53,2010-07-30,The Extra Man,7000000,453377,492108,2010
tt1365519,Tomb Raider,Tomb Raider,2018,119.0,"Action,Adventure,Fantasy",6.3,163560,70,2018-03-16,Tomb Raider,90000000,58250803,273477501,2018
tt1366338,Lowriders,Lowriders,2016,98.0,"Adventure,Crime,Drama",5.7,1954,35,2017-05-12,Lowriders,916000,6179955,6188421,2017
tt1366344,The Sitter,The Sitter,2011,81.0,Comedy,5.7,65575,32,2011-12-09,The Sitter,25000000,30542576,38749404,2011
tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",4.9,33039,78,2012-09-07,The Cold Light of Day,20000000,3763583,25361206,2012
tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",7.4,326473,63,2012-10-26,Cloud Atlas,102000000,27108272,130673154,2012
tt1371155,Made in Dagenham,Made in Dagenham,2010,113.0,"Biography,Comedy,Drama",7.2,13121,14,2010-11-19,Made in Dagenham,8000000,1095369,15644196,2010
tt1372686,Coriolanus,Coriolanus,2011,123.0,"Drama,Thriller,War",6.1,29654,99,2012-01-20,Coriolanus,10000000,749641,2179623,2012
tt1373405,The Awakening,The Awakening,2010,83.0,"Horror,Thriller",2.4,141,4,2012-08-17,The Awakening,4900000,95933,6924321,2012
tt1687901,The Awakening,The Awakening,2011,102.0,"Horror,Thriller",6.5,60215,4,2012-08-17,The Awakening,4900000,95933,6924321,2012
tt1374989,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016,108.0,"Action,Comedy,Horror",5.8,46187,74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,2016
tt1374992,Upside Down,Upside Down,2012,109.0,"Drama,Fantasy,Romance",6.4,66347,4,2013-03-15,Upside Down,50000000,102118,26387039,2013
tt2105043,Upside Down,Upside Down,2012,81.0,Drama,6.6,45,4,2013-03-15,Upside Down,50000000,102118,26387039,2013
tt1375666,Inception,Inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066,38,2010-07-16,Inception,160000000,292576195,835524642,2010
tt1375670,Grown Ups,Grown Ups,2010,102.0,Comedy,6.0,210377,34,2010-06-25,Grown Ups,75000000,162001186,272223430,2010
tt1376195,Gunless,Gunless,2010,89.0,"Action,Comedy,Drama",6.5,3376,49,2010-04-30,Gunless,9900000,458054,458054,2010
tt1376213,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy",5.4,5257,29,2014-01-10,The Adventurer: The Curse of the Midas Box,25000000,0,0,2014
tt1385826,The Adjustment Bureau,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,81,2011-03-04,The Adjustment Bureau,50200000,62495645,126931325,2011
tt1385867,Cop Out,Cop Out,2010,107.0,"Action,Comedy,Crime",5.6,81656,99,2010-02-26,Cop Out,37000000,44875481,55909910,2010
tt1386588,The Other Guys,The Other Guys,2010,107.0,"Action,Comedy,Crime",6.7,221664,74,2010-08-06,The Other Guys,100000000,119219978,170936470,2010
tt1386697,Suicide Squad,Suicide Squad,2016,123.0,"Action,Adventure,Fantasy",6.0,533039,100,2016-08-05,Suicide Squad,175000000,325100054,746059887,2016
tt1386703,Total Recall,Total Recall,2012,118.0,"Action,Adventure,Mystery",6.3,228460,79,2012-08-03,Total Recall,125000000,58877969,211856088,2012
tt1389072,Downsizing,Downsizing,2017,135.0,"Drama,Sci-Fi",5.7,74815,62,2017-12-22,Downsizing,68000000,24449754,54462971,2017
tt1389137,We Bought a Zoo,We Bought a Zoo,2011,124.0,"Comedy,Drama,Family",7.1,126849,14,2011-12-23,We Bought a Zoo,50000000,75624550,118729073,2011
tt1389139,When the Bough Breaks,When the Bough Breaks,2016,107.0,"Crime,Drama,Horror",5.1,4729,85,2016-09-09,When the Bough Breaks,10000000,29747603,30768449,2016
tt6814096,When the Bough Breaks,When the Bough Breaks,2017,93.0,MISSING,6.1,8,85,2016-09-09,When the Bough Breaks,10000000,29747603,30768449,2016
tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography",6.9,108628,1,2015-12-11,In the Heart of the Sea,100000000,25020758,89693309,2015
tt1390539,The Lost Medallion: The Adventures of Billy Stone,The Lost Medallion: The Adventures of Billy Stone,2013,97.0,"Adventure,Family,Fantasy",4.9,1502,31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,2013
tt1391137,Why Did I Get Married Too?,Why Did I Get Married Too?,2010,121.0,"Comedy,Drama,Romance",4.6,8653,16,2010-04-02,Why Did I Get Married Too?,20000000,60095852,60831067,2010
tt1392170,The Hunger Games,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi",7.2,795227,38,2012-03-23,The Hunger Games,80000000,408010692,677923379,2012
tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015,120.0,"Action,Adventure,Sci-Fi",8.1,780910,75,2015-05-15,Mad Max: Fury Road,150000000,153636354,370098020,2015
tt1392197,Marmaduke,Marmaduke,2010,87.0,"Comedy,Family",4.2,13283,59,2010-06-04,Marmaduke,50000000,33644788,89895930,2010
tt1392214,Prisoners,Prisoners,2013,153.0,"Crime,Drama,Mystery",8.1,526273,48,2013-09-20,Prisoners,46000000,61002302,113402302,2013
tt1396484,It,It,2017,135.0,"Horror,Thriller",7.4,359123,24,2017-09-08,It,35000000,327481748,697457969,2017
tt1397280,Taken 2,Taken 2,2012,92.0,"Action,Thriller",6.3,273106,54,2012-10-05,Taken 2,45000000,139854287,377807404,2012
tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,2012,94.0,"Action,Adventure,Comedy",5.8,83507,10,2012-02-10,Journey 2: The Mysterious Island,79000000,103860290,318146162,2012
tt1398426,Straight Outta Compton,Straight Outta Compton,2015,147.0,"Biography,Drama,History",7.9,165307,35,2015-08-14,Straight Outta Compton,28000000,161197785,202182981,2015
tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409,64,2011-06-29,Transformers: Dark of the Moon,195000000,352390543,1123790543,2011
tt1399683,Winter's Bone,Winter's Bone,2010,100.0,"Drama,Mystery",7.2,127751,8,2010-06-11,Winter's Bone,2000000,6531503,16131551,2010
tt1401152,Unknown,Unknown,2011,113.0,"Action,Mystery,Thriller",6.9,235167,21,2011-02-18,Unknown,40000000,63686397,136123083,2011
tt2402731,Unknown,Unknown,2012,96.0,Drama,6.9,14,21,2011-02-18,Unknown,40000000,63686397,136123083,2011
tt1402488,Happy Feet Two,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",5.9,38396,33,2011-11-18,Happy Feet Two,135000000,64006466,157956466,2011
tt1403177,Hesher,Hesher,2010,106.0,"Comedy,Crime,Drama",7.0,48483,54,2011-05-13,Hesher,7000000,382946,382946,2011
tt1403241,Wolves,Wolves,2014,91.0,"Action,Fantasy,Horror",5.3,7312,51,2014-11-14,Wolves,18000000,0,94953,2014
tt4623856,Wolves,Wolves,2016,109.0,"Drama,Sport",5.6,884,51,2014-11-14,Wolves,18000000,0,94953,2014
tt1403865,True Grit,True Grit,2010,110.0,"Adventure,Drama,Western",7.6,284034,29,2010-12-22,True Grit,35000000,171243005,252276928,2010
tt1403981,Remember Me,Remember Me,2010,113.0,"Drama,Romance",7.1,129443,51,2010-03-12,Remember Me,16000000,19068240,56506120,2010
tt4843358,Remember Me,Remember Me,2016,85.0,Comedy,5.2,72,51,2010-03-12,Remember Me,16000000,19068240,56506120,2010
tt1405500,For Colored Girls,For Colored Girls,2010,133.0,Drama,6.1,6728,67,2010-11-05,For Colored Girls,21000000,37729698,38017873,2010
tt1407061,Just Wright,Just Wright,2010,100.0,"Comedy,Romance,Sport",5.9,12466,85,2010-05-14,Just Wright,12000000,21540363,21867665,2010
tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535,68,2013-05-16,Star Trek Into Darkness,190000000,228778661,467381584,2013
tt1408253,Ride Along,Ride Along,2014,99.0,"Action,Comedy,Crime",6.2,94529,67,2014-01-17,Ride Along,25000000,134202565,153733800,2014
tt2263520,Ride Along,Ride Along,2012,87.0,Action,4.4,14,67,2014-01-17,Ride Along,25000000,134202565,153733800,2014
tt1409024,Men in Black 3,Men in Black 3,2012,106.0,"Action,Adventure,Comedy",6.8,309879,35,2012-05-25,Men in Black 3,215000000,179020854,654213485,2012
tt1411238,No Strings Attached,No Strings Attached,2011,108.0,"Comedy,Romance",6.2,197663,84,2011-01-21,No Strings Attached,25000000,70662220,149228078,2011
tt1411250,Riddick,Riddick,2013,119.0,"Action,Adventure,Sci-Fi",6.4,144821,66,2013-09-06,Riddick,38000000,42025135,94763758,2013
tt1411664,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,2011,97.0,Comedy,3.3,10648,78,2011-09-09,Bucky Larson: Born to Be a Star,10000000,2529395,2529395,2011
tt1411697,The Hangover Part II,The Hangover Part II,2011,102.0,"Comedy,Mystery",6.5,432800,39,2011-05-26,The Hangover Part II,80000000,254464305,586464305,2011
tt1411704,Hop,Hop,2011,95.0,"Adventure,Animation,Comedy",5.4,28893,27,2011-04-01,Hop,63000000,108085305,188657593,2011
tt1412386,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,2011,124.0,"Comedy,Drama,Romance",7.3,85811,55,2012-05-04,The Best Exotic Marigold Hotel,10000000,46383639,134639780,2012
tt1412528,Table 19,Table 19,2017,87.0,"Comedy,Drama,Romance",5.8,22751,45,2017-03-03,Table 19,5000000,3614896,4620399,2017
tt1413492,12 Strong,12 Strong,2018,130.0,"Action,Drama,History",6.6,50155,64,2018-01-19,12 Strong,35000000,45819713,71118378,2018
tt1413495,Paranoia,Paranoia,2013,106.0,"Drama,Thriller",5.7,33149,19,2013-08-16,Paranoia,40000000,7388654,16340767,2013
tt1904995,Paranoia,Paranoia,2012,87.0,Thriller,5.3,26,19,2013-08-16,Paranoia,40000000,7388654,16340767,2013
tt1414378,Tracker,Tracker,2010,102.0,"Action,Adventure,Drama",6.5,3460,4,2011-12-31,Tracker,6500000,0,3149,2011
tt1414382,You Again,You Again,2010,105.0,"Comedy,Family,Romance",5.8,46690,78,2010-09-24,You Again,20000000,25702053,32838945,2010
tt1415283,Nanny McPhee Returns,Nanny McPhee and the Big Bang,2010,109.0,"Comedy,Family,Fantasy",6.1,25048,93,2010-08-20,Nanny McPhee and the Big Bang,35000000,29197642,97799865,2010
tt1416801,Kill the Irishman,Kill the Irishman,2011,106.0,"Biography,Crime,Drama",7.1,41504,32,2011-03-11,Kill the Irishman,12000000,1188194,1188194,2011
tt1418377,"I, Frankenstein","I, Frankenstein",2014,92.0,"Action,Fantasy,Horror",5.1,74910,14,2014-01-24,"I, Frankenstein",65000000,19075290,74575290,2014
tt1418646,Beneath Hill 60,Beneath Hill 60,2010,122.0,"Drama,History,War",7.1,6903,20,2014-06-17,Beneath Hill 60,9000000,0,3440939,2014
tt1421051,Somewhere,Somewhere,2010,97.0,"Comedy,Drama",6.3,40250,42,2010-12-22,Somewhere,7000000,1785645,17023121,2010
tt1422136,A Lonely Place to Die,A Lonely Place to Die,2011,99.0,"Adventure,Crime,Thriller",6.3,25547,56,2012-03-20,A Lonely Place to Die,4000000,0,442550,2012
tt1423894,Barney's Version,Barney's Version,2010,134.0,"Comedy,Drama",7.3,23058,86,2011-01-14,Barney's Version,30000000,7502560,8845575,2011
tt1423995,Stone,Stone,2010,105.0,"Drama,Thriller",5.4,38667,50,2010-10-08,Stone,22000000,1810078,4065020,2010
tt1424381,Predators,Predators,2010,107.0,"Action,Adventure,Sci-Fi",6.4,199764,35,2010-07-09,Predators,40000000,52000688,127234389,2010
tt1425922,Black Nativity,Black Nativity,2013,93.0,"Drama,Family,Music",4.6,1901,63,2013-11-27,Black Nativity,17500000,7018188,7285135,2013
tt1428538,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,2013,88.0,"Action,Fantasy,Horror",6.1,183387,27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,2013
tt1430132,The Wolverine,The Wolverine,2013,126.0,"Action,Adventure,Sci-Fi",6.7,401286,8,2013-07-26,The Wolverine,115000000,132556852,416456852,2013
tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",7.1,45439,14,2011-11-23,Arthur Christmas,85000000,46462469,149717124,2011
tt1430612,Brick Mansions,Brick Mansions,2014,90.0,"Action,Crime",5.7,37528,69,2014-04-25,Brick Mansions,28000000,20396829,73421224,2014
tt1430615,Big Miracle,Big Miracle,2012,107.0,"Biography,Drama,Family",6.5,17585,99,2012-02-03,Big Miracle,40000000,20157300,25268680,2012
tt1431045,Deadpool,Deadpool,2016,108.0,"Action,Adventure,Comedy",8.0,820847,56,2016-02-12,Deadpool,58000000,363070709,801025593,2016
tt1431065,Forget Me Not,Forget Me Not,2010,93.0,Romance,6.6,1835,44,2011-05-24,Forget Me Not,1300000,0,13465,2011
tt4134856,Forget Me Not,Forget Me Not,2014,102.0,"Adventure,Drama",5.6,51,44,2011-05-24,Forget Me Not,1300000,0,13465,2011
tt5512456,Forget Me Not,Forget Me Not,2016,83.0,Documentary,7.1,15,44,2011-05-24,Forget Me Not,1300000,0,13465,2011
tt1431181,Another Year,Another Year,2010,129.0,"Comedy,Drama",7.3,26273,8,2010-12-29,Another Year,8000000,3205706,20005613,2010
tt1433108,Faster,Faster,2010,98.0,"Action,Crime,Drama",6.5,93618,53,2010-11-24,Faster,24000000,23240020,35792945,2010
tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",4.1,18112,4,2012-08-24,The Apparition,17000000,4936819,10637281,2012
tt1436562,Rio,Rio,2011,96.0,"Adventure,Animation,Comedy",6.9,191621,46,2011-04-15,Rio,90000000,143619809,487519809,2011
tt2614250,Rio,Rio,2012,90.0,Documentary,8.3,14,46,2011-04-15,Rio,90000000,143619809,487519809,2011
tt5734820,Rio,Rio,2017,87.0,Drama,2.6,7,46,2011-04-15,Rio,90000000,143619809,487519809,2011
tt1437358,Sleep Tight,Mientras duermes,2011,102.0,"Drama,Horror,Thriller",7.2,33695,82,2012-10-26,Mientras duermes,5000000,0,9109597,2012
tt1438176,Fright Night,Fright Night,2011,106.0,"Comedy,Horror",6.4,94555,58,2011-08-19,Fright Night,30000000,18298649,40520649,2011
tt1438254,Charlie St. Cloud,Charlie St. Cloud,2010,99.0,"Drama,Fantasy,Romance",6.5,55016,31,2010-07-30,Charlie St. Cloud,44000000,31206263,48478084,2010
tt1440129,Battleship,Battleship,2012,131.0,"Action,Adventure,Sci-Fi",5.8,225342,32,2012-05-18,Battleship,220000000,65233400,313477717,2012
tt1440161,A Little Bit of Heaven,A Little Bit of Heaven,2011,106.0,"Comedy,Drama,Fantasy",6.3,26441,39,2012-05-04,A Little Bit of Heaven,12500000,10011,1100287,2012
tt1440232,Little White Lies,Les petits mouchoirs,2010,154.0,"Comedy,Drama",7.1,21787,18,2012-08-24,Les petits mouchoirs,25000000,205505,48530887,2012
tt1440292,Submarine,Submarine,2010,97.0,"Comedy,Drama,Romance",7.3,79810,9,2011-06-03,Submarine,1900000,467602,4581937,2011
tt1440728,The American,The American,2010,105.0,"Crime,Drama,Thriller",6.3,86863,51,2010-09-01,The American,20000000,35606376,67950723,2010
tt1441326,Martha Marcy May Marlene,Martha Marcy May Marlene,2011,102.0,"Drama,Mystery,Thriller",6.9,45873,42,2011-10-21,Martha Marcy May Marlene,1000000,2981038,5438911,2011
tt1441395,Under the Skin,Under the Skin,2013,108.0,"Drama,Horror,Sci-Fi",6.3,113196,42,2014-04-04,Under the Skin,13300000,2614251,7229933,2014
tt1441951,Quartet,Quartet,2012,94.0,"Comedy,Drama",6.8,17979,90,2013-01-11,Quartet,11000000,18388357,56178935,2013
tt1441953,Testament of Youth,Testament of Youth,2014,129.0,"Biography,Drama,History",7.3,23632,82,2015-06-05,Testament of Youth,10000000,1822250,6646669,2015
tt1445206,Discover the Gift,The Gift,2010,105.0,Documentary,7.6,46,63,2015-08-07,The Gift,5000000,43787265,58978477,2015
tt4178092,The Gift,The Gift,2015,108.0,"Drama,Mystery,Thriller",7.1,123834,63,2015-08-07,The Gift,5000000,43787265,58978477,2015
tt4420962,The Gift,The Gift,2017,82.0,Drama,6.0,17,63,2015-08-07,The Gift,5000000,43787265,58978477,2015
