tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_datetime,datetime_year
tt3202120,Barbecue,Barbecue,2014,98.0,Comedy,6.1,2301.0,32,"Dec 26, 2014",Barbecue,10000000,388,247565,2014-12-26,2014
tt6090268,Barbecue,Barbecue,2017,102.0,Documentary,6.5,356.0,32,"Dec 26, 2014",Barbecue,10000000,388,247565,2014-12-26,2014
tt3210710,Western Religion,Western Religion,2015,105.0,"Adventure,Drama,Fantasy",4.0,190.0,5,"Oct 9, 2015",Western Religion,250000,0,0,2015-10-09,2015
tt3212232,I Am Wrath,I Am Wrath,2016,92.0,"Action,Crime,Drama",5.4,11198.0,50,"Apr 15, 2016",I Am Wrath,18000000,0,309608,2016-04-15,2016
tt3216348,Incarnate,Incarnate,2016,91.0,"Horror,Thriller",5.3,10217.0,39,"Dec 2, 2016",Incarnate,5000000,4799774,9371036,2016-12-02,2016
tt3235888,It Follows,It Follows,2014,100.0,"Horror,Mystery",6.9,182839.0,94,"Mar 13, 2015",It Follows,2000000,14674077,23250755,2015-03-13,2015
tt3253232,The Bounce Back,The Bounce Back,2016,104.0,"Comedy,Romance",5.0,492.0,39,"Dec 9, 2016",The Bounce Back,3000000,321910,421404,2016-12-09,2016
tt3262990,Brotherly Love,Brotherly Love,2015,89.0,Drama,6.7,1587.0,8,"Apr 24, 2015",Brotherly Love,1900000,478595,478595,2015-04-24,2015
tt3787742,Brotherly Love,Brotherly Love,2015,57.0,Horror,,,8,"Apr 24, 2015",Brotherly Love,1900000,478595,478595,2015-04-24,2015
tt6096190,Brotherly Love,Brotherly Love,2017,118.0,Drama,5.8,48.0,8,"Apr 24, 2015",Brotherly Love,1900000,478595,478595,2015-04-24,2015
tt3263904,Sully,Sully,2016,96.0,"Biography,Drama",7.5,202718.0,50,"Sep 9, 2016",Sully,60000000,125070033,238524556,2016-09-09,2016
tt3276924,Heist,Heist,2015,93.0,"Action,Crime,Thriller",6.1,24740.0,25,"Nov 13, 2015",Heist,8900000,50136,3324131,2015-11-13,2015
tt5112932,Heist,Heist,2015,47.0,Action,6.4,5.0,25,"Nov 13, 2015",Heist,8900000,50136,3324131,2015-11-13,2015
tt7967156,Heist,Heist,2017,73.0,"Action,Crime,Drama",,,25,"Nov 13, 2015",Heist,8900000,50136,3324131,2015-11-13,2015
tt3277624,Creative Control,Creative Control,2015,97.0,"Drama,Sci-Fi",5.4,1951.0,82,"Mar 11, 2016",Creative Control,1000000,63014,63014,2016-03-11,2016
tt3289362,Hidden Away,A escondidas,2014,96.0,"Drama,Romance",7.1,1820.0,14,"Jan 7, 2014",Hidden Away,1000000,0,0,2014-01-07,2014
tt3289724,Welcome to Marwen,Welcome to Marwen,2018,116.0,"Biography,Comedy,Drama",6.1,8920.0,18,"Dec 21, 2018",Welcome to Marwen,45000000,10763520,12874922,2018-12-21,2018
tt3300542,London Has Fallen,London Has Fallen,2016,99.0,"Action,Thriller",5.9,124757.0,80,"Mar 4, 2016",London Has Fallen,60000000,62524260,195194085,2016-03-04,2016
tt3300572,Stung,Stung,2015,87.0,"Action,Adventure,Comedy",5.1,4257.0,46,"Jul 3, 2015",Stung,2500000,0,0,2015-07-03,2015
tt3311588,Vessel,Vessel,2014,90.0,"Adventure,Biography,Documentary",7.5,194.0,71,"Jan 9, 2015",Vessel,800000,0,0,2015-01-09,2015
tt6139414,Vessel,Vessel,2017,67.0,Drama,,,71,"Jan 9, 2015",Vessel,800000,0,0,2015-01-09,2015
tt3316948,American Ultra,American Ultra,2015,96.0,"Action,Comedy,Sci-Fi",6.1,76769.0,72,"Aug 21, 2015",American Ultra,28000000,14439985,30295028,2015-08-21,2015
tt3316960,Still Alice,Still Alice,2014,101.0,Drama,7.5,116832.0,92,"Jan 16, 2015",Still Alice,5000000,18656400,41699612,2015-01-16,2015
tt3319920,Regression,Regression,2015,106.0,"Crime,Horror,Mystery",5.7,33335.0,6,"Oct 30, 2015",Regression,20000000,55039,15824374,2015-10-30,2015
tt3322940,Annabelle,Annabelle,2014,99.0,"Horror,Mystery,Thriller",5.4,122039.0,84,"Oct 3, 2014",Annabelle,6500000,84273813,256862920,2014-10-03,2014
tt3332064,Pan,Pan,2015,111.0,"Adventure,Comedy,Family",5.8,55867.0,93,"Oct 9, 2015",Pan,150000000,35088320,151525973,2015-10-09,2015
tt3333870,Antibirth,Antibirth,2016,94.0,Horror,4.9,2759.0,49,"Sep 2, 2016",Antibirth,2500000,0,0,2016-09-02,2016
tt3343868,The Veil,The Veil,2017,93.0,"Action,Adventure,Sci-Fi",3.5,1236.0,64,"Dec 31, 2015",The Veil,4000000,0,0,2015-12-31,2015
tt3533916,The Veil,The Veil,2016,93.0,Horror,4.8,6895.0,64,"Dec 31, 2015",The Veil,4000000,0,0,2015-12-31,2015
tt3346224,Zipper,Zipper,2015,112.0,"Drama,Thriller",5.8,6120.0,57,"Aug 28, 2015",Zipper,4500000,0,0,2015-08-28,2015
tt3348730,Jigsaw,Jigsaw,2017,92.0,"Crime,Horror,Mystery",5.8,57184.0,61,"Oct 27, 2017",Jigsaw,10000000,38052832,102445196,2017-10-27,2017
tt3359872,Doc Holliday's Revenge,Stranded,2014,84.0,Western,3.8,104.0,17,"Dec 31, 2014",Doc Holliday's Revenge,1000000,0,0,2014-12-31,2014
tt3367294,Compadres,Compadres,2016,101.0,"Action,Comedy,Crime",4.7,876.0,21,"Apr 22, 2016",Compadres,3000000,3127773,7445044,2016-04-22,2016
tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi",5.2,119007.0,33,"Jun 21, 2017",Transformers: The Last Knight,217000000,130168683,602893340,2017-06-21,2017
tt3381008,The Brothers Grimsby,Grimsby,2016,83.0,"Action,Adventure,Comedy",6.2,82123.0,39,"Mar 11, 2016",The Brothers Grimsby,35000000,6864016,28720470,2016-03-11,2016
tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016,144.0,"Action,Adventure,Sci-Fi",7.0,356556.0,93,"May 27, 2016",X-Men: Apocalypse,178000000,155442489,542537546,2016-05-27,2016
tt3393786,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,2016,118.0,"Action,Thriller",6.1,121892.0,85,"Oct 21, 2016",Jack Reacher: Never Go Back,60000000,58697076,159946489,2016-10-21,2016
tt3397884,Sicario,Sicario,2015,121.0,"Action,Crime,Drama",7.6,328548.0,100,"Sep 18, 2015",Sicario,30000000,46889293,84393749,2015-09-18,2015
tt3401748,Oddball,Oddball,2015,95.0,"Adventure,Family",6.4,2124.0,63,"Dec 6, 2016",Oddball,7000000,0,10237229,2016-12-06,2016
tt5811420,Oddball,Oddball,2016,5.0,Documentary,6.4,5.0,63,"Dec 6, 2016",Oddball,7000000,0,10237229,2016-12-06,2016
tt3401882,Fist Fight,Fist Fight,2017,91.0,Comedy,5.6,35136.0,29,"Feb 17, 2017",Fist Fight,25000000,32187017,40286416,2017-02-17,2017
tt3402236,Murder on the Orient Express,Murder on the Orient Express,2017,114.0,"Crime,Drama,Mystery",6.5,178603.0,95,"Nov 10, 2017",Murder on the Orient Express,55000000,102826543,345922730,2017-11-10,2017
tt3406296,Chemical Cut,Chemical Cut,2016,83.0,Drama,5.4,111.0,25,"Dec 31, 2016",Chemical Cut,1000000,0,0,2016-12-31,2016
tt3411444,Ferdinand,Ferdinand,2017,108.0,"Adventure,Animation,Comedy",6.7,40229.0,14,"Dec 15, 2017",Ferdinand,111000000,84410380,289847930,2017-12-15,2017
tt3416532,A Monster Calls,A Monster Calls,2016,108.0,"Animation,Drama,Fantasy",7.5,70416.0,41,"Jan 6, 2017",A Monster Calls,43000000,3740823,46414530,2017-01-06,2017
tt3416828,Ice Age: Collision Course,Ice Age: Collision Course,2016,94.0,"Adventure,Animation,Comedy",5.7,48932.0,52,"Jul 22, 2016",Ice Age: Collision Course,105000000,64063008,402156682,2016-07-22,2016
tt3421204,Horse Camp,Horse Camp,2017,108.0,Family,6.7,82.0,100,"Dec 31, 2014",Horse Camp,250000,0,0,2014-12-31,2014
tt3436064,The Last Station,La última estación,2012,90.0,Documentary,7.6,10.0,25,"Jan 15, 2010",The Last Station,18000000,6617867,15696146,2010-01-15,2010
tt3444696,The Perfect Match,The Perfect Match,2013,87.0,"Biography,Documentary,Family",,,22,"Mar 11, 2016",The Perfect Match,5000000,9669521,10182050,2016-03-11,2016
tt3827944,The Perfect Match,The Perfect Match,2010,87.0,Romance,,,22,"Mar 11, 2016",The Perfect Match,5000000,9669521,10182050,2016-03-11,2016
tt4871980,The Perfect Match,The Perfect Match,2016,96.0,"Comedy,Romance",4.9,3052.0,22,"Mar 11, 2016",The Perfect Match,5000000,9669521,10182050,2016-03-11,2016
tt3450650,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",4.4,30828.0,60,"Apr 17, 2015",Paul Blart: Mall Cop 2,38000000,71091594,107650646,2015-04-17,2015
tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama",7.5,201943.0,52,"Jul 14, 2017",War for the Planet of the Apes,152000000,146880162,489592267,2017-07-14,2017
tt3453052,10 Days in a Madhouse,10 Days in a Madhouse,2015,111.0,Drama,6.7,1114.0,48,"Nov 11, 2015",10 Days in a Madhouse,12000000,14616,14616,2015-11-11,2015
tt3460252,The Hateful Eight,The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",7.8,434966.0,33,"Dec 25, 2015",The Hateful Eight,62000000,54117416,147864886,2015-12-25,2015
tt3464902,The Lobster,The Lobster,2015,119.0,"Comedy,Drama,Romance",7.1,182622.0,32,"Mar 25, 2016",The Lobster,4500000,9196278,18019834,2016-03-25,2016
tt3469046,Despicable Me 3,Despicable Me 3,2017,89.0,"Adventure,Animation,Comedy",6.3,92580.0,30,"Jun 30, 2017",Despicable Me 3,75000000,264624300,1034727750,2017-06-30,2017
tt3469440,Z Storm,Z fung bou,2014,92.0,"Action,Crime",5.4,612.0,64,"Aug 18, 2015",Z Storm,7000000,0,2053330,2015-08-18,2015
tt3470600,Sing,Sing,2016,108.0,"Animation,Comedy,Family",7.1,115951.0,29,"Dec 21, 2016",Sing,75000000,270329045,634454789,2016-12-21,2016
tt3480796,Vice,Vice,2015,96.0,"Action,Adventure,Sci-Fi",4.2,14436.0,100,"Dec 25, 2018",Vice,60000000,47836282,70883171,2018-12-25,2018
tt6266538,Vice,Vice,2018,132.0,"Biography,Comedy,Drama",7.2,72855.0,100,"Dec 25, 2018",Vice,60000000,47836282,70883171,2018-12-25,2018
tt3486626,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017,91.0,"Adventure,Animation,Comedy",5.5,4820.0,81,"Aug 11, 2017",The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,2017-08-11,2017
tt3498820,Captain America: Civil War,Captain America: Civil War,2016,147.0,"Action,Adventure,Sci-Fi",7.8,583507.0,17,"May 6, 2016",Captain America: Civil War,250000000,408084349,1140069413,2016-05-06,2016
tt3499458,The Walking Deceased,Walking with the Dead,2015,88.0,"Comedy,Horror",3.5,2914.0,96,"Mar 20, 2015",The Walking Deceased,2000000,0,0,2015-03-20,2015
tt3501632,Thor: Ragnarok,Thor: Ragnarok,2017,130.0,"Action,Adventure,Comedy",7.9,482995.0,82,"Nov 3, 2017",Thor: Ragnarok,180000000,315058289,846980024,2017-11-03,2017
tt3504048,Housebound,Housebound,2014,107.0,"Comedy,Horror,Mystery",6.8,29757.0,7,"Oct 17, 2014",Housebound,1500000,0,236863,2014-10-17,2014
tt3511596,Close Range,Close Range,2015,80.0,"Action,Crime",5.0,3974.0,74,"Dec 11, 2015",Close Range,3000000,0,0,2015-12-11,2015
tt3513086,40 Weeks,40 Weeks,2014,111.0,Documentary,,,45,"Dec 31, 2014",40 Weeks,900000,0,0,2014-12-31,2014
tt3521126,The Disaster Artist,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",7.4,111737.0,100,"Dec 1, 2017",The Disaster Artist,10000000,21120616,28717667,2017-12-01,2017
tt3521164,Moana,Moana,2016,107.0,"Adventure,Animation,Comedy",7.6,224253.0,62,"Nov 23, 2016",Moana,150000000,248757044,637517365,2016-11-23,2016
tt3522806,Mechanic: Resurrection,Mechanic: Resurrection,2016,98.0,"Action,Adventure,Thriller",5.7,67275.0,94,"Aug 26, 2016",Mechanic: Resurrection,40000000,21218403,109738840,2016-08-26,2016
tt3523348,Destiny,Destiny,2014,105.0,"Drama,Music,Romance",7.8,36.0,84,"Dec 31, 2014",Destiny,750000,0,450,2014-12-31,2014
tt3526286,#Horror,#Horror,2015,101.0,"Crime,Drama,Horror",3.0,3092.0,16,"Nov 20, 2015",#Horror,1500000,0,0,2015-11-20,2015
tt3530002,The Night Before,The Night Before,2015,101.0,"Adventure,Comedy,Fantasy",6.4,58455.0,6,"Nov 20, 2015",The Night Before,25000000,43035725,52427346,2015-11-20,2015
tt6006924,The Night Before,The Night Before,2017,81.0,Horror,4.7,150.0,6,"Nov 20, 2015",The Night Before,25000000,43035725,52427346,2015-11-20,2015
tt6353886,The Night Before,The Night Before,2015,86.0,Documentary,,,6,"Nov 20, 2015",The Night Before,25000000,43035725,52427346,2015-11-20,2015
tt3532216,American Made,American Made,2017,115.0,"Action,Biography,Comedy",7.2,131043.0,32,"Sep 29, 2017",American Made,50000000,51342000,135569212,2017-09-29,2017
tt3551400,Unnatural,Unnatural,2015,89.0,"Action,Horror,Sci-Fi",4.0,1590.0,73,"Dec 31, 2015",Unnatural,3000000,0,0,2015-12-31,2015
tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama",6.6,46265.0,6,"Mar 4, 2016",Whiskey Tango Foxtrot,35000000,23083334,25350747,2016-03-04,2016
tt3564472,Girls Trip,Girls Trip,2017,122.0,"Comedy,Drama",6.2,29321.0,36,"Jul 21, 2017",Girls Trip,28000000,115108515,140886353,2017-07-21,2017
tt3564748,UnDivided,UnDivided,2013,66.0,Documentary,8.4,8.0,99,"Feb 3, 2015",UnDivided,250000,0,0,2015-02-03,2015
tt3566698,Vaalu,Vaalu,2015,155.0,"Comedy,Romance",4.9,701.0,14,"Dec 31, 2015",Vaalu,1900000,0,12444,2015-12-31,2015
tt3566920,The Other Side of the Door,The Other Side of the Door,2014,90.0,Drama,3.8,5.0,49,"Mar 4, 2016",The Other Side of the Door,5000000,3000342,12905107,2016-03-04,2016
tt3702652,The Other Side of the Door,The Other Side of the Door,2016,96.0,Horror,5.3,15813.0,49,"Mar 4, 2016",The Other Side of the Door,5000000,3000342,12905107,2016-03-04,2016
tt3569356,Not Cool,Not Cool,2014,93.0,"Comedy,Drama,Romance",4.5,5089.0,69,"Sep 19, 2014",Not Cool,800000,35688,35688,2014-09-19,2014
tt3576728,Bilal: A New Breed of Hero,Bilal: A New Breed of Hero,2015,105.0,"Action,Adventure,Animation",8.0,16854.0,100,"Feb 2, 2018",Bilal: A New Breed of Hero,30000000,490973,648599,2018-02-02,2018
tt3581098,Perfect Cowboy,Perfect Cowboy,2014,109.0,Drama,5.9,37.0,41,"Nov 10, 2015",Perfect Cowboy,200000,0,0,2015-11-10,2015
tt3605418,Knock Knock,Knock Knock,2015,99.0,"Drama,Thriller",4.9,68328.0,62,"Oct 9, 2015",Knock Knock,2000000,36336,6328516,2015-10-09,2015
tt6096414,Knock Knock,Knock Knock,2017,55.0,Horror,6.0,10.0,62,"Oct 9, 2015",Knock Knock,2000000,36336,6328516,2015-10-09,2015
tt3606752,Cars 3,Cars 3,2017,102.0,"Adventure,Animation,Comedy",6.8,59408.0,5,"Jun 16, 2017",Cars 3,175000000,152901115,383541369,2017-06-16,2017
tt3606756,Incredibles 2,Incredibles 2,2018,118.0,"Action,Adventure,Animation",7.7,203510.0,44,"Jun 15, 2018",Incredibles 2,200000000,608581744,1242520711,2018-06-15,2018
tt3606888,A Street Cat Named Bob,A Street Cat Named Bob,2016,103.0,"Biography,Comedy,Drama",7.4,23204.0,31,"Nov 18, 2016",A Street Cat Named Bob,8000000,82703,17382693,2016-11-18,2016
tt3612616,Mommy,Mommy,2014,139.0,Drama,8.1,43020.0,1,"Jan 23, 2015",Mommy,4900000,3498695,17536004,2015-01-23,2015
tt5152894,Mommy,Mommy,2015,135.0,Drama,,,1,"Jan 23, 2015",Mommy,4900000,3498695,17536004,2015-01-23,2015
tt3614530,Jem and the Holograms,Jem and the Holograms,2015,118.0,"Adventure,Drama,Family",4.1,6683.0,53,"Oct 23, 2015",Jem and the Holograms,5000000,2184640,2368937,2015-10-23,2015
tt3622592,Paper Towns,Paper Towns,2015,109.0,"Comedy,Drama,Mystery",6.3,87742.0,68,"Jul 24, 2015",Paper Towns,12000000,32000304,85450484,2015-07-24,2015
tt3623726,Ricki and the Flash,Ricki and the Flash,2015,101.0,"Comedy,Drama,Music",5.9,20932.0,95,"Aug 7, 2015",Ricki and the Flash,18000000,26839498,41166033,2015-08-07,2015
tt3626436,Mutant World,Mutant World,2014,82.0,Sci-Fi,2.8,587.0,15,"May 26, 2015",Mutant World,1500000,0,0,2015-05-26,2015
tt3628584,Barbershop: The Next Cut,Barbershop: The Next Cut,2016,111.0,"Comedy,Drama",5.9,13306.0,22,"Apr 15, 2016",Barbershop: The Next Cut,20000000,54030051,54404202,2016-04-15,2016
tt3640424,Allied,Allied,2016,124.0,"Action,Drama,Romance",7.1,125741.0,47,"Nov 23, 2016",Allied,106000000,40098064,119266661,2016-11-23,2016
tt3658772,Misconduct,Misconduct,2016,106.0,"Crime,Drama,Mystery",5.3,13550.0,15,"Feb 5, 2016",Misconduct,11000000,0,2352511,2016-02-05,2016
tt3659388,The Martian,The Martian,2015,144.0,"Adventure,Drama,Sci-Fi",8.0,680116.0,46,"Oct 2, 2015",The Martian,108000000,228433663,655271443,2015-10-02,2015
tt3666210,H.,H.,2014,93.0,"Drama,Sci-Fi,Thriller",5.9,443.0,42,"Dec 31, 2014",H.,200000,0,0,2014-12-31,2014
tt3669462,Bodom,Bodom,2014,65.0,"Horror,Mystery,Thriller",5.6,308.0,54,"Dec 31, 2016",Bodom,1250000,0,726460,2016-12-31,2016
tt3682448,Bridge of Spies,Bridge of Spies,2015,142.0,"Drama,History,Thriller",7.6,263004.0,10,"Oct 16, 2015",Bridge of Spies,40000000,72313754,162498338,2015-10-16,2015
tt3683702,Fugly,Fugly,2014,134.0,"Drama,Thriller",4.7,920.0,56,"Nov 7, 2014",Fugly,4500000,0,0,2014-11-07,2014
tt3687310,Criminal Activities,Criminal Activities,2015,94.0,"Crime,Drama,Thriller",5.8,7739.0,67,"Nov 20, 2015",Criminal Activities,7000000,0,386744,2015-11-20,2015
tt3691740,The BFG,The BFG,2016,117.0,"Adventure,Family,Fantasy",6.4,69340.0,17,"Jul 1, 2016",The BFG,140000000,55483770,199646680,2016-07-01,2016
tt3702088,Daisy Winters,Daisy Winters,2017,90.0,Drama,6.8,68.0,59,"Dec 1, 2017",Daisy Winters,4500000,0,0,2017-12-01,2017
tt3707106,By the Sea,By the Sea,2015,122.0,"Drama,Romance",5.3,16206.0,97,"Nov 13, 2015",By the Sea,20000000,538460,3727746,2015-11-13,2015
tt4301034,By the Sea,A Orillas del Mar,2016,80.0,Drama,8.0,33.0,97,"Nov 13, 2015",By the Sea,20000000,538460,3727746,2015-11-13,2015
tt3713166,Unfriended,Unfriended,2014,83.0,"Horror,Mystery,Thriller",5.6,62043.0,14,"Apr 17, 2015",Unfriended,1000000,32789645,64364198,2015-04-17,2015
tt3717252,Underworld: Blood Wars,Underworld: Blood Wars,2016,91.0,"Action,Adventure,Fantasy",5.8,62942.0,91,"Jan 6, 2017",Underworld: Blood Wars,35000000,30353973,81209222,2017-01-06,2017
tt3717490,Power Rangers,Power Rangers,2017,124.0,"Action,Adventure,Sci-Fi",6.0,92013.0,94,"Mar 24, 2017",Power Rangers,120000000,85364450,142531552,2017-03-24,2017
tt3719896,My All-American,My All-American,2015,118.0,"Biography,Drama,Sport",7.2,5058.0,85,"Nov 13, 2015",My All-American,20000000,2246000,2246000,2015-11-13,2015
tt3721936,American Honey,American Honey,2016,163.0,"Adventure,Drama,Romance",7.0,31663.0,15,"Sep 30, 2016",American Honey,3500000,663247,2611750,2016-09-30,2016
tt3721958,Irreplaceable,Irreplaceable,2014,109.0,Documentary,7.5,30.0,20,"Feb 24, 2015",Irreplaceable,600000,0,0,2015-02-24,2015
tt5078326,Irreplaceable,Médecin de campagne,2016,102.0,"Comedy,Drama",6.5,2360.0,20,"Feb 24, 2015",Irreplaceable,600000,0,0,2015-02-24,2015
tt5274738,Irreplaceable,Irreplaceable,2015,61.0,Drama,,,20,"Feb 24, 2015",Irreplaceable,600000,0,0,2015-02-24,2015
tt3722070,The Lady in the Van,The Lady in the Van,2015,104.0,"Biography,Comedy,Drama",6.7,23105.0,47,"Jan 15, 2016",The Lady in the Van,6000000,10021175,42320503,2016-01-15,2016
tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",6.6,237720.0,78,"Mar 10, 2017",Kong: Skull Island,185000000,168052812,561072059,2017-03-10,2017
tt3741700,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,132.0,"Action,Adventure,Fantasy",6.7,36479.0,25,"May 31, 2019",Godzilla: King of the Monsters,170000000,85576941,299276941,2019-05-31,2019
tt3748528,Rogue One: A Star Wars Story,Rogue One,2016,133.0,"Action,Adventure,Sci-Fi",7.8,478592.0,45,"Dec 16, 2016",Rogue One: A Star Wars Story,200000000,532177324,1049102856,2016-12-16,2016
tt3760922,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,2016,94.0,"Comedy,Romance",6.0,25933.0,77,"Mar 25, 2016",My Big Fat Greek Wedding 2,18000000,59689605,92096558,2016-03-25,2016
tt3766354,The Equalizer 2,The Equalizer 2,2018,121.0,"Action,Crime,Thriller",6.7,97963.0,21,"Jul 20, 2018",The Equalizer 2,77000000,102084362,190453132,2018-07-20,2018
tt3774114,Snowden,Snowden,2016,134.0,"Biography,Drama,Thriller",7.3,119149.0,79,"Sep 16, 2016",Snowden,50000000,21587519,35380918,2016-09-16,2016
tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018,135.0,"Action,Adventure,Fantasy",7.0,226243.0,12,"May 25, 2018",Solo: A Star Wars Story,275000000,213767512,393151347,2018-05-25,2018
tt3783958,La La Land,La La Land,2016,128.0,"Comedy,Drama,Music",8.0,436070.0,92,"Dec 9, 2016",La La Land,20000000,151101803,426351163,2016-12-09,2016
tt3787590,We Are Your Friends,We Are Your Friends,2015,96.0,"Drama,Music,Romance",6.2,32327.0,20,"Aug 28, 2015",We Are Your Friends,2000000,3591417,10153415,2015-08-28,2015
tt3799694,The Nice Guys,The Nice Guys,2016,116.0,"Action,Comedy,Crime",7.4,240337.0,56,"May 20, 2016",The Nice Guys,50000000,36261763,59596747,2016-05-20,2016
tt3813310,Cop Car,Cop Car,2015,88.0,"Crime,Thriller",6.3,27081.0,71,"Aug 7, 2015",Cop Car,5000000,134552,143658,2015-08-07,2015
tt3829266,The Predator,The Predator,2018,107.0,"Action,Adventure,Sci-Fi",5.4,94888.0,84,"Sep 14, 2018",The Predator,88000000,51024708,159487563,2018-09-14,2018
tt3829920,Only the Brave,Only the Brave,2017,134.0,"Action,Biography,Drama",7.7,45482.0,75,"Oct 20, 2017",Only the Brave,38000000,18340051,24555177,2017-10-20,2017
tt3832914,War Room,War Room,2015,120.0,Drama,6.5,11716.0,66,"Aug 28, 2015",War Room,3000000,67790117,73975239,2015-08-28,2015
tt3835080,31,31,2016,102.0,"Horror,Thriller",5.1,15055.0,85,"Oct 21, 2016",31,1500000,779820,922727,2016-10-21,2016
tt3838992,Yoga Hosers,Yoga Hosers,2016,88.0,"Action,Comedy,Fantasy",4.3,10483.0,86,"Sep 2, 2016",Yoga Hosers,5000000,0,22958,2016-09-02,2016
tt3847958,Happy 40th,Happy 40th,2015,100.0,Drama,6.3,51.0,36,"Dec 31, 2014",Happy 40th,35000,0,0,2014-12-31,2014
tt3850214,Dope,Dope,2015,103.0,"Comedy,Crime,Drama",7.2,76557.0,11,"Jun 19, 2015",Dope,7000000,17506470,18190831,2015-06-19,2015
tt3850590,Krampus,Krampus,2015,98.0,"Comedy,Fantasy,Horror",6.2,55400.0,28,"Dec 4, 2015",Krampus,15000000,42725475,61788393,2015-12-04,2015
tt3859304,The Bronze,The Bronze,2015,100.0,"Comedy,Drama,Sport",6.0,9043.0,16,"Mar 18, 2016",The Bronze,3500000,615816,615816,2016-03-18,2016
tt3861390,Dumbo,Dumbo,2019,112.0,"Adventure,Family,Fantasy",6.6,25072.0,22,"Mar 29, 2019",Dumbo,170000000,113883318,345004422,2019-03-29,2019
tt3862750,The Perfect Guy,The Perfect Guy,2015,100.0,"Crime,Drama,Horror",5.6,8998.0,78,"Sep 11, 2015",The Perfect Guy,18000000,57027435,60278166,2015-09-11,2015
tt3863552,Bajrangi Bhaijaan,Bajrangi Bhaijaan,2015,163.0,"Action,Comedy,Drama",8.0,63747.0,86,"Jul 17, 2015",Bajrangi Bhaijaan,13000000,8178001,121778347,2015-07-17,2015
tt3874544,The Boss Baby,The Boss Baby,2017,97.0,"Adventure,Animation,Comedy",6.3,93730.0,71,"Mar 31, 2017",The Boss Baby,125000000,175003033,510878762,2017-03-31,2017
tt3881784,Stronger,Stronger,2017,119.0,"Biography,Drama",7.0,33464.0,90,"Sep 22, 2017",Stronger,30000000,4211129,8786752,2017-09-22,2017
tt5738152,Stronger,Stronger,2017,125.0,Drama,6.8,22.0,90,"Sep 22, 2017",Stronger,30000000,4211129,8786752,2017-09-22,2017
tt7130472,Stronger,Stronger,2016,47.0,"Action,Sport",8.4,8.0,90,"Sep 22, 2017",Stronger,30000000,4211129,8786752,2017-09-22,2017
tt3890160,Baby Driver,Baby Driver,2017,113.0,"Action,Crime,Drama",7.6,363977.0,59,"Jun 28, 2017",Baby Driver,34000000,107825862,228104185,2017-06-28,2017
tt3892618,Alleluia! The Devil's Carnival,Alleluia! The Devil's Carnival,2016,97.0,"Horror,Musical",6.9,534.0,87,"Aug 11, 2015",Alleluia! The Devil's Carnival,500000,0,0,2015-08-11,2015
tt3922818,The Space Between Us,The Space Between Us,2017,120.0,"Adventure,Drama,Romance",6.4,41031.0,84,"Feb 3, 2017",The Space Between Us,30000000,7885294,16481405,2017-02-03,2017
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,"Action,Adventure,Comedy",6.0,77234.0,32,"Jun 3, 2016",Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,2016-06-03,2016
tt3960412,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,2016,87.0,"Comedy,Music",6.7,47278.0,47,"Jun 3, 2016",Popstar: Never Stop Never Stopping,20000000,9496130,9537120,2016-06-03,2016
tt3966404,Mustang,Mustang,2015,97.0,Drama,7.6,30899.0,21,"Nov 20, 2015",Mustang,1400000,845464,5552584,2015-11-20,2015
tt3973612,Stories of Our Lives,Stories of Our Lives,2014,60.0,Drama,7.5,85.0,62,"Dec 31, 2014",Stories of Our Lives,15000,0,0,2014-12-31,2014
tt3976258,Amidst the Devil's Wings,Amidst the Devil's Wings,2014,90.0,"Action,Crime,Drama",4.0,33.0,66,"Dec 8, 2015",Amidst the Devil's Wings,300000,0,0,2015-12-08,2015
tt4003774,Meet the Mormons,Meet the Mormons,2014,78.0,Documentary,6.9,1897.0,9,"Oct 10, 2014",Meet the Mormons,2000000,6047363,6049171,2014-10-10,2014
