tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_datetime,datetime_year
tt0249516,Foodfight!,Foodfight!,2012,91.0,"Action,Animation,Comedy",1.9,8248.0,26,"Dec 31, 2012",Foodfight!,45000000,0,73706,2012-12-31,2012
tt0326592,The Overnight,The Overnight,2010,88.0,MISSING,7.5,24.0,21,"Jun 19, 2015",The Overnight,200000,1109808,1165996,2015-06-19,2015
tt3844362,The Overnight,The Overnight,2015,79.0,"Comedy,Mystery",6.1,14828.0,21,"Jun 19, 2015",The Overnight,200000,1109808,1165996,2015-06-19,2015
tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",6.1,37886.0,17,"Mar 22, 2013",On the Road,25000000,720828,9313302,2013-03-22,2013
tt2404548,On the Road,On the Road,2011,90.0,Drama,,,17,"Mar 22, 2013",On the Road,25000000,720828,9313302,2013-03-22,2013
tt3872966,On the Road,On the Road,2013,87.0,Documentary,,,17,"Mar 22, 2013",On the Road,25000000,720828,9313302,2013-03-22,2013
tt4339118,On the Road,On the Road,2014,89.0,Drama,6.0,6.0,17,"Mar 22, 2013",On the Road,25000000,720828,9313302,2013-03-22,2013
tt5389486,On the Road,On the Road,2015,39.0,Documentary,,,17,"Mar 22, 2013",On the Road,25000000,720828,9313302,2013-03-22,2013
tt5647250,On the Road,On the Road,2016,121.0,Drama,5.7,127.0,17,"Mar 22, 2013",On the Road,25000000,720828,9313302,2013-03-22,2013
tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",7.3,275300.0,37,"Dec 25, 2013",The Secret Life of Walter Mitty,91000000,58236838,187861183,2013-12-25,2013
tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",6.5,105116.0,67,"Sep 19, 2014",A Walk Among the Tombstones,28000000,26017685,62108587,2014-09-19,2014
tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,34,"Jun 12, 2015",Jurassic World,215000000,652270625,1648854864,2015-06-12,2015
tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",6.2,94787.0,16,"Oct 28, 2011",The Rum Diary,45000000,13109815,21544732,2011-10-28,2011
tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",5.1,28570.0,4,"Apr 13, 2012",The Three Stooges,30000000,44338224,54052249,2012-04-13,2012
tt0393049,Anderson's Cross,Anderson's Cross,2010,98.0,"Comedy,Drama,Romance",5.5,106.0,65,"Dec 31, 2010",Anderson's Cross,300000,0,0,2010-12-31,2010
tt0398286,Tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366.0,15,"Nov 24, 2010",Tangled,260000000,200821936,586477240,2010-11-24,2010
tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,14,"Mar 9, 2012",John Carter,275000000,73058679,282778100,2012-03-09,2012
tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,5.9,91546.0,51,"Jul 30, 2010",Dinner for Schmucks,69000000,73026337,86796502,2010-07-30,2010
tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",6.8,235256.0,32,"Jun 11, 2010",The A-Team,110000000,77222099,177241171,2010-06-11,2010
tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649.0,81,"Aug 31, 2012",The Possession,14000000,49130588,82925064,2012-08-31,2012
tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534.0,31,"Oct 7, 2011",Real Steel,110000000,85463309,263880341,2011-10-07,2011
tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",6.5,104999.0,2,"Aug 15, 2014",The Giver,25000000,45090374,66540205,2014-08-15,2014
tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218.0,47,"Jun 18, 2010",Toy Story 3,200000000,415004880,1068879522,2010-06-18,2010
tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi",7.5,88207.0,24,"Feb 14, 2019",Alita: Battle Angel,170000000,85710210,402976036,2019-02-14,2019
tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701.0,73,"Nov 9, 2012",Lincoln,65000000,182207973,273346281,2012-11-09,2012
tt3784440,Lincoln,Lincoln,2014,17.0,"Biography,Documentary,History",,,73,"Nov 9, 2012",Lincoln,65000000,182207973,273346281,2012-11-09,2012
tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",6.8,45181.0,52,"Sep 4, 2015",Before We Go,3000000,37151,483938,2015-09-04,2015
tt4453750,Before We Go,Before We Go,2014,84.0,"Documentary,Drama,News",7.0,22.0,52,"Sep 4, 2015",Before We Go,3000000,37151,483938,2015-09-04,2015
tt0443533,The History of Love,The History of Love,2016,134.0,"Drama,Romance,War",6.3,1024.0,12,"Nov 18, 2016",The History of Love,20000000,0,476624,2016-11-18,2016
tt0448115,Shazam!,Shazam!,2019,132.0,"Action,Adventure,Comedy",7.4,109051.0,97,"Apr 5, 2019",Shazam!,85000000,139606856,362899733,2019-04-05,2019
tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,133355.0,46,"Oct 28, 2011",Puss in Boots,130000000,149260504,554987477,2011-10-28,2011
tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527.0,55,"Jun 2, 2017",Wonder Woman,150000000,412563408,821133378,2017-06-02,2017
tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,4.2,20.0,55,"Jun 2, 2017",Wonder Woman,150000000,412563408,821133378,2017-06-02,2017
tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",6.9,13.0,55,"Jun 2, 2017",Wonder Woman,150000000,412563408,821133378,2017-06-02,2017
tt0453562,42,42,2013,128.0,"Biography,Drama,Sport",7.5,77703.0,22,"Apr 12, 2013",42,31000000,95020213,97470701,2013-04-12,2013
tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836.0,88,"Nov 21, 2012",Life of Pi,120000000,124987022,620912003,2012-11-21,2012
tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465.0,36,"Feb 26, 2010",The Crazies,19000000,39123589,56445534,2010-02-26,2010
tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302.0,96,"Sep 26, 2014",The Equalizer,55000000,101530738,192903624,2014-09-26,2014
tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137.0,10,"Jul 22, 2011",Captain America: The First Avenger,140000000,176654505,370569776,2011-07-22,2011
tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,102.0,"Crime,Thriller",6.5,140666.0,16,"Aug 22, 2014",Sin City: A Dame to Kill For,65000000,13757804,40650842,2014-08-22,2014
tt0464054,House at the End of the Drive,House at the End of the Drive,2014,91.0,"Horror,Thriller",6.5,331.0,28,"Dec 31, 2014",House at the End of the Drive,1400000,0,0,2014-12-31,2014
tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327.0,52,"Aug 20, 2010",Piranha 3D,24000000,25003155,83660160,2010-08-20,2010
tt0466893,Margaret,Margaret,2011,150.0,Drama,6.5,14708.0,27,"Sep 30, 2011",Margaret,14000000,47185,623292,2011-09-30,2011
tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,424542.0,72,"Apr 10, 2015",Ex Machina,13000000,25440971,38358392,2015-04-10,2015
tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102.0,5,"Nov 4, 2011",Tower Heist,85000000,78046570,150422946,2011-11-04,2011
tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577.0,20,"Jul 29, 2011",The Smurfs,110000000,142614158,563749323,2011-07-29,2011
tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254.0,42,"Jan 28, 2011",The Mechanic,42500000,29121498,76347393,2011-01-28,2011
tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",6.3,111422.0,22,"Feb 5, 2016","Hail, Caesar!",22000000,30080225,64160680,2016-02-05,2016
tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019.0,19,"Nov 12, 2010",Unstoppable,95000000,81562942,165720921,2010-11-12,2010
tt2951338,Unstoppable,Unstoppable,2015,53.0,"Biography,Documentary,History",,,19,"Nov 12, 2010",Unstoppable,95000000,81562942,165720921,2010-11-12,2010
tt3070502,Unstoppable,Unstoppable,2013,65.0,Documentary,4.3,551.0,19,"Nov 12, 2010",Unstoppable,95000000,81562942,165720921,2010-11-12,2010
tt7098772,Unstoppable,Unstoppable,2017,12.0,Documentary,,,19,"Nov 12, 2010",Unstoppable,95000000,81562942,165720921,2010-11-12,2010
tt9225192,Unstoppable,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576.0,19,"Nov 12, 2010",Unstoppable,95000000,81562942,165720921,2010-11-12,2010
tt9499562,Unstoppable,Unstoppable,2017,52.0,Documentary,,,19,"Nov 12, 2010",Unstoppable,95000000,81562942,165720921,2010-11-12,2010
tt9906218,Unstoppable,Unstoppable,2019,84.0,Documentary,8.1,8.0,19,"Nov 12, 2010",Unstoppable,95000000,81562942,165720921,2010-11-12,2010
tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266.0,24,"May 27, 2011",The Tree of Life,35000000,13305665,61721826,2011-05-27,2011
tt8991250,The Tree of Life,The Tree of Life,2018,60.0,Documentary,,,24,"May 27, 2011",The Tree of Life,35000000,13305665,61721826,2011-05-27,2011
tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",7.3,501213.0,43,"Jul 17, 2015",Ant-Man,130000000,180202163,518858449,2015-07-17,2015
tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777.0,89,"Jan 7, 2011",Season of the Witch,40000000,24827228,91126600,2011-01-07,2011
tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876.0,44,"Apr 23, 2010",The Losers,25000000,23591432,29863840,2010-04-23,2010
tt3746918,The Losers,The Losers,2013,112.0,Drama,1.7,70.0,44,"Apr 23, 2010",The Losers,25000000,23591432,29863840,2010-04-23,2010
tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775.0,57,"Feb 25, 2011",Hall Pass,68000000,45060734,87173475,2011-02-25,2011
tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",7.2,176699.0,26,"Mar 22, 2013",The Croods,135000000,187168425,573068425,2013-03-22,2013
tt0482461,Barry Munday,Barry Munday,2010,95.0,"Comedy,Drama,Romance",5.9,3846.0,61,"Oct 1, 2010",Barry Munday,3000000,0,0,2010-10-01,2010
tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815.0,61,"Jan 20, 2012",Red Tails,58000000,49876377,50365498,2012-01-20,2012
tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History",7.2,85242.0,42,"Dec 23, 2016",Silence,46500000,7100177,23726626,2016-12-23,2016
tt1731755,Silence,Hiljaisuus,2011,110.0,"Drama,War",6.7,373.0,42,"Dec 23, 2016",Silence,46500000,7100177,23726626,2016-12-23,2016
tt2275949,Silence,Silence,2012,87.0,Drama,6.7,174.0,42,"Dec 23, 2016",Silence,46500000,7100177,23726626,2016-12-23,2016
tt2619946,Silence,Silence,2014,90.0,Thriller,,,42,"Dec 23, 2016",Silence,46500000,7100177,23726626,2016-12-23,2016
tt3181390,Silence,Silence,2012,7.0,"Biography,Documentary",,,42,"Dec 23, 2016",Silence,46500000,7100177,23726626,2016-12-23,2016
tt3194744,Silence,Silence,2013,66.0,Drama,,,42,"Dec 23, 2016",Silence,46500000,7100177,23726626,2016-12-23,2016
tt3425108,Silence,Silence,2013,120.0,"Drama,Thriller",4.6,170.0,42,"Dec 23, 2016",Silence,46500000,7100177,23726626,2016-12-23,2016
tt8282116,Silence,Silence,2018,90.0,Drama,,,42,"Dec 23, 2016",Silence,46500000,7100177,23726626,2016-12-23,2016
tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314.0,72,"May 6, 2011",Something Borrowed,35000000,39046489,65084116,2011-05-06,2011
tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",6.2,15037.0,8,"Sep 1, 2017",Tulip Fever,25000000,2455635,6792768,2017-09-01,2017
tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700.0,17,"Apr 30, 2010",Furry Vengeance,35000000,17630465,39340177,2010-04-30,2010
tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086.0,60,"Jul 23, 2010",Ramona and Beezus,15000000,26167002,27469621,2010-07-23,2010
tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151.0,38,"Feb 3, 2017",Rings,25000000,27793018,82917283,2017-02-03,2017
tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387.0,1,"Mar 9, 2012",A Thousand Words,40000000,18450127,20790486,2012-03-09,2012
tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922.0,24,"Sep 30, 2011",What's Your Number?,20000000,14011084,30163785,2011-09-30,2011
tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",8.5,29725.0,18,"Aug 24, 2012",Samsara,4000000,2672413,5966671,2012-08-24,2012
tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,29,"Jun 14, 2013",Man of Steel,225000000,291045518,667999518,2013-06-14,2013
tt0780504,Drive,Drive,2011,100.0,"Crime,Drama",7.8,521495.0,36,"Sep 16, 2011",Drive,15000000,35060689,81357930,2011-09-16,2011
tt1709105,Drive,Drive,2010,55.0,Documentary,6.3,20.0,36,"Sep 16, 2011",Drive,15000000,35060689,81357930,2011-09-16,2011
tt4824222,Drive,Drive,2018,84.0,Drama,,,36,"Sep 16, 2011",Drive,15000000,35060689,81357930,2011-09-16,2011
tt6593054,Drive,Drive,2019,147.0,"Action,Crime,Drama",,,36,"Sep 16, 2011",Drive,15000000,35060689,81357930,2011-09-16,2011
tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873.0,91,"Feb 12, 2010",The Wolfman,150000000,62189884,142634358,2010-02-12,2010
tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",6.8,50763.0,94,"Sep 26, 2014",The Boxtrolls,60000000,50837305,111946251,2014-09-26,2014
tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",7.2,43575.0,67,"Apr 29, 2016",The Man Who Knew Infinity,10000000,3877922,12382122,2016-04-29,2016
tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549.0,7,"Mar 15, 2013",The Incredible Burt Wonderstone,32000000,22537881,27392609,2013-03-15,2013
tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462.0,73,"Nov 1, 2013",Dallas Buyers Club,5000000,27298285,60611845,2013-11-01,2013
tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547.0,68,"Dec 21, 2012",Jack Reacher,60000000,80070736,217370736,2012-12-21,2012
tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,109078.0,55,"Jul 19, 2013",R.I.P.D.,130000000,33618855,79076678,2013-07-19,2013
tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",5.8,256176.0,72,"Apr 1, 2010",Clash of the Titans,125000000,163214888,493214888,2010-04-01,2010
tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264.0,70,"May 6, 2011",Thor,150000000,181030624,449326618,2011-05-06,2011
tt0803061,Red Dog,Red Dog,2011,92.0,"Biography,Comedy,Drama",7.4,15357.0,67,"Dec 31, 2011",Red Dog,9100000,0,20927794,2011-12-31,2011
tt4706780,Red Dog,Pyos Ryzhiy,2016,99.0,"Action,Drama,History",7.2,25.0,67,"Dec 31, 2011",Red Dog,9100000,0,20927794,2011-12-31,2011
tt9577334,Red Dog,Red Dog,2019,105.0,Documentary,,,67,"Dec 31, 2011",Red Dog,9100000,0,20927794,2011-12-31,2011
tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557.0,46,"Jun 10, 2016",Warcraft,160000000,47225655,425522281,2016-06-10,2016
tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583.0,1,"Oct 8, 2010",It's Kind of a Funny Story,8000000,6363628,6632950,2010-10-08,2010
tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653.0,100,"Dec 14, 2018",The Mule,50000000,103804407,170857676,2018-12-14,2018
tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788.0,100,"Dec 14, 2018",The Mule,50000000,103804407,170857676,2018-12-14,2018
tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",7.1,58955.0,100,"Dec 14, 2018",The Mule,50000000,103804407,170857676,2018-12-14,2018
tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939.0,23,"Jan 22, 2010",Tooth Fairy,48000000,60022256,112610386,2010-01-22,2010
tt7906260,Tooth Fairy,Toof,2019,86.0,Horror,2.6,64.0,23,"Jan 22, 2010",Tooth Fairy,48000000,60022256,112610386,2010-01-22,2010
tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361.0,11,"Nov 11, 2011",Jack and Jill,79000000,74158157,150519217,2011-11-11,2011
tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393.0,48,"Mar 4, 2011",Take Me Home Tonight,19000000,6928068,7576604,2011-03-04,2011
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",5.9,165108.0,17,"Feb 12, 2010",Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,2010-02-12,2010
tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245.0,62,"Mar 12, 2010",She's Out of My League,20000000,32010860,48680977,2010-03-12,2010
tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",7.6,119023.0,41,"Nov 8, 2013",The Book Thief,19000000,21488481,76086711,2013-11-08,2013
tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",5.2,90834.0,76,"Aug 19, 2011",Conan the Barbarian,90000000,21295021,63356133,2011-08-19,2011
tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,32,"Nov 5, 2014",Interstellar,165000000,188017894,666379375,2014-11-05,2014
tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751.0,69,"Jun 21, 2013",World War Z,190000000,202359711,531514650,2013-06-21,2013
tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937.0,22,"Aug 6, 2010",Flipped,14000000,1755212,4289993,2010-08-06,2010
tt2388050,Flipped,Flipped,2015,90.0,"Drama,Thriller",6.0,440.0,22,"Aug 6, 2010",Flipped,14000000,1755212,4289993,2010-08-06,2010
tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171.0,70,"Feb 12, 2010",Valentine's Day,52000000,110485654,217569328,2010-02-12,2010
tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320.0,29,"May 13, 2011",Priest,60000000,29136626,84154026,2011-05-13,2011
tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",6.3,164829.0,21,"Oct 10, 2014",Dracula Untold,70000000,55991880,220241723,2014-10-10,2014
tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",6.4,350687.0,41,"May 16, 2014",Godzilla,160000000,200676069,529076069,2014-05-16,2014
tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",7.1,204571.0,96,"Sep 28, 2012",Hotel Transylvania,85000000,148313048,378505812,2012-09-28,2012
tt0837563,Pet Sematary,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller",6.0,34472.0,61,"Apr 5, 2019",Pet Sematary,21000000,54724696,109501146,2019-04-05,2019
tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",7.6,322524.0,92,"Sep 17, 2010",The Town,37000000,92186262,152566881,2010-09-17,2010
tt6259458,The Town,The Town,2012,101.0,Horror,,,92,"Sep 17, 2010",The Town,37000000,92186262,152566881,2010-09-17,2010
tt0842926,The Kids Are All Right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656.0,87,"Jul 9, 2010",The Kids Are All Right,4000000,20811365,36275469,2010-07-09,2010
tt0848228,The Avengers,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655.0,27,"May 4, 2012",The Avengers,225000000,623279547,1517935897,2012-05-04,2012
tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",6.7,95318.0,77,"May 24, 2013",Epic,100000000,107518682,262794441,2013-05-24,2013
tt0850709,Risen,Risen,2010,121.0,"Biography,Drama",5.3,182.0,48,"Feb 19, 2016",Risen,20000000,36880033,46255763,2016-02-19,2016
tt3231054,Risen,Risen,2016,107.0,"Action,Adventure,Drama",6.3,22813.0,48,"Feb 19, 2016",Risen,20000000,36880033,46255763,2016-02-19,2016
tt0857190,The Sweeney,The Sweeney,2012,112.0,"Action,Crime,Drama",6.1,18095.0,53,"Mar 1, 2013",The Sweeney,4500000,26345,8000366,2013-03-01,2013
tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy",6.8,57277.0,1,"Mar 7, 2014",Mr. Peabody & Sherman,145000000,111506430,269806430,2014-03-07,2014
tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381.0,68,"Oct 8, 2010",My Soul to Take,25000000,14744435,16727470,2010-10-08,2010
tt0873886,Red State,Red State,2011,88.0,"Action,Crime,Horror",6.2,59266.0,22,"Sep 23, 2011",Red State,4000000,1065429,1983596,2011-09-23,2011
tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",6.6,10652.0,15,"Apr 30, 2010",Please Give,3000000,4033574,4570178,2010-04-30,2010
tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",5.8,77709.0,67,"Aug 13, 2010",Eat Pray Love,60000000,80574010,206598789,2010-08-13,2010
tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318.0,45,"Feb 4, 2011",Sanctum,30000000,23209310,108957098,2011-02-04,2011
tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,26,"Feb 22, 2013",Snitch,15000000,42930462,57907734,2013-02-22,2013
tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142.0,52,"Dec 31, 2012",Snitch,850000,0,0,2012-12-31,2012
tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,6.7,66893.0,73,"Jan 16, 2015",The Wedding Ringer,23000000,64460211,80171596,2015-01-16,2015
tt0889573,The Switch,The Switch,2010,101.0,"Comedy,Drama,Romance",6.1,90661.0,39,"Aug 20, 2010",The Switch,19000000,27758465,49858465,2010-08-20,2010
tt0892318,Letters to Juliet,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama",6.6,86137.0,89,"May 14, 2010",Letters to Juliet,30000000,53032453,82148538,2010-05-14,2010
tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299.0,30,"Mar 26, 2010",How to Train Your Dragon,165000000,217581232,494870992,2010-03-26,2010
tt0892791,Shrek Forever After,Shrek Forever After,2010,93.0,"Adventure,Animation,Comedy",6.3,167532.0,27,"May 21, 2010",Shrek Forever After,165000000,238736787,756244673,2010-05-21,2010
tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169.0,"Adventure,Family,Fantasy",7.9,719629.0,19,"Dec 14, 2012",The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,2012-12-14,2012
tt0905372,The Thing,The Thing,2011,103.0,"Horror,Mystery,Sci-Fi",6.2,111900.0,77,"Oct 14, 2011",The Thing,38000000,16999934,27573078,2011-10-14,2011
tt7520556,The Thing,The Thing,2017,5.0,Documentary,,,77,"Oct 14, 2011",The Thing,38000000,16999934,27573078,2011-10-14,2011
tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,110.0,"Action,Adventure,Drama",6.3,150154.0,88,"Jul 1, 2016",The Legend of Tarzan,180000000,126643061,348902025,2016-07-01,2016
tt0923653,The Dead Undead,The Dead Undead,2010,89.0,"Action,Horror,Sci-Fi",3.0,791.0,7,"Dec 31, 2010",The Dead Undead,1100000,0,0,2010-12-31,2010
tt0935075,Rabbit Hole,Rabbit Hole,2010,91.0,Drama,7.0,45357.0,52,"Dec 17, 2010",Rabbit Hole,5000000,2229058,6205034,2010-12-17,2010
tt0938283,The Last Airbender,The Last Airbender,2010,103.0,"Action,Adventure,Family",4.1,137734.0,83,"Jul 1, 2010",The Last Airbender,150000000,131772187,319713881,2010-07-01,2010
tt0938305,Freaky Deaky,Freaky Deaky,2012,90.0,"Comedy,Crime,Thriller",6.1,6088.0,94,"Dec 31, 2011",Freaky Deaky,6000000,0,0,2011-12-31,2011
tt0944835,Salt,Salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204.0,50,"Jul 23, 2010",Salt,130000000,118311368,290650494,2010-07-23,2010
tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036.0,96,"Apr 1, 2011",Source Code,32000000,54712227,140428499,2011-04-01,2011
tt0947798,Black Swan,Black Swan,2010,108.0,"Drama,Thriller",8.0,648854.0,46,"Dec 3, 2010",Black Swan,13000000,106954678,331266710,2010-12-03,2010
tt0947810,Green Zone,Green Zone,2010,115.0,"Action,Drama,Thriller",6.8,122132.0,98,"Mar 12, 2010",Green Zone,100000000,35497337,97523020,2010-03-12,2010
tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632.0,31,"Jul 3, 2012",The Amazing Spider-Man,220000000,262030663,757890267,2012-07-03,2012
tt0954947,The Killer Inside Me,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",6.1,31727.0,11,"Jun 18, 2010",The Killer Inside Me,13000000,217277,3617277,2010-06-18,2010
