,tconst,primary_title,original_title_x,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date_x,movie,production_budget,domestic_gross,worldwide_gross,release_year,genre_ids,tmdb_id,original_language,original_title_y,popularity,release_date_y,title,vote_average,vote_count
0,tt0249516,Foodfight!,Foodfight!,2012,91.0,"Action,Animation,Comedy",1.9,8248.0,26,2012-12-31,Foodfight!,45000000,0,73706,2012,"[16, 28, 35, 10751]",116977,en,Foodfight!,4.705,2013-05-07,Foodfight!,2.1,46
1,tt0326592,The Overnight,The Overnight,2010,88.0,MISSING,7.5,24.0,21,2015-06-19,The Overnight,200000,1109808,1165996,2015,"[9648, 35]",308024,en,The Overnight,6.5760000000000005,2015-06-19,The Overnight,6.0,200
2,tt3844362,The Overnight,The Overnight,2015,79.0,"Comedy,Mystery",6.1,14828.0,21,2015-06-19,The Overnight,200000,1109808,1165996,2015,"[9648, 35]",308024,en,The Overnight,6.5760000000000005,2015-06-19,The Overnight,6.0,200
3,tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",6.1,37886.0,17,2013-03-22,On the Road,25000000,720828,9313302,2013,"[12, 18]",83770,en,On the Road,8.919,2012-12-21,On the Road,5.6,518
6,tt4339118,On the Road,On the Road,2014,89.0,Drama,6.0,6.0,17,2013-03-22,On the Road,25000000,720828,9313302,2013,"[12, 18]",83770,en,On the Road,8.919,2012-12-21,On the Road,5.6,518
8,tt5647250,On the Road,On the Road,2016,121.0,Drama,5.7,127.0,17,2013-03-22,On the Road,25000000,720828,9313302,2013,"[12, 18]",83770,en,On the Road,8.919,2012-12-21,On the Road,5.6,518
9,tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",7.3,275300.0,37,2013-12-25,The Secret Life of Walter Mitty,91000000,58236838,187861183,2013,"[12, 35, 18, 14]",116745,en,The Secret Life of Walter Mitty,10.743,2013-12-25,The Secret Life of Walter Mitty,7.1,4859
10,tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",6.5,105116.0,67,2014-09-19,A Walk Among the Tombstones,28000000,26017685,62108587,2014,"[80, 18, 9648, 53]",169917,en,A Walk Among the Tombstones,19.373,2014-09-19,A Walk Among the Tombstones,6.3,1685
11,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338.0,34,2015-06-12,Jurassic World,215000000,652270625,1648854864,2015,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,2015-06-12,Jurassic World,6.6,14056
12,tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",6.2,94787.0,16,2011-10-28,The Rum Diary,45000000,13109815,21544732,2011,"[18, 35]",23514,en,The Rum Diary,12.011,2011-10-27,The Rum Diary,5.7,652
13,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",5.1,28570.0,4,2012-04-13,The Three Stooges,30000000,44338224,54052249,2012,[35],76489,en,The Three Stooges,9.357999999999999,2012-04-13,The Three Stooges,5.1,215
14,tt0393049,Anderson's Cross,Anderson's Cross,2010,98.0,"Comedy,Drama,Romance",5.5,106.0,65,2010-12-31,Anderson's Cross,300000,0,0,2010,"[10749, 35, 18]",324352,en,Anderson's Cross,0.6,2010-05-20,Anderson's Cross,5.0,1
15,tt0398286,Tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366.0,15,2010-11-24,Tangled,260000000,200821936,586477240,2010,"[16, 10751]",38757,en,Tangled,21.511,2010-11-24,Tangled,7.5,6407
16,tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792.0,14,2012-03-09,John Carter,275000000,73058679,282778100,2012,"[28, 12, 878]",49529,en,John Carter,18.549,2012-03-09,John Carter,6.1,3338
17,tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,5.9,91546.0,51,2010-07-30,Dinner for Schmucks,69000000,73026337,86796502,2010,[35],38778,en,Dinner for Schmucks,6.632000000000001,2010-07-30,Dinner for Schmucks,5.6,920
18,tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",6.8,235256.0,32,2010-06-11,The A-Team,110000000,77222099,177241171,2010,"[53, 28, 12, 35, 80]",34544,en,The A-Team,17.097,2010-06-11,The A-Team,6.3,2703
19,tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649.0,81,2012-08-31,The Possession,14000000,49130588,82925064,2012,"[27, 53]",77883,en,The Possession,8.978,2012-08-31,The Possession,5.9,918
20,tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534.0,31,2011-10-07,Real Steel,110000000,85463309,263880341,2011,"[28, 878, 18]",39254,en,Real Steel,14.811,2011-10-06,Real Steel,6.8,4566
21,tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",6.5,104999.0,2,2014-08-15,The Giver,25000000,45090374,66540205,2014,"[18, 878]",227156,en,The Giver,8.687000000000001,2014-08-11,The Giver,6.5,3075
22,tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218.0,47,2010-06-18,Toy Story 3,200000000,415004880,1068879522,2010,"[16, 10751, 35]",10193,en,Toy Story 3,24.445,2010-06-17,Toy Story 3,7.7,8340
23,tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701.0,73,2012-11-09,Lincoln,65000000,182207973,273346281,2012,"[36, 18]",72976,en,Lincoln,12.693,2012-11-16,Lincoln,6.8,2261
25,tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",6.8,45181.0,52,2015-09-04,Before We Go,3000000,37151,483938,2015,"[18, 10749, 35]",283350,en,Before We Go,8.232999999999999,2015-05-21,Before We Go,6.5,985
26,tt4453750,Before We Go,Before We Go,2014,84.0,"Documentary,Drama,News",7.0,22.0,52,2015-09-04,Before We Go,3000000,37151,483938,2015,"[18, 10749, 35]",283350,en,Before We Go,8.232999999999999,2015-05-21,Before We Go,6.5,985
27,tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,133355.0,46,2011-10-28,Puss in Boots,130000000,149260504,554987477,2011,"[28, 12, 16, 10751, 14, 35]",417859,en,Puss in Boots,9.078,2011-10-28,Puss in Boots,6.3,1422
28,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527.0,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,2017,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,Wonder Woman,5.9,34
29,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527.0,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,2017,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618000000000002,2017-06-02,Wonder Woman,7.3,12566
30,tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,4.2,20.0,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,2017,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,Wonder Woman,5.9,34
31,tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,4.2,20.0,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,2017,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618000000000002,2017-06-02,Wonder Woman,7.3,12566
32,tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",6.9,13.0,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,2017,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,Wonder Woman,5.9,34
33,tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",6.9,13.0,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,2017,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618000000000002,2017-06-02,Wonder Woman,7.3,12566
34,tt0453562,42,42,2013,128.0,"Biography,Drama,Sport",7.5,77703.0,22,2013-04-12,42,31000000,95020213,97470701,2013,[18],109410,en,42,11.28,2013-04-12,42,7.0,1028
35,tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836.0,88,2012-11-21,Life of Pi,120000000,124987022,620912003,2012,"[12, 18, 28]",87827,en,Life of Pi,15.0,2012-11-21,Life of Pi,7.3,8723
36,tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465.0,36,2010-02-26,The Crazies,19000000,39123589,56445534,2010,"[9648, 27, 28]",29427,en,The Crazies,12.245999999999999,2010-02-26,The Crazies,6.2,1036
37,tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302.0,96,2014-09-26,The Equalizer,55000000,101530738,192903624,2014,"[53, 28, 80]",156022,en,The Equalizer,28.941999999999997,2014-09-26,The Equalizer,7.2,4989
38,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137.0,10,2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776,2011,"[28, 12, 878]",1771,en,Captain America: The First Avenger,25.808000000000003,2011-07-22,Captain America: The First Avenger,6.9,12810
39,tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,102.0,"Crime,Thriller",6.5,140666.0,16,2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,40650842,2014,"[80, 53]",189,en,Sin City: A Dame to Kill For,20.896,2014-08-22,Sin City: A Dame to Kill For,6.3,2210
40,tt0464054,House at the End of the Drive,House at the End of the Drive,2014,91.0,"Horror,Thriller",6.5,331.0,28,2014-12-31,House at the End of the Drive,1400000,0,0,2014,"[53, 27]",280381,en,House at the End of the Drive,1.4,2014-01-11,House at the End of the Drive,8.0,1
41,tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327.0,52,2010-08-20,Piranha 3D,24000000,25003155,83660160,2010,"[35, 27]",43593,en,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029
42,tt0466893,Margaret,Margaret,2011,150.0,Drama,6.5,14708.0,27,2011-09-30,Margaret,14000000,47185,623292,2011,[18],44754,en,Margaret,8.747,2011-09-30,Margaret,6.3,138
43,tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,424542.0,72,2015-04-10,Ex Machina,13000000,25440971,38358392,2015,"[18, 878]",264660,en,Ex Machina,18.485,2015-04-10,Ex Machina,7.6,8026
44,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102.0,5,2011-11-04,Tower Heist,85000000,78046570,150422946,2011,"[28, 35]",59108,en,Tower Heist,12.213,2011-11-04,Tower Heist,6.0,1592
45,tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577.0,20,2011-07-29,The Smurfs,110000000,142614158,563749323,2011,"[16, 10751, 12, 35, 14]",41513,en,The Smurfs,16.533,2011-07-29,The Smurfs,5.6,2112
46,tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254.0,42,2011-01-28,The Mechanic,42500000,29121498,76347393,2011,"[28, 53, 80]",27582,en,The Mechanic,14.387,2011-01-28,The Mechanic,6.3,1676
47,tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",6.3,111422.0,22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,2016,"[35, 18, 9648]",270487,en,"Hail, Caesar!",12.312000000000001,2016-02-05,"Hail, Caesar!",5.9,2328
48,tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019.0,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913
49,tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019.0,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,[99],217664,en,Unstoppable,0.6,2013-09-24,Unstoppable,1.6,4
52,tt3070502,Unstoppable,Unstoppable,2013,65.0,Documentary,4.3,551.0,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913
53,tt3070502,Unstoppable,Unstoppable,2013,65.0,Documentary,4.3,551.0,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,[99],217664,en,Unstoppable,0.6,2013-09-24,Unstoppable,1.6,4
56,tt9225192,Unstoppable,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576.0,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913
57,tt9225192,Unstoppable,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576.0,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,[99],217664,en,Unstoppable,0.6,2013-09-24,Unstoppable,1.6,4
60,tt9906218,Unstoppable,Unstoppable,2019,84.0,Documentary,8.1,8.0,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,"[28, 53]",44048,en,Unstoppable,14.01,2010-11-12,Unstoppable,6.4,1913
61,tt9906218,Unstoppable,Unstoppable,2019,84.0,Documentary,8.1,8.0,19,2010-11-12,Unstoppable,95000000,81562942,165720921,2010,[99],217664,en,Unstoppable,0.6,2013-09-24,Unstoppable,1.6,4
62,tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266.0,24,2011-05-27,The Tree of Life,35000000,13305665,61721826,2011,"[18, 14]",8967,en,The Tree of Life,11.569,2011-05-27,The Tree of Life,6.6,1730
64,tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",7.3,501213.0,43,2015-07-17,Ant-Man,130000000,180202163,518858449,2015,"[878, 28, 12]",102899,en,Ant-Man,32.715,2015-07-17,Ant-Man,7.1,11949
65,tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777.0,89,2011-01-07,Season of the Witch,40000000,24827228,91126600,2011,"[12, 14, 28]",23047,en,Season of the Witch,12.535,2011-01-07,Season of the Witch,5.3,1352
66,tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876.0,44,2010-04-23,The Losers,25000000,23591432,29863840,2010,"[28, 12, 80, 9648, 53]",34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844
67,tt3746918,The Losers,The Losers,2013,112.0,Drama,1.7,70.0,44,2010-04-23,The Losers,25000000,23591432,29863840,2010,"[28, 12, 80, 9648, 53]",34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844
68,tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775.0,57,2011-02-25,Hall Pass,68000000,45060734,87173475,2011,"[35, 10749]",48988,en,Hall Pass,9.984,2011-02-25,Hall Pass,5.5,1009
69,tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",7.2,176699.0,26,2013-03-22,The Croods,135000000,187168425,573068425,2013,"[28, 12, 16, 35, 10751, 14]",49519,en,The Croods,16.29,2013-03-22,The Croods,6.8,3873
70,tt0482461,Barry Munday,Barry Munday,2010,95.0,"Comedy,Drama,Romance",5.9,3846.0,61,2010-10-01,Barry Munday,3000000,0,0,2010,"[35, 18, 10749]",44594,en,Barry Munday,5.141,2010-03-13,Barry Munday,6.0,37
71,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815.0,61,2012-01-20,Red Tails,58000000,49876377,50365498,2012,"[18, 28, 12, 36, 10752]",72431,en,Red Tails,10.247,2012-01-11,Red Tails,6.0,256
72,tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History",7.2,85242.0,42,2016-12-23,Silence,46500000,7100177,23726626,2016,"[18, 36]",68730,en,Silence,10.617,2016-12-23,Silence,7.1,1560
73,tt1731755,Silence,Hiljaisuus,2011,110.0,"Drama,War",6.7,373.0,42,2016-12-23,Silence,46500000,7100177,23726626,2016,"[18, 36]",68730,en,Silence,10.617,2016-12-23,Silence,7.1,1560
74,tt2275949,Silence,Silence,2012,87.0,Drama,6.7,174.0,42,2016-12-23,Silence,46500000,7100177,23726626,2016,"[18, 36]",68730,en,Silence,10.617,2016-12-23,Silence,7.1,1560
78,tt3425108,Silence,Silence,2013,120.0,"Drama,Thriller",4.6,170.0,42,2016-12-23,Silence,46500000,7100177,23726626,2016,"[18, 36]",68730,en,Silence,10.617,2016-12-23,Silence,7.1,1560
80,tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314.0,72,2011-05-06,Something Borrowed,35000000,39046489,65084116,2011,"[35, 18, 10749]",49022,en,Something Borrowed,7.567,2011-05-05,Something Borrowed,6.1,591
81,tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",6.2,15037.0,8,2017-09-01,Tulip Fever,25000000,2455635,6792768,2017,"[18, 10749]",257785,en,Tulip Fever,9.89,2017-08-25,Tulip Fever,6.4,307
82,tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700.0,17,2010-04-30,Furry Vengeance,35000000,17630465,39340177,2010,"[35, 10751]",35169,en,Furry Vengeance,9.45,2010-04-02,Furry Vengeance,4.6,283
83,tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086.0,60,2010-07-23,Ramona and Beezus,15000000,26167002,27469621,2010,"[35, 10751]",38843,en,Ramona and Beezus,7.442,2010-07-23,Ramona and Beezus,6.3,460
84,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151.0,38,2017-02-03,Rings,25000000,27793018,82917283,2017,[27],14564,en,Rings,13.53,2017-02-03,Rings,4.9,1785
85,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387.0,1,2012-03-09,A Thousand Words,40000000,18450127,20790486,2012,"[18, 35]",72358,en,A Thousand Words,8.017000000000001,2012-03-08,A Thousand Words,6.1,685
86,tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922.0,24,2011-09-30,What's Your Number?,20000000,14011084,30163785,2011,"[35, 10749]",63492,en,What's Your Number?,10.390999999999998,2011-09-30,What's Your Number?,6.4,1271
87,tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",8.5,29725.0,18,2012-08-24,Samsara,4000000,2672413,5966671,2012,"[18, 99]",89708,en,Samsara,6.015,2012-08-22,Samsara,8.2,276
88,tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288.0,29,2013-06-14,Man of Steel,225000000,291045518,667999518,2013,"[28, 12, 14, 878]",49521,en,Man of Steel,27.666999999999998,2013-06-14,Man of Steel,6.5,9758
89,tt0780504,Drive,Drive,2011,100.0,"Crime,Drama",7.8,521495.0,36,2011-09-16,Drive,15000000,35060689,81357930,2011,"[18, 28, 53, 80]",64690,en,Drive,15.875,2011-09-16,Drive,7.5,6737
90,tt1709105,Drive,Drive,2010,55.0,Documentary,6.3,20.0,36,2011-09-16,Drive,15000000,35060689,81357930,2011,"[18, 28, 53, 80]",64690,en,Drive,15.875,2011-09-16,Drive,7.5,6737
93,tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873.0,91,2010-02-12,The Wolfman,150000000,62189884,142634358,2010,[27],7978,en,The Wolfman,14.03,2010-02-12,The Wolfman,5.7,1009
94,tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",6.8,50763.0,94,2014-09-26,The Boxtrolls,60000000,50837305,111946251,2014,"[16, 35, 10751, 14]",170687,en,The Boxtrolls,11.219000000000001,2014-09-26,The Boxtrolls,6.7,1016
95,tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",7.2,43575.0,67,2016-04-29,The Man Who Knew Infinity,10000000,3877922,12382122,2016,[18],353326,en,The Man Who Knew Infinity,8.76,2016-04-29,The Man Who Knew Infinity,7.2,699
96,tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549.0,7,2013-03-15,The Incredible Burt Wonderstone,32000000,22537881,27392609,2013,[35],124459,en,The Incredible Burt Wonderstone,9.362,2013-03-15,The Incredible Burt Wonderstone,5.4,920
97,tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462.0,73,2013-11-01,Dallas Buyers Club,5000000,27298285,60611845,2013,"[18, 36]",152532,en,Dallas Buyers Club,12.389000000000001,2013-11-22,Dallas Buyers Club,7.9,4961
98,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547.0,68,2012-12-21,Jack Reacher,60000000,80070736,217370736,2012,"[80, 18, 53, 28]",75780,en,Jack Reacher,18.312,2012-12-21,Jack Reacher,6.4,4155
99,tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,109078.0,55,2013-07-19,R.I.P.D.,130000000,33618855,79076678,2013,"[14, 28, 35, 80]",49524,en,R.I.P.D.,21.377,2013-07-19,R.I.P.D.,5.6,2047
100,tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",5.8,256176.0,72,2010-04-01,Clash of the Titans,125000000,163214888,493214888,2010,"[12, 14, 28]",18823,en,Clash of the Titans,15.574000000000002,2010-04-02,Clash of the Titans,5.7,3714
101,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264.0,70,2011-05-06,Thor,150000000,181030624,449326618,2011,"[12, 14, 28]",10195,en,Thor,38.068000000000005,2011-05-06,Thor,6.7,12764
102,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557.0,46,2016-06-10,Warcraft,160000000,47225655,425522281,2016,"[28, 12, 14]",68735,en,Warcraft,21.464000000000002,2016-06-10,Warcraft,6.3,4071
103,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583.0,1,2010-10-08,It's Kind of a Funny Story,8000000,6363628,6632950,2010,"[35, 18]",43923,en,It's Kind of a Funny Story,10.01,2010-10-08,It's Kind of a Funny Story,7.0,1324
104,tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653.0,100,2018-12-14,The Mule,50000000,103804407,170857676,2018,"[80, 35]",253272,en,The Mule,6.1610000000000005,2014-03-10,The Mule,6.4,77
105,tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653.0,100,2018-12-14,The Mule,50000000,103804407,170857676,2018,"[80, 18, 53]",504172,en,The Mule,33.83,2018-12-14,The Mule,6.5,1584
106,tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788.0,100,2018-12-14,The Mule,50000000,103804407,170857676,2018,"[80, 35]",253272,en,The Mule,6.1610000000000005,2014-03-10,The Mule,6.4,77
107,tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788.0,100,2018-12-14,The Mule,50000000,103804407,170857676,2018,"[80, 18, 53]",504172,en,The Mule,33.83,2018-12-14,The Mule,6.5,1584
108,tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",7.1,58955.0,100,2018-12-14,The Mule,50000000,103804407,170857676,2018,"[80, 35]",253272,en,The Mule,6.1610000000000005,2014-03-10,The Mule,6.4,77
109,tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",7.1,58955.0,100,2018-12-14,The Mule,50000000,103804407,170857676,2018,"[80, 18, 53]",504172,en,The Mule,33.83,2018-12-14,The Mule,6.5,1584
110,tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939.0,23,2010-01-22,Tooth Fairy,48000000,60022256,112610386,2010,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058
111,tt7906260,Tooth Fairy,Toof,2019,86.0,Horror,2.6,64.0,23,2010-01-22,Tooth Fairy,48000000,60022256,112610386,2010,"[35, 10751, 14]",23023,en,Tooth Fairy,12.65,2010-01-22,Tooth Fairy,5.3,1058
112,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361.0,11,2011-11-11,Jack and Jill,79000000,74158157,150519217,2011,[35],71880,en,Jack and Jill,11.277000000000001,2011-11-11,Jack and Jill,4.1,1124
113,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393.0,48,2011-03-04,Take Me Home Tonight,19000000,6928068,7576604,2011,"[35, 18, 10749]",50725,en,Take Me Home Tonight,11.321,2011-03-04,Take Me Home Tonight,6.1,339
114,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",5.9,165108.0,17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,2010,"[12, 14, 10751]",32657,en,Percy Jackson & the Olympians: The Lightning Thief,26.691,2010-02-11,Percy Jackson & the Olympians: The Lightning Thief,6.1,4229
115,tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245.0,62,2010-03-12,She's Out of My League,20000000,32010860,48680977,2010,"[35, 10749]",34016,en,She's Out of My League,7.775,2010-03-12,She's Out of My League,6.1,970
116,tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",7.6,119023.0,41,2013-11-08,The Book Thief,19000000,21488481,76086711,2013,[18],203833,en,The Book Thief,9.033999999999999,2013-11-08,The Book Thief,7.5,2788
117,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",5.2,90834.0,76,2011-08-19,Conan the Barbarian,90000000,21295021,63356133,2011,"[12, 14, 28]",37430,en,Conan the Barbarian,17.046,2011-08-19,Conan the Barbarian,5.2,1024
118,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334.0,32,2014-11-05,Interstellar,165000000,188017894,666379375,2014,"[12, 18, 878]",157336,en,Interstellar,28.44,2014-11-05,Interstellar,8.2,18597
119,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751.0,69,2013-06-21,World War Z,190000000,202359711,531514650,2013,"[28, 18, 27, 878, 53]",72190,en,World War Z,14.582,2013-06-21,World War Z,6.7,9132
120,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937.0,22,2010-08-06,Flipped,14000000,1755212,4289993,2010,"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,Flipped,7.4,859
121,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937.0,22,2010-08-06,Flipped,14000000,1755212,4289993,2010,"[18, 53]",380018,en,Flipped,0.9620000000000001,2015-12-15,Flipped,7.0,2
122,tt2388050,Flipped,Flipped,2015,90.0,"Drama,Thriller",6.0,440.0,22,2010-08-06,Flipped,14000000,1755212,4289993,2010,"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,Flipped,7.4,859
123,tt2388050,Flipped,Flipped,2015,90.0,"Drama,Thriller",6.0,440.0,22,2010-08-06,Flipped,14000000,1755212,4289993,2010,"[18, 53]",380018,en,Flipped,0.9620000000000001,2015-12-15,Flipped,7.0,2
