,tconst,primary_title,original_title_x,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date_x,movie,production_budget,domestic_gross,worldwide_gross,release_year,genre_ids,tmdb_id,original_language,original_title_y,popularity,release_date_y,title,vote_average,vote_count
1460,tt1935179,Mud,Mud,2012,130.0,Drama,7.4,156786.0,98,2013-04-26,Mud,10000000,21590086,31556959,2013,[18],103731,en,Mud,12.507,2013-05-10,Mud,7.0,1592
1461,tt2514592,Mud,Fango,2012,105.0,Drama,6.5,41.0,98,2013-04-26,Mud,10000000,21590086,31556959,2013,[18],103731,en,Mud,12.507,2013-05-10,Mud,7.0,1592
1462,tt1935902,The Brass Teapot,The Brass Teapot,2012,101.0,"Comedy,Fantasy,Thriller",6.4,13746.0,44,2013-04-05,The Brass Teapot,900000,6997,413733,2013,"[35, 14, 53]",127867,en,The Brass Teapot,6.495,2013-04-05,The Brass Teapot,6.0,240
1463,tt1939659,Carrie,Carrie,2013,100.0,"Drama,Horror",5.9,125424.0,26,2013-10-18,Carrie,30000000,35266619,82409520,2013,"[18, 27]",133805,en,Carrie,13.686,2013-10-18,Carrie,5.9,2681
1464,tt1942884,Indie Game: The Movie,Indie Game: The Movie,2012,103.0,"Documentary,Drama",7.7,19538.0,92,2012-05-18,Indie Game: The Movie,100000,0,0,2012,[99],80215,en,Indie Game: The Movie,6.202000000000001,2012-05-18,Indie Game: The Movie,7.8,259
1465,tt1943014,The Wicked Within,The Wicked Within,2015,84.0,Horror,4.5,1123.0,88,2013-12-31,The Wicked Within,1200000,0,0,2013,[27],157422,en,The Wicked Within,2.897,2015-10-16,The Wicked Within,4.4,28
1466,tt1943765,Morgan,Morgan,2012,89.0,"Drama,Romance",6.8,1232.0,5,2016-09-02,Morgan,8000000,3915251,7298786,2016,[18],151693,en,Morgan,1.111,2012-01-07,Morgan,6.7,12
1467,tt1943765,Morgan,Morgan,2012,89.0,"Drama,Romance",6.8,1232.0,5,2016-09-02,Morgan,8000000,3915251,7298786,2016,"[27, 878, 53]",377264,en,Morgan,9.912,2016-09-02,Morgan,5.7,843
1468,tt4520364,Morgan,Morgan,2016,92.0,"Action,Horror,Sci-Fi",5.8,35487.0,5,2016-09-02,Morgan,8000000,3915251,7298786,2016,[18],151693,en,Morgan,1.111,2012-01-07,Morgan,6.7,12
1469,tt4520364,Morgan,Morgan,2016,92.0,"Action,Horror,Sci-Fi",5.8,35487.0,5,2016-09-02,Morgan,8000000,3915251,7298786,2016,"[27, 878, 53]",377264,en,Morgan,9.912,2016-09-02,Morgan,5.7,843
1470,tt1945037,Begin Again,Begin Again,2013,68.0,"Drama,Family",7.0,57.0,91,2014-06-27,Begin Again,8000000,16170632,68838736,2014,"[35, 10402, 10749, 18]",198277,en,Begin Again,10.828,2014-07-11,Begin Again,7.2,2089
1471,tt1980929,Begin Again,Begin Again,2013,104.0,"Comedy,Drama,Music",7.4,129884.0,91,2014-06-27,Begin Again,8000000,16170632,68838736,2014,"[35, 10402, 10749, 18]",198277,en,Begin Again,10.828,2014-07-11,Begin Again,7.2,2089
1472,tt1945044,Exeter,Exeter,2015,91.0,"Horror,Mystery,Thriller",4.5,5156.0,49,2015-09-01,Exeter,25000,0,489792,2015,"[53, 27]",226458,en,Exeter,5.934,2015-03-26,Exeter,4.7,121
1474,tt1946381,Red Sky,Red Sky,2014,100.0,"Action,Thriller",4.1,1337.0,27,2015-03-10,Red Sky,25000000,0,91116,2015,"[28, 53]",242166,en,Red Sky,3.8789999999999996,2014-03-12,Red Sky,4.5,33
1475,tt3396636,Red Sky,Red Sky,2013,56.0,Thriller,4.9,17.0,27,2015-03-10,Red Sky,25000000,0,91116,2015,"[28, 53]",242166,en,Red Sky,3.8789999999999996,2014-03-12,Red Sky,4.5,33
1476,tt6950432,Red Sky,Ciel rouge,2017,91.0,"Drama,War",4.1,35.0,27,2015-03-10,Red Sky,25000000,0,91116,2015,"[28, 53]",242166,en,Red Sky,3.8789999999999996,2014-03-12,Red Sky,4.5,33
1477,tt1950135,Drunk Wedding,Drunk Wedding,2015,81.0,Comedy,4.6,729.0,15,2015-05-22,Drunk Wedding,600000,3301,3301,2015,[35],340190,en,Drunk Wedding,1.4,2015-05-22,Drunk Wedding,3.9,15
1479,tt1951181,The Immigrant,The Immigrant,2013,120.0,"Drama,Romance",6.6,26618.0,72,2014-05-16,The Immigrant,16000000,2013456,7585011,2014,"[18, 10749]",152599,en,The Immigrant,8.145,2013-10-06,The Immigrant,6.2,438
1482,tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455.0,38,2013-11-22,The Hunger Games: Catching Fire,130000000,424668047,864868047,2013,"[12, 28, 878]",101299,en,The Hunger Games: Catching Fire,20.187,2013-11-22,The Hunger Games: Catching Fire,7.4,11170
1483,tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,2014,123.0,"Action,Adventure,Sci-Fi",6.6,379050.0,62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,2014,"[878, 12, 53]",131631,en,The Hunger Games: Mockingjay - Part 1,33.836999999999996,2014-11-21,The Hunger Games: Mockingjay - Part 1,6.8,10087
1484,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,137.0,"Action,Adventure,Sci-Fi",6.6,252384.0,39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,2015,"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487000000000002,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.8,7609
1485,tt1956620,Sex Tape,Sex Tape,2014,94.0,"Comedy,Romance",5.1,100520.0,54,2014-07-18,Sex Tape,40000000,38543473,126069509,2014,[35],225886,en,Sex Tape,20.429000000000002,2014-07-18,Sex Tape,5.3,2684
1486,tt1958007,Roadside,Roadside,2013,90.0,"Drama,Horror,Mystery",3.8,361.0,79,2015-04-14,Roadside,500000,0,0,2015,"[27, 18]",308467,en,Roadside,0.746,2013-03-01,Roadside,4.2,5
1487,tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",5.8,229326.0,51,2014-03-28,Noah,130000000,101200044,352831065,2014,[18],215908,en,Noah,0.6,2013-09-09,Noah,7.6,11
1488,tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",5.8,229326.0,51,2014-03-28,Noah,130000000,101200044,352831065,2014,"[18, 12]",86834,en,Noah,13.905,2014-03-28,Noah,5.6,3955
1489,tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",5.8,229326.0,51,2014-03-28,Noah,130000000,101200044,352831065,2014,[99],355462,en,Noah,0.6,2014-03-25,Noah,7.5,2
1490,tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",6.5,12.0,51,2014-03-28,Noah,130000000,101200044,352831065,2014,[18],215908,en,Noah,0.6,2013-09-09,Noah,7.6,11
1491,tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",6.5,12.0,51,2014-03-28,Noah,130000000,101200044,352831065,2014,"[18, 12]",86834,en,Noah,13.905,2014-03-28,Noah,5.6,3955
1492,tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",6.5,12.0,51,2014-03-28,Noah,130000000,101200044,352831065,2014,[99],355462,en,Noah,0.6,2014-03-25,Noah,7.5,2
1493,tt1961175,American Assassin,American Assassin,2017,112.0,"Action,Thriller",6.2,57793.0,28,2017-09-15,American Assassin,63000000,36249674,68310140,2017,"[28, 53]",415842,en,American Assassin,15.434000000000001,2017-09-15,American Assassin,6.3,1596
1494,tt1961562,The House,The House,2011,109.0,"Drama,Mystery,Thriller",4.6,50.0,86,2017-06-30,The House,40000000,25584504,31192425,2017,[35],345914,en,The House,9.62,2017-06-30,The House,5.7,474
1495,tt2408288,The House,Jib,2011,72.0,Animation,7.3,58.0,86,2017-06-30,The House,40000000,25584504,31192425,2017,[35],345914,en,The House,9.62,2017-06-30,The House,5.7,474
1497,tt3425402,The House,Huset,2016,90.0,Thriller,4.5,476.0,86,2017-06-30,The House,40000000,25584504,31192425,2017,[35],345914,en,The House,9.62,2017-06-30,The House,5.7,474
1498,tt4481514,The House,The House,2017,88.0,"Comedy,Crime",5.6,33365.0,86,2017-06-30,The House,40000000,25584504,31192425,2017,[35],345914,en,The House,9.62,2017-06-30,The House,5.7,474
1499,tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",6.4,161343.0,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,2015,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,Tomorrowland,6.2,4610
1500,tt7728220,Tomorrowland,Tomorrowland,2017,70.0,Documentary,6.3,7.0,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,2015,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,Tomorrowland,6.2,4610
1501,tt1966359,Father Figures,Father Figures,2017,113.0,"Adventure,Comedy,Drama",5.5,14373.0,56,2017-12-22,Father Figures,25000000,17501244,21038441,2017,[35],354861,en,Father Figures,12.45,2017-12-22,Father Figures,5.8,277
1502,tt2925960,Father Figures,Father Figures,2013,58.0,Documentary,6.8,102.0,56,2017-12-22,Father Figures,25000000,17501244,21038441,2017,[35],354861,en,Father Figures,12.45,2017-12-22,Father Figures,5.8,277
1503,tt1967545,Labor Day,Labor Day,2013,111.0,"Drama,Romance",6.9,39242.0,19,2014-01-31,Labor Day,18000000,13371528,14189810,2014,[18],130150,en,Labor Day,9.258,2013-12-27,Labor Day,6.9,546
1504,tt1967669,Tag,Tag,2015,91.0,Drama,4.6,158.0,50,2018-06-15,Tag,28000000,54730625,77026186,2018,[18],438568,en,Tag,1.4,2015-05-04,Tag,4.0,1
1505,tt1967669,Tag,Tag,2015,91.0,Drama,4.6,158.0,50,2018-06-15,Tag,28000000,54730625,77026186,2018,"[35, 18]",455980,en,Tag,18.5,2018-06-15,Tag,6.8,1297
1506,tt2854926,Tag,Tag,2018,100.0,Comedy,6.5,85186.0,50,2018-06-15,Tag,28000000,54730625,77026186,2018,[18],438568,en,Tag,1.4,2015-05-04,Tag,4.0,1
1507,tt2854926,Tag,Tag,2018,100.0,Comedy,6.5,85186.0,50,2018-06-15,Tag,28000000,54730625,77026186,2018,"[35, 18]",455980,en,Tag,18.5,2018-06-15,Tag,6.8,1297
1510,tt4439120,Tag,Riaru onigokko,2015,85.0,"Action,Fantasy,Horror",6.1,4331.0,50,2018-06-15,Tag,28000000,54730625,77026186,2018,[18],438568,en,Tag,1.4,2015-05-04,Tag,4.0,1
1511,tt4439120,Tag,Riaru onigokko,2015,85.0,"Action,Fantasy,Horror",6.1,4331.0,50,2018-06-15,Tag,28000000,54730625,77026186,2018,"[35, 18]",455980,en,Tag,18.5,2018-06-15,Tag,6.8,1297
1516,tt1971352,Compliance,Compliance,2012,90.0,"Biography,Crime,Drama",6.4,28703.0,68,2012-08-17,Compliance,270000,319285,830700,2012,"[18, 53, 80, 9648]",84188,en,Compliance,6.93,2012-08-24,Compliance,6.4,340
1517,tt1972571,A Most Wanted Man,A Most Wanted Man,2014,122.0,"Crime,Drama,Thriller",6.8,67914.0,76,2014-07-25,A Most Wanted Man,15000000,17237855,36068890,2014,[53],157849,en,A Most Wanted Man,10.267000000000001,2014-07-25,A Most Wanted Man,6.5,784
1518,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",6.8,169054.0,11,2017-05-12,King Arthur: Legend of the Sword,175000000,39175066,139630336,2017,"[28, 18, 14]",274857,en,King Arthur: Legend of the Sword,21.793000000000003,2017-05-12,King Arthur: Legend of the Sword,6.5,3305
1519,tt1972779,The Best of Me,The Best of Me,2014,118.0,"Drama,Romance",6.7,59750.0,42,2014-10-17,The Best of Me,26000000,26766213,41059418,2014,"[18, 10749]",239571,en,The Best of Me,8.622,2014-10-17,The Best of Me,7.3,1512
1520,tt1974419,The Neon Demon,The Neon Demon,2016,117.0,"Horror,Thriller",6.2,72359.0,68,2016-06-24,The Neon Demon,7500000,1333124,3559803,2016,"[53, 27, 9648]",301365,en,The Neon Demon,11.787,2016-06-14,The Neon Demon,6.6,2005
1521,tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi",6.0,47492.0,24,2015-11-25,Victor Frankenstein,40000000,5775076,31124367,2015,"[18, 878, 53]",228066,en,Victor Frankenstein,9.061,2015-11-10,Victor Frankenstein,5.8,1200
1522,tt1979320,Rush,Rush,2013,123.0,"Action,Biography,Drama",8.1,393437.0,71,2013-09-20,Rush,38000000,26947624,98230839,2013,"[18, 28]",96721,en,Rush,14.623,2013-09-27,Rush,7.7,3877
1523,tt1987632,Rush,Rush,2011,87.0,"Comedy,Romance",7.9,8.0,71,2013-09-20,Rush,38000000,26947624,98230839,2013,"[18, 28]",96721,en,Rush,14.623,2013-09-27,Rush,7.7,3877
1525,tt2256514,Rush,Rush,2012,110.0,"Crime,Thriller",3.8,780.0,71,2013-09-20,Rush,38000000,26947624,98230839,2013,"[18, 28]",96721,en,Rush,14.623,2013-09-27,Rush,7.7,3877
1527,tt1979388,The Good Dinosaur,The Good Dinosaur,2015,93.0,"Adventure,Animation,Comedy",6.7,91465.0,73,2015-11-25,The Good Dinosaur,187500000,123087120,333771037,2015,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,The Good Dinosaur,6.7,3135
1528,tt1980209,Pain & Gain,Pain & Gain,2013,129.0,"Action,Comedy,Crime",6.4,187820.0,33,2013-04-26,Pain & Gain,26000000,49875291,81275291,2013,"[53, 80, 28, 35]",134374,en,Pain & Gain,16.509,2013-04-26,Pain & Gain,6.1,2500
1529,tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2013,105.0,"Action,Adventure,Comedy",7.1,15372.0,82,2015-07-31,The Young and Prodigious T.S. Spivet,33000000,176847,357687,2015,"[12, 18, 10751]",157841,en,The Young and Prodigious T.S. Spivet,7.285,2014-10-26,The Young and Prodigious T.S. Spivet,6.7,389
1530,tt1981115,Thor: The Dark World,Thor: The Dark World,2013,112.0,"Action,Adventure,Fantasy",6.9,540996.0,66,2013-11-08,Thor: The Dark World,150000000,206362140,644602516,2013,"[28, 12, 14]",76338,en,Thor: The Dark World,31.014,2013-11-08,Thor: The Dark World,6.7,10171
1531,tt1981128,Geostorm,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller",5.3,78287.0,99,2017-10-20,Geostorm,100000000,33700160,220796009,2017,"[28, 878, 53]",274855,en,Geostorm,13.652999999999999,2017-10-20,Geostorm,5.8,2246
1532,tt1981677,Pitch Perfect,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",7.2,256565.0,75,2012-09-28,Pitch Perfect,17000000,65001093,116044347,2012,"[35, 10402, 10749]",114150,en,Pitch Perfect,13.886,2012-09-28,Pitch Perfect,7.3,4233
1533,tt1985949,The Angry Birds Movie,Angry Birds,2016,97.0,"Action,Animation,Comedy",6.3,69624.0,77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,2016,"[16, 12, 35]",153518,en,The Angry Birds Movie,17.998,2016-05-20,The Angry Birds Movie,6.0,1851
1534,tt1985966,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013,95.0,"Adventure,Animation,Comedy",6.4,81010.0,13,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,2013,"[16, 10751, 35]",109451,en,Cloudy with a Chance of Meatballs 2,18.335,2013-09-27,Cloudy with a Chance of Meatballs 2,6.4,1679
1535,tt1987680,The Upside,The Upside,2017,126.0,"Comedy,Drama",6.7,24169.0,85,2019-01-11,The Upside,37500000,108235497,119024536,2019,"[35, 18]",440472,en,The Upside,28.138,2019-01-11,The Upside,7.3,274
1536,tt1990314,Robot & Frank,Robot & Frank,2012,89.0,"Comedy,Crime,Drama",7.1,59229.0,26,2012-08-17,Robot & Frank,2500000,3317468,4934356,2012,"[878, 35, 18, 80]",84329,en,Robot & Frank,7.485,2012-08-16,Robot & Frank,6.9,620
1537,tt1991199,Teeth and Blood,Teeth and Blood,2015,96.0,"Action,Horror",4.0,34.0,63,2015-03-10,Teeth and Blood,300000,0,0,2015,"[27, 28]",325123,en,Teeth and Blood,0.6,2015-03-10,Teeth and Blood,3.0,1
1538,tt1991245,Chernobyl Diaries,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",5.0,60304.0,18,2012-05-25,Chernobyl Diaries,1000000,18119640,42411721,2012,"[27, 53]",93856,en,Chernobyl Diaries,14.658,2012-05-25,Chernobyl Diaries,5.0,842
1539,tt1999192,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,2011,89.0,"Comedy,Documentary",7.4,5081.0,75,2011-09-09,Kevin Hart: Laugh at My Pain,750000,7706436,7712436,2011,"[35, 99]",74510,en,Kevin Hart: Laugh at My Pain,6.558,2011-09-09,Kevin Hart: Laugh at My Pain,7.4,76
1540,tt1999890,Hell Fest,Hell Fest,2018,89.0,Horror,5.5,8662.0,20,2018-09-28,Hell Fest,5500000,11107431,18119231,2018,[27],429476,en,Hell Fest,12.955,2018-09-28,Hell Fest,5.5,273
1541,tt2002718,Machete Kills,Machete Kills,2013,107.0,"Action,Crime,Sci-Fi",5.6,69968.0,58,2013-10-11,Machete Kills,20000000,8008161,18273009,2013,"[28, 80, 53]",106747,en,Machete Kills,10.36,2013-10-11,Machete Kills,5.5,1079
1542,tt2004420,Neighbors,Neighbors,2014,97.0,Comedy,6.3,266020.0,64,2014-05-09,Neighbors,18000000,150086800,270944428,2014,[35],195589,en,Neighbors,14.979000000000001,2014-05-09,Neighbors,6.2,4536
1545,tt9392532,Neighbors,Neighbors,2018,90.0,"Comedy,Drama",7.6,18.0,64,2014-05-09,Neighbors,18000000,150086800,270944428,2014,[35],195589,en,Neighbors,14.979000000000001,2014-05-09,Neighbors,6.2,4536
1546,tt2005151,War Dogs,War Dogs,2016,114.0,"Comedy,Crime,Drama",7.1,154029.0,45,2016-08-19,War Dogs,50000000,43034523,86234503,2016,"[35, 80, 18]",308266,en,War Dogs,10.654000000000002,2016-08-19,War Dogs,6.8,2387
1547,tt2005374,The Frozen Ground,The Frozen Ground,2013,105.0,"Crime,Drama,Mystery",6.4,51915.0,22,2013-08-23,The Frozen Ground,19200000,0,5617460,2013,"[53, 80]",199373,en,The Frozen Ground,10.34,2013-08-23,The Frozen Ground,6.3,762
1548,tt2006295,The 33,The 33,2015,127.0,"Biography,Drama,History",6.9,32263.0,78,2015-11-13,The 33,25000000,12227722,28400715,2015,"[18, 36]",293646,en,The 33,9.993,2015-11-09,The 33,6.2,565
1549,tt2011159,No Good Deed,No Good Deed,2014,84.0,"Action,Crime,Drama",5.6,16045.0,44,2014-09-12,No Good Deed,13200000,52543632,54323210,2014,"[80, 53]",136835,en,No Good Deed,14.519,2014-09-12,No Good Deed,5.8,286
1550,tt2011276,Banshee Chapter,Banshee Chapter,2013,87.0,"Horror,Sci-Fi,Thriller",5.5,8219.0,30,2014-01-10,Banshee Chapter,950000,0,78122,2014,"[27, 53]",207769,en,Banshee Chapter,6.872000000000001,2013-11-06,Banshee Chapter,5.6,135
1551,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",8.1,948394.0,14,2014-08-01,Guardians of the Galaxy,170000000,333172112,770867516,2014,"[28, 878, 12]",118340,en,Guardians of the Galaxy,49.606,2014-08-01,Guardians of the Galaxy,7.9,17958
1552,tt2016335,Walter,Walter,2015,94.0,"Comedy,Drama",5.4,1747.0,96,2015-03-13,Walter,700000,0,0,2015,"[18, 35]",323967,en,Walter,3.2769999999999997,2015-03-13,Walter,5.5,31
1556,tt9680064,Walter,Walter,2019,90.0,Comedy,6.4,35.0,96,2015-03-13,Walter,700000,0,0,2015,"[18, 35]",323967,en,Walter,3.2769999999999997,2015-03-13,Walter,5.5,31
1557,tt2017020,The Smurfs 2,The Smurfs 2,2013,105.0,"Adventure,Animation,Comedy",5.4,34229.0,33,2013-07-31,The Smurfs 2,110000000,71017784,348547523,2013,"[14, 10751, 35, 16]",77931,en,The Smurfs 2,12.940999999999999,2013-07-31,The Smurfs 2,5.7,1200
1558,tt2017486,Closer to the Moon,Closer to the Moon,2014,112.0,"Comedy,Crime,Drama",7.0,3585.0,10,2014-04-17,Closer to the Moon,1500000,0,5396,2014,"[35, 18]",137347,en,Closer to the Moon,1.067,2013-11-29,Closer to the Moon,7.2,19
1559,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",6.3,19571.0,17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,2012,"[35, 10751]",82650,en,Diary of a Wimpy Kid: Dog Days,11.36,2012-08-03,Diary of a Wimpy Kid: Dog Days,6.2,440
1560,tt2024432,Identity Thief,Identity Thief,2013,111.0,"Adventure,Comedy,Crime",5.7,115624.0,32,2013-02-08,Identity Thief,35000000,134506920,175361578,2013,"[35, 80]",109431,en,Identity Thief,13.552999999999999,2013-02-09,Identity Thief,5.8,2230
1561,tt2024469,Non-Stop,Non-Stop,2014,106.0,"Action,Mystery,Thriller",7.0,234717.0,2,2014-02-28,Non-Stop,50000000,91742160,222383055,2014,"[10770, 18, 9648, 53]",240913,en,Non-Stop,2.2640000000000002,2013-11-29,Non-Stop,5.6,23
1562,tt2024469,Non-Stop,Non-Stop,2014,106.0,"Action,Mystery,Thriller",7.0,234717.0,2,2014-02-28,Non-Stop,50000000,91742160,222383055,2014,"[28, 53, 9648]",225574,en,Non-Stop,13.562000000000001,2014-02-28,Non-Stop,6.8,3330
1563,tt2024506,Straight A's,Straight A's,2013,91.0,"Comedy,Drama",5.7,4197.0,87,2013-03-19,Straight A's,2000000,0,0,2013,"[35, 18]",153795,en,Straight A's,5.307,2013-03-19,Straight A's,5.3,71
1564,tt2024544,12 Years a Slave,12 Years a Slave,2013,134.0,"Biography,Drama,History",8.1,577301.0,18,2013-10-18,12 Years a Slave,20000000,56671993,181025343,2013,"[18, 36]",76203,en,12 Years a Slave,16.493,2013-10-30,12 Years a Slave,7.9,6631
1565,tt2025690,The Finest Hours,The Finest Hours,2016,117.0,"Action,Drama,History",6.8,55981.0,36,2016-01-29,The Finest Hours,70000000,27569558,49252761,2016,"[28, 18, 36, 53]",300673,en,The Finest Hours,12.673,2016-01-29,The Finest Hours,6.4,943
1566,tt2032557,The Reluctant Fundamentalist,The Reluctant Fundamentalist,2012,130.0,"Drama,Thriller",6.9,12511.0,42,2013-04-26,The Reluctant Fundamentalist,15000000,528731,528731,2013,[53],121677,en,The Reluctant Fundamentalist,7.46,2013-03-17,The Reluctant Fundamentalist,6.7,120
1567,tt2032572,USS Indianapolis: Men of Courage,USS Indianapolis: Men of Courage,2016,128.0,"Action,Drama,History",5.2,9453.0,40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,2016,"[28, 10752]",340945,en,USS Indianapolis: Men of Courage,11.220999999999998,2017-01-24,USS Indianapolis: Men of Courage,5.9,328
1568,tt2034139,The Last Exorcism Part II,The Last Exorcism Part II,2013,88.0,"Drama,Horror,Thriller",4.0,15124.0,90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,2013,"[27, 53, 18]",146203,en,The Last Exorcism Part II,7.561,2013-03-01,The Last Exorcism Part II,4.5,297
1569,tt2034800,The Great Wall,The Great Wall,2016,103.0,"Action,Adventure,Fantasy",6.0,111602.0,92,2017-02-17,The Great Wall,150000000,45157105,334486852,2017,"[28, 12, 14]",311324,en,The Great Wall,19.144000000000002,2017-02-17,The Great Wall,5.8,2775
1570,tt7535780,The Great Wall,The Great Wall,2017,72.0,Documentary,6.5,24.0,92,2017-02-17,The Great Wall,150000000,45157105,334486852,2017,"[28, 12, 14]",311324,en,The Great Wall,19.144000000000002,2017-02-17,The Great Wall,5.8,2775
1571,tt2035599,"Pink Ribbons, Inc.","Pink Ribbons, Inc.",2011,97.0,Documentary,7.3,654.0,76,2012-06-01,"Pink Ribbons, Inc.",1200000,26608,26608,2012,[99],89750,en,"Pink Ribbons, Inc.",1.4,2012-04-21,"Pink Ribbons, Inc.",6.8,6
1572,tt2039338,Flatliners,Flatliners,2017,109.0,"Drama,Horror,Mystery",5.2,33752.0,11,2017-09-29,Flatliners,20000000,16883115,45173738,2017,"[18, 878]",400710,en,Flatliners,9.844,2017-09-29,Flatliners,5.7,1249
1573,tt2042568,Inside Llewyn Davis,Inside Llewyn Davis,2013,104.0,"Drama,Music",7.5,123759.0,94,2013-12-06,Inside Llewyn Davis,11000000,13248209,32943247,2013,[18],86829,en,Inside Llewyn Davis,10.549000000000001,2013-12-06,Inside Llewyn Davis,7.2,1400
1574,tt2048865,AWOL-72,AWOL-72,2015,82.0,"Action,Thriller",3.8,785.0,65,2015-12-31,AWOL-72,3000000,0,0,2015,[53],342502,en,AWOL-72,4.2,2015-08-07,AWOL-72,3.8,22
1575,tt2052015,Water & Power,Water & Power,2013,88.0,"Crime,Drama",6.2,99.0,12,2014-05-02,Water & Power,600000,42557,42557,2014,"[80, 18]",263503,en,Water & Power,0.628,2014-05-02,Water & Power,3.0,1
1576,tt2053463,Side Effects,Side Effects,2013,106.0,"Crime,Drama,Mystery",7.1,168466.0,32,2013-02-08,Side Effects,30000000,32172757,66742138,2013,"[53, 80, 18]",109421,en,Side Effects,9.426,2013-02-08,Side Effects,6.5,1879
1577,tt2053463,Side Effects,Side Effects,2013,106.0,"Crime,Drama,Mystery",7.1,168466.0,32,2013-02-08,Side Effects,30000000,32172757,66742138,2013,"[10402, 18]",337647,en,Side Effects,0.657,2013-10-29,Side Effects,7.3,2
1578,tt2057392,Eye in the Sky,Eye in the Sky,2015,102.0,"Drama,Thriller,War",7.3,72301.0,75,2016-03-11,Eye in the Sky,13000000,18704596,35402802,2016,"[18, 53, 10752]",333352,en,Eye in the Sky,10.219,2016-03-11,Eye in the Sky,7.1,850
1579,tt2058107,The Railway Man,The Railway Man,2013,116.0,"Biography,Drama,Romance",7.1,34586.0,33,2014-04-11,The Railway Man,18000000,4438438,23910210,2014,"[18, 36]",127560,en,The Railway Man,9.582,2014-04-11,The Railway Man,6.9,408
1580,tt2058673,Point Break,Point Break,2015,114.0,"Action,Crime,Sport",5.3,53802.0,100,2015-12-25,Point Break,100000000,28782481,126704591,2015,"[28, 80, 53]",257088,en,Point Break,9.435,2015-12-25,Point Break,5.6,1260
1581,tt2059171,13 Sins,13 Sins,2014,93.0,"Horror,Thriller",6.3,29550.0,51,2014-04-18,13 Sins,4000000,9134,47552,2014,"[27, 53]",155084,en,13 Sins,10.899000000000001,2014-04-18,13 Sins,6.3,576
1582,tt2073661,Dawn Patrol,Stranded,2014,88.0,"Drama,Thriller",4.8,615.0,32,2015-06-05,Dawn Patrol,3500000,0,0,2015,[18],299145,en,Dawn Patrol,1.7719999999999998,2015-06-05,Dawn Patrol,5.1,15
1583,tt2075392,Home,Yurt,2011,76.0,Drama,6.0,96.0,44,2015-03-27,Home,130000000,177397510,385997896,2015,[],237303,en,Home,0.84,2013-11-22,Home,7.0,2
1584,tt2075392,Home,Yurt,2011,76.0,Drama,6.0,96.0,44,2015-03-27,Home,130000000,177397510,385997896,2015,"[14, 35, 16, 878, 10751]",228161,en,Home,12.835,2015-03-27,Home,6.8,2372
1585,tt2075392,Home,Yurt,2011,76.0,Drama,6.0,96.0,44,2015-03-27,Home,130000000,177397510,385997896,2015,[],409371,en,Home,0.672,2016-08-01,Home,7.0,1
